,Player Code,Player Name,Season Year,Age,Team (3 Letter)
8132,brandel01PHI,Elton Brand,2010,30,PHI
8133,breweco01MIN,Corey Brewer,2010,23,MIN
8134,brewero02TOT,Ronnie Brewer,2010,24,TOT
8135,brewero02UTA,Ronnie Brewer,2010,24,UTA
8136,brewero02MEM,Ronnie Brewer,2010,24,MEM
8137,brezepr01TOT,Primož Brezec,2010,30,TOT
8138,brezepr01PHI,Primož Brezec,2010,30,PHI
8139,brezepr01MIL,Primož Brezec,2010,30,MIL
8140,brockjo01SAC,Jon Brockman,2010,22,SAC
8141,brookaa01HOU,Aaron Brooks,2010,25,HOU
8142,brownbo02TOT,Bobby Brown,2010,25,TOT
8143,brownbo02NOH,Bobby Brown,2010,25,NOH
8144,brownbo02LAC,Bobby Brown,2010,25,LAC
8145,brownde04CHA,Derrick Brown,2010,22,CHA
8146,brownde02TOT,Devin Brown,2010,31,TOT
8147,brownde02NOH,Devin Brown,2010,31,NOH
8148,brownde02CHI,Devin Brown,2010,31,CHI
8149,brownkw01DET,Kwame Brown,2010,27,DET
8150,brownsh01LAL,Shannon Brown,2010,24,LAL
8151,bryanko01LAL,Kobe Bryant*,2010,31,LAL
8152,budinch01HOU,Chase Budinger,2010,21,HOU
8153,butleca01TOT,Caron Butler,2010,29,TOT
8154,butleca01WAS,Caron Butler,2010,29,WAS
8155,butleca01DAL,Caron Butler,2010,29,DAL
8156,butlera01LAC,Rasual Butler,2010,30,LAC
8157,bynuman01LAL,Andrew Bynum,2010,22,LAL
8158,bynumwi01DET,Will Bynum,2010,27,DET
8159,caldejo01TOR,José Calderón,2010,28,TOR
8160,cambyma01TOT,Marcus Camby,2010,35,TOT
8161,cambyma01LAC,Marcus Camby,2010,35,LAC
8162,cambyma01POR,Marcus Camby,2010,35,POR
8163,cardibr01MIN,Brian Cardinal,2010,32,MIN
8164,carnero01PHI,Rodney Carney,2010,25,PHI
8165,carrode01MEM,DeMarre Carroll,2010,23,MEM
8166,carroma01DAL,Matt Carroll,2010,29,DAL
8167,cartean01DEN,Anthony Carter,2010,34,DEN
8168,cartevi01ORL,Vince Carter,2010,33,ORL
8169,casspom01SAC,Omri Casspi,2010,21,SAC
8170,chalmma01MIA,Mario Chalmers,2010,23,MIA
8171,chandty01CHA,Tyson Chandler,2010,27,CHA
8172,chandwi01NYK,Wilson Chandler,2010,22,NYK
8173,clarkea01PHO,Earl Clark,2010,22,PHO
8174,collija03PHO,Jarron Collins,2010,31,PHO
8175,collija04ATL,Jason Collins,2010,31,ATL
8176,collima01LAC,Mardy Collins,2010,25,LAC
8177,collida01NOH,Darren Collison,2010,22,NOH
8178,collini01OKC,Nick Collison,2010,29,OKC
8179,conlemi01MEM,Mike Conley,2010,22,MEM
8180,conrowi01HOU,Will Conroy,2010,27,HOU
8181,cookbr01HOU,Brian Cook,2010,29,HOU
8182,cookda02MIA,Daequan Cook,2010,22,MIA
8183,crawfja01ATL,Jamal Crawford,2010,29,ATL
8184,cunnida01POR,Dante Cunningham,2010,22,POR
8185,curryed01NYK,Eddy Curry,2010,27,NYK
8186,curryja01LAC,JamesOn Curry,2010,24,LAC
8187,curryst01GSW,Stephen Curry,2010,21,GSW
8188,dalemsa01PHI,Samuel Dalembert,2010,28,PHI
8189,dampier01DAL,Erick Dampier,2010,34,DAL
8190,daniema01BOS,Marquis Daniels,2010,29,BOS
8191,davisba01LAC,Baron Davis,2010,30,LAC
8192,davisgl01BOS,Glen Davis,2010,24,BOS
8193,davispa01WAS,Paul Davis,2010,25,WAS
8194,davisri01LAC,Ricky Davis,2010,30,LAC
8195,dayeau01DET,Austin Daye,2010,21,DET
8196,delfica01MIL,Carlos Delfino,2010,27,MIL
8197,denglu01CHI,Luol Deng,2010,24,CHI
8198,derozde01TOR,DeMar DeRozan,2010,20,TOR
8199,diawbo01CHA,Boris Diaw,2010,27,CHA
8200,diawaya01MIA,Yakhouba Diawara,2010,27,MIA
8201,dienetr01TOT,Travis Diener,2010,27,TOT
8202,dienetr01IND,Travis Diener,2010,27,IND
8203,dienetr01POR,Travis Diener,2010,27,POR
8204,diopde01CHA,DeSagana Diop,2010,28,CHA
8205,doolike01NJN,Keyon Dooling,2010,29,NJN
8206,dorsejo01TOT,Joey Dorsey,2010,26,TOT
8207,dorsejo01HOU,Joey Dorsey,2010,26,HOU
8208,dorsejo01SAC,Joey Dorsey,2010,26,SAC
8209,douglto01NYK,Toney Douglas,2010,23,NYK
8210,douglch01NJN,Chris Douglas-Roberts,2010,23,NJN
8211,dragigo01PHO,Goran Dragić,2010,23,PHO
8212,dudleja01PHO,Jared Dudley,2010,24,PHO
8213,duhonch01NYK,Chris Duhon,2010,27,NYK
8214,duncati01SAS,Tim Duncan*,2010,33,SAS
8215,dunlemi02IND,Mike Dunleavy,2010,29,IND
8216,duranke01OKC,Kevin Durant,2010,21,OKC
8217,ellinwa01MIN,Wayne Ellington,2010,22,MIN
8218,ellismo01GSW,Monta Ellis,2010,24,GSW
8219,elsonfr01TOT,Francisco Elson,2010,33,TOT
8220,elsonfr01MIL,Francisco Elson,2010,33,MIL
8221,elsonfr01PHI,Francisco Elson,2010,33,PHI
8222,evansma01ATL,Maurice Evans,2010,31,ATL
8223,evansre01TOR,Reggie Evans,2010,29,TOR
8224,evansty01SAC,Tyreke Evans,2010,20,SAC
8225,farmajo01LAL,Jordan Farmar,2010,23,LAL
8226,feltora01CHA,Raymond Felton,2010,25,CHA
8227,fernaru01POR,Rudy Fernández,2010,24,POR
8228,fesenky01UTA,Kyrylo Fesenko,2010,23,UTA
8229,finlemi01TOT,Michael Finley,2010,36,TOT
8230,finlemi01SAS,Michael Finley,2010,36,SAS
8231,finlemi01BOS,Michael Finley,2010,36,BOS
8232,fishede01LAL,Derek Fisher,2010,35,LAL
8233,flynnjo01MIN,Jonny Flynn,2010,20,MIN
8234,fordtj01IND,T.J. Ford,2010,26,IND
8235,fosteje01IND,Jeff Foster,2010,33,IND
8236,foyera01WAS,Randy Foye,2010,26,WAS
8237,fryech01PHO,Channing Frye,2010,26,PHO
8238,gadzuda01MIL,Dan Gadzuric,2010,31,MIL
8239,gainesu01UTA,Sundiata Gaines,2010,23,UTA
8240,gallida01NYK,Danilo Gallinari,2010,21,NYK
8241,garcifr01SAC,Francisco García,2010,28,SAC
8242,garneke01BOS,Kevin Garnett*,2010,33,BOS
8243,gasolma01MEM,Marc Gasol,2010,25,MEM
8244,gasolpa01LAL,Pau Gasol,2010,29,LAL
8245,gayru01MEM,Rudy Gay,2010,23,MEM
8246,geeal01WAS,Alonzo Gee,2010,22,WAS
8247,georgde01GSW,Devean George,2010,32,GSW
8248,gibsoda01CLE,Daniel Gibson,2010,23,CLE
8249,gibsota01CHI,Taj Gibson,2010,24,CHI
8250,giddejr01TOT,J.R. Giddens,2010,24,TOT
8251,giddejr01BOS,J.R. Giddens,2010,24,BOS
8252,giddejr01NYK,J.R. Giddens,2010,24,NYK
8253,gildetr01MEM,Trey Gilder,2010,25,MEM
8254,ginobma01SAS,Manu Ginóbili,2010,32,SAS
8255,gomesry01MIN,Ryan Gomes,2010,27,MIN
8256,goodedr01TOT,Drew Gooden,2010,28,TOT
8257,goodedr01DAL,Drew Gooden,2010,28,DAL
8258,goodedr01LAC,Drew Gooden,2010,28,LAC
8259,gordobe01DET,Ben Gordon,2010,26,DET
8260,gordoer01LAC,Eric Gordon,2010,21,LAC
8261,gortama01ORL,Marcin Gortat,2010,25,ORL
8262,grahajo01DEN,Joey Graham,2010,27,DEN
8263,grahast01CHA,Stephen Graham,2010,27,CHA
8264,grangda01IND,Danny Granger,2010,26,IND
8265,grayaa01TOT,Aaron Gray,2010,25,TOT
8266,grayaa01CHI,Aaron Gray,2010,25,CHI
8267,grayaa01NOH,Aaron Gray,2010,25,NOH
8268,greenda02CLE,Danny Green,2010,22,CLE
8269,greenje02OKC,Jeff Green,2010,23,OKC
8270,greenwi01PHI,Willie Green,2010,28,PHI
8271,greendo01SAC,Donté Greene,2010,21,SAC
8272,griffta01PHO,Taylor Griffin,2010,23,PHO
8273,haddaha01MEM,Hamed Haddadi,2010,24,MEM
8274,hairsma01SAS,Malik Hairston,2010,22,SAS
8275,haislma01SAS,Marcus Haislip,2010,29,SAS
8276,hamilri01DET,Richard Hamilton,2010,31,DET
8277,hansbty01IND,Tyler Hansbrough,2010,24,IND
8278,hardeja01OKC,James Harden,2010,20,OKC
8279,harrial01NYK,Al Harrington,2010,29,NYK
8280,harride01NJN,Devin Harris,2010,26,NJN
8281,harrimi01TOT,Mike Harris,2010,26,TOT
8282,harrimi01HOU,Mike Harris,2010,26,HOU
8283,harrimi01WAS,Mike Harris,2010,26,WAS
8284,hartja01TOT,Jason Hart,2010,31,TOT
8285,hartja01MIN,Jason Hart,2010,31,MIN
8286,hartja01NOH,Jason Hart,2010,31,NOH
8287,hasleud01MIA,Udonis Haslem,2010,29,MIA
8288,hassetr01NJN,Trenton Hassell,2010,30,NJN
8289,hawessp01SAC,Spencer Hawes,2010,21,SAC
8290,hayesch01HOU,Chuck Hayes,2010,26,HOU
8291,hayesja01NJN,Jarvis Hayes,2010,28,NJN
8292,haywobr01TOT,Brendan Haywood,2010,30,TOT
8293,haywobr01WAS,Brendan Haywood,2010,30,WAS
8294,haywobr01DAL,Brendan Haywood,2010,30,DAL
8295,headlu01IND,Luther Head,2010,27,IND
8296,hendege02CHA,Gerald Henderson,2010,22,CHA
8297,hibbero01IND,Roy Hibbert,2010,23,IND
8298,hicksjj01CLE,J.J. Hickson,2010,21,CLE
8299,hilarne01DEN,Nenê,2010,27,DEN
8300,hillge01SAS,George Hill,2010,23,SAS
8301,hillgr01PHO,Grant Hill*,2010,37,PHO
8302,hilljo01TOT,Jordan Hill,2010,22,TOT
8303,hilljo01NYK,Jordan Hill,2010,22,NYK
8304,hilljo01HOU,Jordan Hill,2010,22,HOU
8305,hinriki01CHI,Kirk Hinrich,2010,29,CHI
8306,holidjr01PHI,Jrue Holiday,2010,19,PHI
8307,holliry01MIN,Ryan Hollins,2010,25,MIN
8308,horfoal01ATL,Al Horford,2010,23,ATL
8309,houseed01TOT,Eddie House,2010,31,TOT
8310,houseed01BOS,Eddie House,2010,31,BOS
8311,houseed01NYK,Eddie House,2010,31,NYK
8312,howardw01ORL,Dwight Howard,2010,24,ORL
8313,howarjo01TOT,Josh Howard,2010,29,TOT
8314,howarjo01DAL,Josh Howard,2010,29,DAL
8315,howarjo01WAS,Josh Howard,2010,29,WAS
8316,howarju01POR,Juwan Howard,2010,36,POR
8317,hudsole01TOT,Lester Hudson,2010,25,TOT
8318,hudsole01BOS,Lester Hudson,2010,25,BOS
8319,hudsole01MEM,Lester Hudson,2010,25,MEM
8320,hughela01TOT,Larry Hughes,2010,31,TOT
8321,hughela01NYK,Larry Hughes,2010,31,NYK
8322,hughela01CHA,Larry Hughes,2010,31,CHA
8323,humphkr01TOT,Kris Humphries,2010,24,TOT
8324,humphkr01DAL,Kris Humphries,2010,24,DAL
8325,humphkr01NJN,Kris Humphries,2010,24,NJN
8326,huntech01GSW,Chris Hunter,2010,25,GSW
8327,hunteli01CHI,Lindsey Hunter,2010,39,CHI
8328,hunteot01ATL,Othello Hunter,2010,23,ATL
8329,huntest01MEM,Steven Hunter,2010,28,MEM
8330,ibakase01OKC,Serge Ibaka,2010,20,OKC
8331,iguodan01PHI,Andre Iguodala,2010,26,PHI
8332,ilgauzy01CLE,Zydrunas Ilgauskas,2010,34,CLE
8333,mbengdj01LAL,D.J. Mbenga,2010,29,LAL
8334,ilyaser01MIL,Ersan İlyasova,2010,22,MIL
8335,iversal01TOT,Allen Iverson*,2010,34,TOT
8336,iversal01MEM,Allen Iverson*,2010,34,MEM
8337,iversal01PHI,Allen Iverson*,2010,34,PHI
8338,iveyro01TOT,Royal Ivey,2010,28,TOT
8339,iveyro01PHI,Royal Ivey,2010,28,PHI
8340,iveyro01MIL,Royal Ivey,2010,28,MIL
8341,jackja01TOR,Jarrett Jack,2010,26,TOR
8342,jacksce01TOT,Cedric Jackson,2010,23,TOT
8343,jacksce01CLE,Cedric Jackson,2010,23,CLE
8344,jacksce01SAS,Cedric Jackson,2010,23,SAS
8345,jacksce01WAS,Cedric Jackson,2010,23,WAS
8346,jacksda01TOT,Darnell Jackson,2010,24,TOT
8347,jacksda01CLE,Darnell Jackson,2010,24,CLE
8348,jacksda01MIL,Darnell Jackson,2010,24,MIL
8349,jacksst02TOT,Stephen Jackson,2010,31,TOT
8350,jacksst02GSW,Stephen Jackson,2010,31,GSW
8351,jacksst02CHA,Stephen Jackson,2010,31,CHA
8352,jamesle01CLE,LeBron James,2010,25,CLE
8353,jamesmi01WAS,Mike James,2010,34,WAS
8354,jamisan01TOT,Antawn Jamison,2010,33,TOT
8355,jamisan01WAS,Antawn Jamison,2010,33,WAS
8356,jamisan01CLE,Antawn Jamison,2010,33,CLE
8357,jawaina01MIN,Nathan Jawai,2010,23,MIN
8358,jeffeot01UTA,Othyus Jeffers,2010,24,UTA
8359,jeffeal01MIN,Al Jefferson,2010,25,MIN
8360,jefferi01SAS,Richard Jefferson,2010,29,SAS
8361,jeffrja01TOT,Jared Jeffries,2010,28,TOT
8362,jeffrja01NYK,Jared Jeffries,2010,28,NYK
8363,jeffrja01HOU,Jared Jeffries,2010,28,HOU
8364,jennibr01MIL,Brandon Jennings,2010,20,MIL
8365,jerebjo01DET,Jonas Jerebko,2010,22,DET
8366,jianlyi01NJN,Yi Jianlian,2010,22,NJN
8367,johnsam01TOR,Amir Johnson,2010,22,TOR
8368,johnsan02ORL,Anthony Johnson,2010,35,ORL
8369,johnsja01CHI,James Johnson,2010,22,CHI
8370,johnsjo02ATL,Joe Johnson,2010,28,ATL
8371,jonesda02IND,Dahntay Jones,2010,29,IND
8372,jonesdw02PHO,Dwayne Jones,2010,26,PHO
8373,jonesja02MIA,James Jones,2010,29,MIA
8374,jonesso01IND,Solomon Jones,2010,25,IND
8375,jordade01LAC,DeAndre Jordan,2010,21,LAC
8376,kamanch01LAC,Chris Kaman,2010,27,LAC
8377,kaponja01PHI,Jason Kapono,2010,28,PHI
8378,karlco01TOT,Coby Karl,2010,26,TOT
8379,karlco01CLE,Coby Karl,2010,26,CLE
8380,karlco01GSW,Coby Karl,2010,26,GSW
8381,kiddja01DAL,Jason Kidd*,2010,36,DAL
8382,kirilan01UTA,Andrei Kirilenko,2010,28,UTA
8383,korveky01UTA,Kyle Korver,2010,28,UTA
8384,koufoko01UTA,Kosta Koufos,2010,20,UTA
8385,krstine01OKC,Nenad Krstić,2010,26,OKC
8386,lafayol01BOS,Oliver Lafayette,2010,25,BOS
8387,landrca01TOT,Carl Landry,2010,26,TOT
8388,landrca01HOU,Carl Landry,2010,26,HOU
8389,landrca01SAC,Carl Landry,2010,26,SAC
8390,landrma01TOT,Marcus Landry,2010,24,TOT
8391,landrma01NYK,Marcus Landry,2010,24,NYK
8392,landrma01BOS,Marcus Landry,2010,24,BOS
8393,lawac01TOT,Acie Law,2010,25,TOT
8394,lawac01GSW,Acie Law,2010,25,GSW
8395,lawac01CHA,Acie Law,2010,25,CHA
8396,lawac01CHI,Acie Law,2010,25,CHI
8397,lawsoty01DEN,Ty Lawson,2010,22,DEN
8398,leeco01NJN,Courtney Lee,2010,24,NJN
8399,leeda02NYK,David Lee,2010,26,NYK
8400,lewisra02ORL,Rashard Lewis,2010,30,ORL
8401,livinsh01TOT,Shaun Livingston,2010,24,TOT
8402,livinsh01OKC,Shaun Livingston,2010,24,OKC
8403,livinsh01WAS,Shaun Livingston,2010,24,WAS
8404,lopezbr01NJN,Brook Lopez,2010,21,NJN
8405,lopezro01PHO,Robin Lopez,2010,21,PHO
8406,loveke01MIN,Kevin Love,2010,21,MIN
8407,lowryky01HOU,Kyle Lowry,2010,23,HOU
8408,maggeco01GSW,Corey Maggette,2010,30,GSW
8409,magloja01MIA,Jamaal Magloire,2010,31,MIA
8410,mahinia01SAS,Ian Mahinmi,2010,23,SAS
8411,mariosh01DAL,Shawn Marion,2010,31,DAL
8412,marksse01NOH,Sean Marks,2010,34,NOH
8413,martica01TOT,Cartier Martin,2010,25,TOT
8414,martica01GSW,Cartier Martin,2010,25,GSW
8415,martica01WAS,Cartier Martin,2010,25,WAS
8416,martike01DEN,Kenyon Martin,2010,32,DEN
8417,martike02TOT,Kevin Martin,2010,26,TOT
8418,martike02SAC,Kevin Martin,2010,26,SAC
8419,martike02HOU,Kevin Martin,2010,26,HOU
8420,masonde01SAC,Desmond Mason,2010,32,SAC
8421,masonro01SAS,Roger Mason,2010,29,SAS
8422,matthwe02UTA,Wesley Matthews,2010,23,UTA
8423,maxieja01DET,Jason Maxiell,2010,26,DET
8424,mayse01SAC,Sean May,2010,25,SAC
8425,maynoer01TOT,Eric Maynor,2010,22,TOT
8426,maynoer01UTA,Eric Maynor,2010,22,UTA
8427,maynoer01OKC,Eric Maynor,2010,22,OKC
8428,mayooj01MEM,O.J. Mayo,2010,22,MEM
8429,mbahalu01MIL,Luc Mbah a Moute,2010,23,MIL
8430,mcdyean01SAS,Antonio McDyess,2010,35,SAS
8431,mcgeeja01WAS,JaVale McGee,2010,22,WAS
8432,mcgratr01TOT,Tracy McGrady*,2010,30,TOT
8433,mcgratr01HOU,Tracy McGrady*,2010,30,HOU
8434,mcgratr01NYK,Tracy McGrady*,2010,30,NYK
8435,mcguido01TOT,Dominic McGuire,2010,24,TOT
8436,mcguido01WAS,Dominic McGuire,2010,24,WAS
8437,mcguido01SAC,Dominic McGuire,2010,24,SAC
8438,mcrobjo01IND,Josh McRoberts,2010,22,IND
8439,meeksjo01TOT,Jodie Meeks,2010,22,TOT
8440,meeksjo01MIL,Jodie Meeks,2010,22,MIL
8441,meeksjo01PHI,Jodie Meeks,2010,22,PHI
8442,mensapo01TOT,Pops Mensah-Bonsu,2010,26,TOT
8443,mensapo01HOU,Pops Mensah-Bonsu,2010,26,HOU
8444,mensapo01TOR,Pops Mensah-Bonsu,2010,26,TOR
8445,milescj01UTA,C.J. Miles,2010,22,UTA
8446,milicda01TOT,Darko Miličić,2010,24,TOT
8447,milicda01NYK,Darko Miličić,2010,24,NYK
8448,milicda01MIN,Darko Miličić,2010,24,MIN
8449,millean02POR,Andre Miller,2010,33,POR
8450,millebr01CHI,Brad Miller,2010,33,CHI
8451,millemi01WAS,Mike Miller,2010,29,WAS
8452,millspa02POR,Patty Mills,2010,21,POR
8453,millspa01UTA,Paul Millsap,2010,24,UTA
8454,mohamna01CHA,Nazr Mohammed,2010,32,CHA
8455,moonja01CLE,Jamario Moon,2010,29,CLE
8456,mooremi01GSW,Mikki Moore,2010,34,GSW
8457,morrira01ATL,Randolph Morris,2010,24,ATL
8458,morriad01LAL,Adam Morrison,2010,25,LAL
8459,morroan01GSW,Anthony Morrow,2010,24,GSW
8460,mulleby01OKC,Byron Mullens,2010,20,OKC
8461,murphtr01IND,Troy Murphy,2010,29,IND
8462,murraro01TOT,Ronald Murray,2010,30,TOT
8463,murraro01CHA,Ronald Murray,2010,30,CHA
8464,murraro01CHI,Ronald Murray,2010,30,CHI
8465,najered01TOT,Eduardo Nájera,2010,33,TOT
8466,najered01NJN,Eduardo Nájera,2010,33,NJN
8467,najered01DAL,Eduardo Nájera,2010,33,DAL
8468,nashst01PHO,Steve Nash*,2010,35,PHO
8469,nelsoja01ORL,Jameer Nelson,2010,27,ORL
8470,nestera01TOR,Rasho Nesterović,2010,33,TOR
8471,noahjo01CHI,Joakim Noah,2010,24,CHI
8472,nocioan01SAC,Andrés Nocioni,2010,30,SAC
8473,novakst01LAC,Steve Novak,2010,26,LAC
8474,nowitdi01DAL,Dirk Nowitzki,2010,31,DAL
8475,obryapa01TOR,Patrick O'Bryant,2010,23,TOR
8476,onealje01MIA,Jermaine O'Neal,2010,31,MIA
8477,onealsh01CLE,Shaquille O'Neal*,2010,37,CLE
8478,obertfa01WAS,Fabricio Oberto,2010,34,WAS
8479,odengr01POR,Greg Oden,2010,22,POR
8480,odomla01LAL,Lamar Odom,2010,30,LAL
8481,okafoem01NOH,Emeka Okafor,2010,27,NOH
8482,okurme01UTA,Mehmet Okur,2010,30,UTA
8483,ollieke01OKC,Kevin Ollie,2010,37,OKC
8484,outlatr01TOT,Travis Outlaw,2010,25,TOT
8485,outlatr01POR,Travis Outlaw,2010,25,POR
8486,outlatr01LAC,Travis Outlaw,2010,25,LAC
8487,pachuza01ATL,Zaza Pachulia,2010,25,ATL
8488,pargoja01CHI,Jannero Pargo,2010,30,CHI
8489,parkean01CLE,Anthony Parker,2010,34,CLE
8490,parketo01SAS,Tony Parker,2010,27,SAS
8491,paulch01NOH,Chris Paul,2010,24,NOH
8492,pavloal01MIN,Sasha Pavlović,2010,26,MIN
8493,pecheol01MIN,Oleksiy Pecherov,2010,24,MIN
8494,perkike01BOS,Kendrick Perkins,2010,25,BOS
8495,petermo01NOH,Morris Peterson,2010,32,NOH
8496,petrojo01DEN,Johan Petro,2010,24,DEN
8497,piercpa01BOS,Paul Pierce,2010,32,BOS
8498,pietrmi01ORL,Mickaël Piétrus,2010,27,ORL
8499,poseyja01NOH,James Posey,2010,33,NOH
8500,powele01CLE,Leon Powe,2010,26,CLE
8501,poweljo01LAL,Josh Powell,2010,27,LAL
8502,priceaj01IND,A.J. Price,2010,23,IND
8503,pricero01UTA,Ronnie Price,2010,26,UTA
8504,princta01DET,Tayshaun Prince,2010,29,DET
8505,przybjo01POR,Joel Przybilla,2010,30,POR
8506,quinnch01NJN,Chris Quinn,2010,26,NJN
8507,radmavl01TOT,Vladimir Radmanović,2010,29,TOT
8508,radmavl01CHA,Vladimir Radmanović,2010,29,CHA
8509,radmavl01GSW,Vladimir Radmanović,2010,29,GSW
8510,randoan01GSW,Anthony Randolph,2010,20,GSW
8511,randosh01TOT,Shavlik Randolph,2010,26,TOT
8512,randosh01MIA,Shavlik Randolph,2010,26,MIA
8513,randosh01POR,Shavlik Randolph,2010,26,POR
8514,randoza01MEM,Zach Randolph,2010,28,MEM
8515,ratlith01TOT,Theo Ratliff,2010,36,TOT
8516,ratlith01SAS,Theo Ratliff,2010,36,SAS
8517,ratlith01CHA,Theo Ratliff,2010,36,CHA
8518,reddmi01MIL,Michael Redd,2010,30,MIL
8519,redicjj01ORL,J.J. Redick,2010,25,ORL
8520,richach01CHI,Chris Richard,2010,25,CHI
8521,richaja01PHO,Jason Richardson,2010,29,PHO
8522,richaqu01MIA,Quentin Richardson,2010,29,MIA
8523,ridnolu01MIL,Luke Ridnour,2010,28,MIL
8524,robinna01TOT,Nate Robinson,2010,25,TOT
8525,robinna01NYK,Nate Robinson,2010,25,NYK
8526,robinna01BOS,Nate Robinson,2010,25,BOS
8527,rodrise01TOT,Sergio Rodríguez,2010,23,TOT
8528,rodrise01SAC,Sergio Rodríguez,2010,23,SAC
8529,rodrise01NYK,Sergio Rodríguez,2010,23,NYK
8530,rondora01BOS,Rajon Rondo,2010,23,BOS
8531,rosede01CHI,Derrick Rose,2010,21,CHI
8532,rossqu01TOT,Quinton Ross,2010,28,TOT
8533,rossqu01DAL,Quinton Ross,2010,28,DAL
8534,rossqu01WAS,Quinton Ross,2010,28,WAS
8535,roybr01POR,Brandon Roy,2010,25,POR
8536,rushbr01IND,Brandon Rush,2010,24,IND
8537,rushka01LAC,Kareem Rush,2010,29,LAC
8538,salmojo01TOT,John Salmons,2010,30,TOT
8539,salmojo01CHI,John Salmons,2010,30,CHI
8540,salmojo01MIL,John Salmons,2010,30,MIL
8541,scalabr01BOS,Brian Scalabrine,2010,31,BOS
8542,scolalu01HOU,Luis Scola,2010,29,HOU
8543,sefolth01OKC,Thabo Sefolosha,2010,25,OKC
8544,sessira01MIN,Ramon Sessions,2010,23,MIN
8545,simmobo01NJN,Bobby Simmons,2010,29,NJN
8546,singlja01TOT,James Singleton,2010,28,TOT
8547,singlja01DAL,James Singleton,2010,28,DAL
8548,singlja01WAS,James Singleton,2010,28,WAS
8549,skinnbr01LAC,Brian Skinner,2010,33,LAC
8550,smithcr01LAC,Craig Smith,2010,26,LAC
8551,smithjr01DEN,J.R. Smith,2010,24,DEN
8552,smithja02PHI,Jason Smith,2010,23,PHI
8553,smithjo02ATL,Joe Smith,2010,34,ATL
8554,smithjo03ATL,Josh Smith,2010,24,ATL
8555,songada01NOH,Darius Songaila,2010,31,NOH
8556,speigma01PHI,Marreese Speights,2010,22,PHI
8557,stackje01MIL,Jerry Stackhouse,2010,35,MIL
8558,stevede01TOT,DeShawn Stevenson,2010,28,TOT
8559,stevede01WAS,DeShawn Stevenson,2010,28,WAS
8560,stevede01DAL,DeShawn Stevenson,2010,28,DAL
8561,stojape01NOH,Peja Stojaković,2010,32,NOH
8562,stoudam01PHO,Amar'e Stoudemire,2010,27,PHO
8563,stuckro01DET,Rodney Stuckey,2010,23,DET
8564,summeda01DET,DaJuan Summers,2010,22,DET
8565,tayloje02HOU,Jermaine Taylor,2010,23,HOU
8566,teaguje01ATL,Jeff Teague,2010,21,ATL
8567,telfase01TOT,Sebastian Telfair,2010,24,TOT
8568,telfase01LAC,Sebastian Telfair,2010,24,LAC
8569,telfase01CLE,Sebastian Telfair,2010,24,CLE
8570,templga01TOT,Garrett Temple,2010,23,TOT
8571,templga01HOU,Garrett Temple,2010,23,HOU
8572,templga01SAC,Garrett Temple,2010,23,SAC
8573,templga01SAS,Garrett Temple,2010,23,SAS
8574,terryja01DAL,Jason Terry,2010,32,DAL
8575,thabeha01MEM,Hasheem Thabeet,2010,22,MEM
8576,thomaet01OKC,Etan Thomas,2010,31,OKC
8577,thomake01SAC,Kenny Thomas,2010,32,SAC
8578,thomaku01MIL,Kurt Thomas,2010,37,MIL
8579,thomati01DAL,Tim Thomas,2010,32,DAL
8580,thomaty01TOT,Tyrus Thomas,2010,23,TOT
8581,thomaty01CHI,Tyrus Thomas,2010,23,CHI
8582,thomaty01CHA,Tyrus Thomas,2010,23,CHA
8583,thompja02SAC,Jason Thompson,2010,23,SAC
8584,thornal01TOT,Al Thornton,2010,26,TOT
8585,thornal01LAC,Al Thornton,2010,26,LAC
8586,thornal01WAS,Al Thornton,2010,26,WAS
8587,thornma01NOH,Marcus Thornton,2010,22,NOH
8588,tinslja01MEM,Jamaal Tinsley,2010,31,MEM
8589,tollian01TOT,Anthony Tolliver,2010,24,TOT
8590,tollian01POR,Anthony Tolliver,2010,24,POR
8591,tollian01GSW,Anthony Tolliver,2010,24,GSW
8592,tuckeal02TOT,Alando Tucker,2010,25,TOT
8593,tuckeal02PHO,Alando Tucker,2010,25,PHO
8594,tuckeal02MIN,Alando Tucker,2010,25,MIN
8595,turiaro01GSW,Ronny Turiaf,2010,27,GSW
8596,turkohe01TOR,Hedo Türkoğlu,2010,30,TOR
8597,udokaim01SAC,Ime Udoka,2010,32,SAC
8598,udrihbe01SAC,Beno Udrih,2010,27,SAC
8599,ukicro01MIL,Roko Ukić,2010,25,MIL
8600,varejan01CLE,Anderson Varejão,2010,27,CLE
8601,villach01DET,Charlie Villanueva,2010,25,DET
8602,vujacsa01LAL,Sasha Vujačić,2010,25,LAL
8603,wadedw01MIA,Dwyane Wade,2010,28,MIA
8604,walkebi01TOT,Henry Walker,2010,22,TOT
8605,walkebi01BOS,Henry Walker,2010,22,BOS
8606,walkebi01NYK,Henry Walker,2010,22,NYK
8607,wallabe01DET,Ben Wallace,2010,35,DET
8608,wallage01CHA,Gerald Wallace,2010,27,CHA
8609,wallara01BOS,Rasheed Wallace,2010,35,BOS
8610,waltolu01LAL,Luke Walton,2010,29,LAL
8611,warriha01TOT,Hakim Warrick,2010,27,TOT
8612,warriha01MIL,Hakim Warrick,2010,27,MIL
8613,warriha01CHI,Hakim Warrick,2010,27,CHI
8614,watsocj01GSW,C.J. Watson,2010,25,GSW
