,Player Name,Birth Year,Seasons in NBA,First Season Played,Last Season Played
0,Al Brightman,,1,1947,1947
1,Al Lujack,,1,1947,1947
2,Al Negratti,,1,1947,1947
3,Angelo Musi,,3,1947,1949
4,Ariel Maughan,1923.0,5,1947,1951
5,Armand Cure,,1,1947,1947
6,Art Hillhouse,,2,1947,1948
7,Art Spector,1920.0,4,1947,1950
8,Art Stolkey,,1,1947,1947
9,Aubrey Davis,,1,1947,1947
10,Aud Brindley,,1,1947,1947
11,Belus Smawley,1918.0,6,1947,1952
12,Ben Goldfaden,,1,1947,1947
13,Ben Scharnus,,2,1947,1949
14,Bill Davis,,1,1947,1947
15,Bob Cluggish,,1,1947,1947
16,Bob Dille,,1,1947,1947
17,Bob Doll,1919.0,4,1947,1950
18,Bob Duffy,1922.0,1,1947,1947
19,Bob Faught,,1,1947,1947
20,Bob Feerick,1920.0,4,1947,1950
21,Bob Fitzgerald,,2,1947,1949
22,Bob Gantt,,1,1947,1947
23,Bob Mullens,,1,1947,1947
24,Bob Rensberger,,1,1947,1947
25,Bob Shea,,1,1947,1947
26,Bones McKinney,1919.0,6,1947,1952
27,Buck Sydnor,,1,1947,1947
28,Bud Palmer,,3,1947,1949
29,Buddy O'Grady,,3,1947,1949
30,Butch van Breda Kolff,1922.0,4,1947,1950
31,Cecil Hankins,,2,1947,1948
32,Charlie Hoefer,,2,1947,1948
33,Chet Aubuchon,,1,1947,1947
34,Chet Carlisle,,1,1947,1947
35,Chick Halbert,1919.0,5,1947,1951
36,Chuck Connors,,2,1947,1948
37,Chuck Gilmur,1922.0,5,1947,1951
38,Connie Simmons,1925.0,10,1947,1956
39,Coulby Gunther,,2,1947,1949
40,Deb Smith,,1,1947,1947
41,Dick Fitzgerald,,2,1947,1948
42,Dick Murphy,,1,1947,1947
43,Dick Schulz,1917.0,4,1947,1950
44,Dino Martin,,2,1947,1948
45,Don Carlson,1919.0,4,1947,1951
46,Don Eliason,,1,1947,1947
47,Don Martin,,3,1947,1949
48,Don Putman,1922.0,4,1947,1950
49,Doyle Parrack,,1,1947,1947
50,Earl Shannon,,3,1947,1949
51,Ed Kasid,,1,1947,1947
52,Ed Melvin,,1,1947,1947
53,Ed Sadowski,1917.0,4,1947,1950
54,Elmore Morgenthaler,,2,1947,1949
55,Ernie Calverley,,3,1947,1949
56,Frank Fucarino,,1,1947,1947
57,Frank Mangiapane,,1,1947,1947
58,Frankie Baumholtz,,1,1947,1947
59,Fred Jacobs,,1,1947,1947
60,Fred Scolari,1922.0,9,1947,1955
61,Fred Sheffield,,1,1947,1947
62,Frido Frey,,1,1947,1947
63,Garland O'Shields,,1,1947,1947
64,Gene Gallette,,1,1947,1947
65,George Mearns,,2,1947,1948
66,George Munroe,,2,1947,1948
67,George Nostrand,1924.0,4,1947,1950
68,George Pastushok,,1,1947,1947
69,George Pearcy,,1,1947,1947
70,George Senesky,1922.0,8,1947,1954
71,Giff Roux,,3,1947,1949
72,Gino Sovran,,1,1947,1947
73,Gorham Getchell,,1,1947,1947
74,Grady Lewis,,3,1947,1949
75,Hal Crisler,,1,1947,1947
76,Hank Beenders,,3,1947,1949
77,Hank Biasatti,,1,1947,1947
78,Hank Lefkowitz,,1,1947,1947
79,Hank Rosenstein,,1,1947,1947
80,Harold Brown,,1,1947,1947
81,Harold Johnson,,1,1947,1947
82,Harold Kottman,,1,1947,1947
83,Harry Miller,,1,1947,1947
84,Harry Zeller,,1,1947,1947
85,Henry Pearcy,,1,1947,1947
86,Herschel Baltimore,,1,1947,1947
87,Howie Dallmar,,3,1947,1949
88,Howie McCarty,,1,1947,1947
89,Irv Rothenberg,,3,1947,1949
90,Irv Torgoff,,3,1947,1949
91,Jack Garfinkel,,3,1947,1949
92,Jake Weber,,1,1947,1947
93,Jerry Fleishman,1922.0,5,1947,1953
94,Jerry Kelly,,2,1947,1948
95,Jerry Rullo,1923.0,4,1947,1950
96,Jim Seminoff,1922.0,4,1947,1950
97,Joe Fabel,,1,1947,1947
98,Joe Fulks,1921.0,8,1947,1954
99,John Abramovic,,2,1947,1948
100,John Barr,,1,1947,1947
101,John Janisch,,2,1947,1948
102,John Logan,1921.0,5,1947,1951
103,John Mahnken,1922.0,7,1947,1953
104,John Mills,,1,1947,1947
105,John Murphy,,1,1947,1947
106,Johnny Norlander,1921.0,5,1947,1951
107,Johnny Simmons,,1,1947,1947
108,Ken Corley,,1,1947,1947
109,Ken Keller,,1,1947,1947
110,Kenny Sailors,1921.0,5,1947,1951
111,Kleggie Hermsen,1923.0,6,1947,1953
112,Lee Knorek,1921.0,4,1947,1950
113,Leo Gottlieb,,2,1947,1948
114,Leo Mogus,1921.0,4,1947,1951
115,Leon Brown,,1,1947,1947
116,Lou Spicer,,1,1947,1947
117,Marty Passaglia,,2,1947,1949
118,Matt Guokas,1915.0,1,1947,1947
119,Max Zaslofsky,1925.0,10,1947,1956
120,Mel Hirsch,,1,1947,1947
121,Mel Riebe,,3,1947,1949
122,Michael Bytzura,,1,1947,1947
123,Mickey Rottner,,2,1947,1948
124,Mike McCarron,1922.0,2,1947,1950
125,Milt Schoon,1922.0,2,1947,1950
126,Moe Becker,,1,1947,1947
127,Nat Frankel,,1,1947,1947
128,Nat Militzok,,1,1947,1947
129,Ned Endress,,1,1947,1947
130,Nick Shaback,,1,1947,1947
131,Noble Jorgensen,1925.0,5,1947,1953
132,Norm Baker,,1,1947,1947
133,Ossie Schectman,,1,1947,1947
134,Pete Lalich,,1,1947,1947
135,Petey Rosenberg,,1,1947,1947
136,Pop Goodwin,,2,1947,1948
137,Press Maravich,,1,1947,1947
138,Ralph Kaplowitz,,2,1947,1948
139,Ralph Siewert,,1,1947,1947
140,Ray Wertis,,2,1947,1948
141,Red Dehnert,,1,1947,1947
142,Red Mihalik,,1,1947,1947
143,Red Wallace,,1,1947,1947
144,Roger Jorgensen,,1,1947,1947
145,Roy Hurley,,1,1947,1947
146,Sonny Hertzberg,1922.0,5,1947,1951
147,Stan Miasek,1923.0,6,1947,1953
148,Stan Noszka,,3,1947,1949
149,Stan Stutz,,3,1947,1949
150,Tom Callahan,,1,1947,1947
151,Tom King,,1,1947,1947
152,Tommy Byrnes,1923.0,5,1947,1951
153,Tony Jaros,1920.0,4,1947,1951
154,Tony Kappen,,1,1947,1947
155,Virgil Vaughn,,1,1947,1947
156,Walt Miller,,1,1947,1947
157,Warren Fenley,,1,1947,1947
158,Wilbert Kautz,,1,1947,1947
159,Woody Grimshaw,,1,1947,1947
160,Wyndol Gray,,2,1947,1948
161,Andy Phillip,1922.0,11,1948,1958
162,Ben Schadler,,1,1948,1948
163,Bill Downey,,1,1948,1948
164,Bob Hubbard,,2,1948,1949
165,Bob O'Brien,,2,1948,1949
166,Buddy Jeannette,1917.0,3,1948,1950
167,Bulbs Ehlers,,2,1948,1949
168,Carl Braun,1927.0,13,1948,1962
169,Carl Meinhold,,2,1948,1949
170,Chet McNabb,,1,1948,1948
171,Chick Reiser,1914.0,3,1948,1950
172,Chink Crossin,1923.0,3,1948,1950
173,Dick Holub,,1,1948,1948
174,Dick O'Keefe,1923.0,4,1948,1951
175,Elmer Gainer,1918.0,2,1948,1950
176,Gene Rock,,1,1948,1948
177,Gene Stump,1923.0,3,1948,1950
178,Gene Vance,1923.0,5,1948,1952
179,Herm Fuetsch,,1,1948,1948
180,Herm Klotz,,1,1948,1948
181,Jack Hewson,,1,1948,1948
182,Jack Rocker,,1,1948,1948
183,Jack Tingle,,2,1948,1949
184,Jack Toomay,1922.0,3,1948,1950
185,Johnny Ezersky,1922.0,3,1948,1950
186,Johnny Jorgensen,,2,1948,1949
187,Lee Robbins,,2,1948,1949
188,Mel Thurston,,1,1948,1948
189,Mike Bloom,,2,1948,1949
190,Nat Hickey,,1,1948,1948
191,Paul Hoffman,1925.0,6,1948,1955
192,Paul Huston,,1,1948,1948
193,Paul Noel,1924.0,5,1948,1952
194,Paul Seymour,1928.0,12,1948,1960
195,Ray Kuka,,2,1948,1949
196,Red Rocha,1923.0,9,1948,1957
197,Saul Mariaschin,,1,1948,1948
198,Sid Tanenbaum,,2,1948,1949
199,Stan Brown,1929.0,2,1948,1952
200,Wat Misaka,,1,1948,1948
201,Al Lucas,,1,1949,1949
202,Andrew Levane,1920.0,3,1949,1953
203,Andy Duncan,1922.0,3,1949,1951
204,Andy Kostecka,,1,1949,1949
205,Andy Tonkovich,,1,1949,1949
206,Arnie Ferrin,1925.0,3,1949,1951
207,Arnie Johnson,1920.0,5,1949,1953
208,Arnie Risen,1924.0,10,1949,1958
209,Bill Calhoun,1927.0,7,1949,1955
210,Bill Henry,1924.0,2,1949,1950
211,Bill Miller,,1,1949,1949
212,Bill Roberts,1925.0,2,1949,1950
213,Blackie Towery,1920.0,2,1949,1950
214,Bob Brown,1923.0,2,1949,1950
215,Bob Davies,1920.0,7,1949,1955
216,Bob Kinney,1920.0,2,1949,1950
217,Bob Tough,1920.0,2,1949,1950
218,Bobby Wanzer,1921.0,9,1949,1957
219,Brady Walker,,1,1949,1949
220,Bruce Hale,1918.0,3,1949,1951
221,Charlie Black,1921.0,3,1949,1952
222,Curly Armstrong,1918.0,3,1949,1951
223,D.C. Wilcutt,1923.0,2,1949,1950
224,Dan Kraus,,1,1949,1949
225,Darrel Brown,,1,1949,1949
226,Dermie O'Connell,1928.0,2,1949,1950
227,Dick Shrider,,1,1949,1949
228,Dick Triptow,1922.0,2,1949,1950
229,Dick Wehr,,1,1949,1949
230,Dillard Crocker,1925.0,4,1949,1953
231,Don Smith,1920.0,1,1949,1949
232,Donnie Forman,,1,1949,1949
233,Doug Holcomb,,1,1949,1949
234,Earl Gardner,,1,1949,1949
235,Easy Parham,1921.0,3,1949,1951
236,Ed Mikan,1925.0,6,1949,1954
237,Fran Curran,1922.0,2,1949,1950
238,Fred Paine,,1,1949,1949
239,Freddie Lewis,1921.0,2,1949,1950
240,Fritz Nagy,,1,1949,1949
241,Gale Bishop,,1,1949,1949
242,Gene James,1925.0,3,1949,1951
243,George Glamack,,1,1949,1949
244,George Kaftan,1928.0,5,1949,1953
245,George Mikan,1924.0,7,1949,1956
246,Hal Tidrick,,1,1949,1949
247,Harry Gallatin,1927.0,10,1949,1958
248,Herb Krautblatt,,1,1949,1949
249,Herm Schaefer,1918.0,2,1949,1950
250,Howie Rader,,1,1949,1949
251,Howie Shannon,1923.0,2,1949,1950
252,Jack Dwan,,1,1949,1949
253,Jack Eskridge,,1,1949,1949
254,Jack Maddox,,1,1949,1949
255,Jack Nichols,1926.0,9,1949,1958
256,Jack Smiley,1922.0,2,1949,1950
257,Jake Bornheimer,1927.0,2,1949,1950
258,Jake Pelkington,,1,1949,1949
259,Jim Browne,1930.0,2,1949,1950
260,Jim Pollard,1922.0,7,1949,1955
261,Jim Springer,,1,1949,1949
262,Jim Spruill,,1,1949,1949
263,Joe Colone,,1,1949,1949
264,Joe Graboski,1930.0,13,1949,1962
265,John Hazen,,1,1949,1949
266,John Mandic,1919.0,2,1949,1950
267,Johnny Bach,,1,1949,1949
268,Kenny Rollins,1923.0,3,1949,1953
269,Leo Katkaveck,1923.0,2,1949,1950
270,Leo Klier,1923.0,2,1949,1950
271,Les Pugh,1922.0,2,1949,1950
272,Lionel Malamed,,1,1949,1949
273,Lonnie Eggleston,,1,1949,1949
274,Matt Zunic,,1,1949,1949
275,Mel McGaha,,1,1949,1949
276,Mike Novak,1915.0,3,1949,1954
277,Odie Spears,1924.0,8,1949,1957
278,Otto Schnellbacher,,1,1949,1949
279,Paul Napolitano,,1,1949,1949
280,Phil Farbman,,1,1949,1949
281,Price Brookfield,1920.0,2,1949,1950
282,Ralph Hamilton,,1,1949,1949
283,Ray Ellefson,1922.0,2,1949,1951
284,Ray Lumpp,1923.0,5,1949,1953
285,Ray Ramsey,,1,1949,1949
286,Red Holzman,1920.0,6,1949,1954
287,Richie Niemiera,1921.0,2,1949,1950
288,Roy Pugh,,1,1949,1949
289,Tex Ritter,1924.0,3,1949,1951
290,Tom Kelly,,1,1949,1949
291,Walt Budko,1925.0,4,1949,1952
292,Walt Kirk,1924.0,3,1949,1952
293,Ward Williams,,1,1949,1949
294,Whitey Kachan,,1,1949,1949
295,Al Cervi,,4,1950,1953
296,Al Guokas,,1,1950,1950
297,Al Miksis,,1,1950,1950
298,Alex Groza,,2,1950,1951
299,Alex Hannum,,8,1950,1957
300,Andy O'Donnell,,1,1950,1950
301,Bill Closs,,3,1950,1952
302,Bill Gabor,,6,1950,1955
303,Bill Herman,,1,1950,1950
304,Billy Hassett,,2,1950,1951
305,Bob Brannum,,5,1950,1955
306,Bob Carpenter,,2,1950,1951
307,Bob Evans,,1,1950,1950
308,Bob Harris,,5,1950,1954
309,Bob Harrison,,9,1950,1958
310,Bob Royer,,1,1950,1950
311,Bob Wood,,1,1950,1950
312,Bobby Cook,,1,1950,1950
313,Brady Walker,1921.0,3,1950,1952
314,Bud Grant,,2,1950,1951
315,Carl Shaeffer,,2,1950,1951
316,Charley Shipp,,1,1950,1950
317,Charlie Parsley,,1,1950,1950
318,Chips Sobek,,1,1950,1950
319,Cliff Barker,,3,1950,1952
320,Clint Wager,,1,1950,1950
321,Dale Hamilton,,1,1950,1950
322,Danny Wagner,,1,1950,1950
323,Dee Gibson,,1,1950,1950
324,Dick McGuire,,11,1950,1960
325,Dick Mehen,,3,1950,1952
326,Dike Eddleman,,4,1950,1953
327,Dolph Schayes,,15,1950,1964
328,Don Boven,,3,1950,1953
329,Don Grate,,1,1950,1950
330,Don Otten,,4,1950,1953
331,Don Ray,,1,1950,1950
332,Duane Klueh,,2,1950,1951
333,Earl Dodd,,1,1950,1950
334,Ed Bartels,,2,1950,1951
335,Ed Leede,,2,1950,1951
336,Ed Macauley,,10,1950,1959
337,Ed Peterson,,2,1950,1951
338,Ed Stanczak,,2,1950,1951
339,Ernie Vandeweghe,,6,1950,1956
340,Floyd Volker,,1,1950,1950
341,Frank Gates,,1,1950,1950
342,Frank Kudelka,,4,1950,1953
343,Frankie Brian,,7,1950,1956
344,Fred Schaus,,5,1950,1954
345,Gene Berce,,1,1950,1950
346,Gene Englund,,1,1950,1950
347,Gene Ollrich,,1,1950,1950
348,George Feigenbaum,,2,1950,1953
349,George Ratkovicz,,6,1950,1955
350,Glen Selbo,,1,1950,1950
351,Harry Boykoff,,2,1950,1951
352,Harry Donovan,,1,1950,1950
353,Hook Dillon,,1,1950,1950
354,Hoot Gibson,,1,1950,1950
355,Howie Janotta,,1,1950,1950
356,Howie Schultz,,3,1950,1953
357,Jack Burmaster,,1,1950,1950
358,Jack Coleman,,9,1950,1958
359,Jack Cotton,,1,1950,1950
360,Jack Kerris,,4,1950,1953
361,Jack Parkinson,,1,1950,1950
362,Jack Phelan,,1,1950,1950
363,Jake Carter,,1,1950,1950
364,Jerry Nagel,,1,1950,1950
365,Jim Nolan,,1,1950,1950
366,Jimmy Darden,,1,1950,1950
367,Joe Bradley,,1,1950,1950
368,Joe Dolhon,,2,1950,1951
369,Joe Holland,,3,1950,1952
370,Joe Mullaney,,1,1950,1950
371,John Chaney,,1,1950,1950
372,John Hargis,,2,1950,1951
373,John Oldham,,2,1950,1951
374,John Pritchard,,1,1950,1950
375,Johnny Macknowski,,2,1950,1951
376,Johnny Orr,,1,1950,1950
377,Johnny Payak,,2,1950,1953
378,Ken Menke,,1,1950,1950
379,Leo Barnhorst,,5,1950,1954
380,Leo Kubiak,,1,1950,1950
381,Leroy Chollet,,2,1950,1951
382,Mac Otten,,1,1950,1950
383,Mal McMullen,,2,1950,1951
384,Marshall Hawkins,,1,1950,1950
385,Marv Schatzman,,1,1950,1950
386,Matt Mazza,,1,1950,1950
387,Max Morris,,1,1950,1950
388,Mike Todorovich,,2,1950,1951
389,Milo Komenich,,1,1950,1950
390,Murray Mitchell,,1,1950,1950
391,Murray Wier,,1,1950,1950
392,Nelson Bobb,,4,1950,1953
393,Normie Glick,,1,1950,1950
394,Paul Cloyd,,1,1950,1950
395,Paul Gordon,,1,1950,1950
396,Paul Walther,,6,1950,1955
397,Pep Saul,,6,1950,1955
398,Ralph Beard,,2,1950,1951
399,Ralph Johnson,,4,1950,1953
400,Ray Corley,,3,1950,1953
401,Red Owens,,2,1950,1952
402,Robert Hahn,,1,1950,1950
403,Rollie Seltz,,1,1950,1950
404,Ron Livingstone,,2,1950,1951
405,Slater Martin,,11,1950,1960
406,Stan Patrick,,1,1950,1950
407,Tony Lavelli,,2,1950,1951
408,Vern Gardner,,3,1950,1952
409,Vern Mikkelsen,,10,1950,1959
410,Vince Boryla,,5,1950,1954
411,Wah Wah Jones,,3,1950,1952
412,Walt Lautenbach,,1,1950,1950
413,Warren Perkins,,2,1950,1951
414,Wayne See,,1,1950,1950
415,Whitey Von Nieda,,1,1950,1950
416,Alan Sawyer,,1,1951,1951
417,Art Burris,,2,1951,1952
418,Bill Sharman,,11,1951,1961
419,Bob Cousy,,14,1951,1970
420,Bob Donham,,4,1951,1954
421,Bob Lavoy,,4,1951,1954
422,Cal Christensen,,5,1951,1955
423,Chuck Cooper,,6,1951,1956
424,Chuck Mrazovich,,1,1951,1951
425,Dick Schnittker,,6,1951,1958
426,Don Lofgran,,4,1951,1954
427,Don Rehfeldt,,2,1951,1952
428,Earl Lloyd,,9,1951,1960
429,Ed Beach,,1,1951,1951
430,Ed Gayda,,1,1951,1951
431,Gerry Calabrese,,2,1951,1952
432,Hank DeZonie,,1,1951,1951
433,Herb Scherer,,2,1951,1952
434,Ike Borsavage,,1,1951,1951
435,Jim Riffey,,1,1951,1951
436,Joe Hutton,,2,1951,1952
437,Joe McNamee,,2,1951,1952
438,Ken Murray,,3,1951,1955
439,Kevin O'Shea,,3,1951,1953
440,Larry Foust,,12,1951,1962
441,Leon Blevins,,1,1951,1951
442,Nat Clifton,,8,1951,1958
443,Norm Mager,,1,1951,1951
444,Paul Arizin,,10,1951,1962
445,Tommy O'Keefe,,1,1951,1951
446,Alfred McGuire,,4,1952,1955
447,Bill Tosheff,,3,1952,1954
448,Bob Wilson,,1,1952,1952
449,Chuck Share,,9,1952,1960
450,Dave Minor,,2,1952,1953
451,Dick Dickey,,1,1952,1952
452,Don Barksdale,,4,1952,1955
453,Don Savage,,2,1952,1957
454,Ed Dahler,,1,1952,1952
455,Elmer Behnke,,1,1952,1952
456,George King,1928.0,6,1952,1958
457,Jack Kiley,,2,1952,1953
458,Jake Fendley,,2,1952,1953
459,Jerry Fowler,,1,1952,1952
460,Jim Slaughter,,1,1952,1952
461,John McConathy,,1,1952,1952
462,John Pilch,,1,1952,1952
463,John Rennicke,,1,1952,1952
464,Lew Hitch,,6,1952,1957
465,Mel Hutchins,,7,1952,1958
466,Mel Payton,,2,1952,1953
467,Nate DeLong,,1,1952,1952
468,Neil Johnston,,8,1952,1959
469,Ralph O'Brien,,2,1952,1953
470,Ray Ragelis,,1,1952,1952
471,Sam Ranzino,,1,1952,1952
472,Wally Osterkorn,,4,1952,1955
473,Whitey Skoog,,6,1952,1957
474,Zeke Sinicola,,2,1952,1954
475,Al Masino,,2,1953,1954
476,Bill Mlkvy,,1,1953,1953
477,Blaine Denning,,1,1953,1953
478,Bob Lochmueller,,1,1953,1953
479,Bob Naber,,1,1953,1953
480,Bob Priddy,,1,1953,1953
481,Bucky McConnell,,1,1953,1953
482,Claude Overton,,1,1953,1953
483,Danny Finn,,3,1953,1955
484,Dick Bunt,,1,1953,1953
485,Dick Groat,,1,1953,1953
486,Dick Surhoff,,2,1953,1954
487,Don Hanrahan,,1,1953,1953
488,Don Henriksen,,2,1953,1955
489,Eddie Miller,,2,1953,1954
490,Gene Conley,,6,1953,1964
491,Gene Rhodes,,1,1953,1953
492,George McLeod,,1,1953,1953
493,Jack McCloskey,,1,1953,1953
494,Jack McMahon,,8,1953,1960
495,Jim Baechtold,,5,1953,1957
496,Jim Brasco,,1,1953,1953
497,Jim Holstein,,4,1953,1956
498,Jim Mooney,,1,1953,1953
499,John O'Boyle,,1,1953,1953
500,Mark Workman,,2,1953,1954
501,Mike O'Neill,,1,1953,1953
502,Mo Mahoney,,2,1953,1954
503,Moe Radovich,,1,1953,1953
504,Monk Meineke,,5,1953,1958
505,Pete Darcey,,1,1953,1953
506,Ralph Polson,,1,1953,1953
507,Sherwin Raiken,,1,1953,1953
508,Zeke Zawoluk,,3,1953,1955
509,Al Roges,,2,1954,1955
510,Bato Govedarica,,1,1954,1954
511,Bill Bolger,,1,1954,1954
512,Billy Kenville,,6,1954,1960
513,Bob Houbregs,,5,1954,1958
514,Bob Peterson,,3,1954,1956
515,Clyde Lovellette,,11,1954,1964
516,Connie Rea,,1,1954,1954
517,Dick Knostman,,1,1954,1954
518,Don Ackerman,,1,1954,1954
519,Don Asmonga,,1,1954,1954
520,Don Sunderlage,,2,1954,1955
521,Ed Earle,,1,1954,1954
522,Ed Smith,,1,1954,1954
523,Ernie Barrett,,2,1954,1956
524,Ernie Beck,,7,1954,1961
525,Frank Reddout,,1,1954,1954
526,Gene Dyker,,1,1954,1954
527,George Yardley,,7,1954,1960
528,Hal Uplinger,,1,1954,1954
529,Irv Bemoras,,2,1954,1957
530,Isaac Walthour,,1,1954,1954
531,Jack George,,8,1954,1961
532,Jack Molinas,,1,1954,1954
533,Jim Fritsche,,2,1954,1955
534,Jim Luisi,,1,1954,1954
535,Jim Neal,,2,1954,1955
536,Jim Phelan,,1,1954,1954
537,Joe Smyth,,1,1954,1954
538,Norm Grekin,,1,1954,1954
539,Norm Swanson,,1,1954,1954
540,Paul Nolen,,1,1954,1954
541,Ray Felix,,9,1954,1962
542,Rollen Hans,,2,1954,1955
543,Walt Davis,,5,1954,1958
544,Art Spoelstra,,4,1955,1958
545,Bert Cook,,1,1955,1955
546,Bob Carney,,1,1955,1955
547,Bob Knight,,1,1955,1955
548,Bob Pettit,,11,1955,1965
549,Bobby Watson,,1,1955,1955
550,Boris Nachamkin,,1,1955,1955
551,Carl McNulty,,1,1955,1955
552,Chuck Grigsby,,1,1955,1955
553,Dan King,,1,1955,1955
554,Dick Farley,,3,1955,1959
555,Dick Rosenthal,,2,1955,1957
556,Don Anielak,,1,1955,1955
557,Ed Kalafat,,3,1955,1957
558,Frank Ramsey,,9,1955,1964
559,Frank Selvy,,9,1955,1964
560,Fred Christ,,1,1955,1955
561,Fred Diute,,1,1955,1955
562,Gene Shue,,10,1955,1964
563,George Dempsey,,5,1955,1959
564,Herm Hedderick,,1,1955,1955
565,Jack Turner,1930.0,1,1955,1955
566,Jackie Moore,,3,1955,1957
567,Jim Tucker,,3,1955,1957
568,Ken McBride,,1,1955,1955
569,Larry Costello,,12,1955,1968
570,Mike Kearns,,1,1955,1955
571,Phil Martin,,1,1955,1955
572,Red Kerr,,12,1955,1966
573,Red Morrison,,3,1955,1958
574,Ronnie MacGilvray,,1,1955,1955
575,Skippy Whitaker,,1,1955,1955
576,Togo Palazzi,,6,1955,1960
577,Tom Brennan,,1,1955,1955
578,Tom Marshall,,4,1955,1959
579,Al Ferrari,,6,1956,1963
580,Bob Santini,,1,1956,1956
581,Bob Schafer,,2,1956,1957
582,Bob Williams,,2,1956,1957
583,Chris Harris,,1,1956,1956
584,Chuck Mencel,,2,1956,1957
585,Chuck Noble,,7,1956,1962
586,Corky Devlin,,3,1956,1958
587,Dick Atha,,2,1956,1958
588,Dick Garmaker,,6,1956,1961
589,Dick Hemric,,2,1956,1957
590,Dick Ricketts,,3,1956,1958
591,Don Bielke,,1,1956,1956
592,Ed Conlin,,7,1956,1962
593,Ed Fleming,,5,1956,1960
594,Jack Stephens,,1,1956,1956
595,Jack Twyman,,11,1956,1966
596,Jesse Arnelle,,1,1956,1956
597,Jim Loscutoff,,9,1956,1964
598,Johnny Horan,,1,1956,1956
599,Kenny Sears,,8,1956,1964
600,Larry Hennessy,,2,1956,1957
601,Maurice Stokes,,3,1956,1958
602,Med Park,,5,1956,1960
603,Red Davis,,1,1956,1956
604,Richie Regan,,3,1956,1958
605,Ron Feiereisel,,1,1956,1956
606,Tom Gola,,10,1956,1966
607,Walter Dukes,,8,1956,1963
608,Al Bianchi,,10,1957,1966
609,Bill Russell,,13,1957,1969
610,Bill Thieben,,2,1957,1958
611,Bob Armstrong,,1,1957,1957
612,Bob Burrow,,2,1957,1958
613,Bob Hopkins,,4,1957,1960
614,Cliff Hagan,1931.0,13,1957,1970
615,Dave Piontek,,7,1957,1963
616,Forest Able,,1,1957,1957
617,Gary Bergen,,1,1957,1957
618,Hal Lear,,1,1957,1957
619,Jim Paxson,1932.0,2,1957,1958
620,Jim Ray,,2,1957,1960
621,Joe Holup,,3,1957,1959
622,John Barber,,1,1957,1957
623,Johnny McCarthy,,6,1957,1964
624,Lou Tsioropoulos,,3,1957,1959
625,Norm Stewart,,1,1957,1957
626,Phil Jordon,,7,1957,1963
627,Richie Guerin,,13,1957,1970
628,Ron Shavlik,,2,1957,1958
629,Ron Sobie,,4,1957,1960
630,Si Green,,9,1957,1966
631,Slick Leonard,,7,1957,1963
632,Tom Heinsohn,,9,1957,1965
633,Willie Naulls,,10,1957,1966
634,Bill Ebben,,1,1958,1958
635,Bo Erias,,1,1958,1958
636,Brendan McCann,,3,1958,1960
637,Charlie Tyra,,5,1958,1962
638,Dick Duckett,,1,1958,1958
639,Doug Bolstorff,,1,1958,1958
640,George Brown,,1,1958,1958
641,Guy Sparrow,,3,1958,1960
642,Hot Rod Hundley,,6,1958,1963
643,Jerry Paulson,,1,1958,1958
644,Jim Krebs,,7,1958,1964
645,Jim Walsh,,1,1958,1958
646,Larry Friend,,1,1958,1958
647,Lennie Rosenbluth,,2,1958,1959
648,McCoy Ingram,,1,1958,1958
649,Pat Dunn,,1,1958,1958
650,Ray Radziszewski,,1,1958,1958
651,Sam Jones,,12,1958,1969
652,Win Wilfong,,4,1958,1961
653,Woody Sauldsberry,,7,1958,1966
654,Worthy Patterson,,1,1958,1958
655,Andy Johnson,,4,1959,1962
656,Archie Dees,,4,1959,1962
657,Barney Cable,,6,1959,1964
658,Bennie Swain,,1,1959,1959
659,Boo Ellis,,2,1959,1960
660,Bucky Bockhorn,,7,1959,1965
661,Connie Dierking,,10,1959,1971
662,Dave Gambee,,12,1959,1970
663,Elgin Baylor,,14,1959,1972
664,Guy Rodgers,,12,1959,1970
665,Hal Greer,,15,1959,1973
666,Hub Reed,,7,1959,1965
667,Jack Parr,,1,1959,1959
668,Jerry Bird,,1,1959,1959
669,Jim Palmer,,3,1959,1961
670,K.C. Jones,,9,1959,1967
671,Larry Staverman,,5,1959,1964
672,Mike Farmer,,7,1959,1966
673,Pete Brennan,,1,1959,1959
674,Phil Rollins,,3,1959,1961
675,Shellie McMillon,,4,1959,1962
676,Steve Hamilton,,2,1959,1960
677,Tommy Kearns,,1,1959,1959
678,Vern Hatton,,4,1959,1962
679,Wayne Embry,,11,1959,1969
680,Bailey Howell,,12,1960,1971
681,Bob Anderegg,,1,1960,1960
682,Bob Ferry,,10,1960,1969
683,Bobby Smith,,2,1960,1962
684,Cal Ramsey,,2,1960,1961
685,Dick Barnett,,14,1960,1974
686,Gary Alcorn,,2,1960,1961
687,Gene Guarilia,,4,1960,1963
688,Joe Ruklick,,3,1960,1962
689,John Richter,,1,1960,1960
690,Johnny Green,,14,1960,1973
691,Maurice King,,2,1960,1963
692,Nick Mantis,,2,1960,1963
693,Rudy LaRusso,,10,1960,1969
694,Tom Hawkins,,10,1960,1969
695,Tony Windis,,1,1960,1960
696,Wayne Stevens,,1,1960,1960
697,Whitey Bell,,2,1960,1961
698,Wilt Chamberlain,,14,1960,1973
699,Al Attles,,11,1961,1971
700,Bob Boozer,,11,1961,1971
701,Bob McNeill,,2,1961,1962
702,Darrall Imhoff,,12,1961,1972
703,Dave Budd,,5,1961,1965
704,Don Ohl,,10,1961,1970
