,Player Name,Birth Year,Seasons in NBA,First Season Played,Last Season Played
1386,Mickey Davis,1950.0,6,1972,1977
1387,Mike Gale,1950.0,11,1972,1982
1388,Mike Grosso,,1,1972,1972
1389,Mike Newlin,,11,1972,1982
1390,Mo Layton,1948.0,5,1972,1978
1391,Nate Williams,,8,1972,1979
1392,Odis Allison,,1,1972,1972
1393,Phil Chenier,,10,1972,1981
1394,Pierre Russell,,2,1972,1973
1395,Randy Denton,1949.0,6,1972,1977
1396,Randy Smith,,12,1972,1983
1397,Rich Rinaldi,1949.0,3,1972,1974
1398,Richard Fisher,,1,1972,1972
1399,Ron Dorsey,,1,1972,1972
1400,Ron Sanford,,1,1972,1972
1401,Sid Catlett,,1,1972,1972
1402,Sidney Wicks,,10,1972,1981
1403,Stan Love,1949.0,4,1972,1975
1404,Steve Patterson,,5,1972,1976
1405,Ted McClain,1946.0,8,1972,1979
1406,Tom Owens,1949.0,12,1972,1983
1407,Tom Payne,,1,1972,1972
1408,Vic Bartolome,,1,1972,1972
1409,Walt Szczerbiak,,1,1972,1972
1410,William Smith,,2,1972,1973
1411,Willie Allen,,1,1972,1972
1412,Willie Long,,3,1972,1974
1413,Willie Norwood,,7,1972,1978
1414,Willie Sojourner,,4,1972,1975
1415,Al Sanders,,1,1973,1973
1416,Ansley Truitt,,1,1973,1973
1417,Bill Chamberlain,1949.0,2,1973,1974
1418,Bill Newton,,2,1973,1974
1419,Billy Shepherd,,3,1973,1975
1420,Bob Davis,,1,1973,1973
1421,Bob Ford,,1,1973,1973
1422,Bob Lackey,,2,1973,1974
1423,Bob McAdoo,,14,1973,1986
1424,Bob Nash,1950.0,5,1973,1979
1425,Brian Mahoney,,1,1973,1973
1426,Brian Taylor,1951.0,10,1973,1982
1427,Bud Stallworth,,5,1973,1977
1428,Charles Dudley,,6,1973,1979
1429,Charles Johnson,,7,1973,1979
1430,Chris Ford,,10,1973,1982
1431,Chuck Terry,1950.0,5,1973,1977
1432,Claude Terry,1950.0,6,1973,1978
1433,Claude Virden,,1,1973,1973
1434,Corky Calhoun,,8,1973,1980
1435,Dave Twardzik,1950.0,8,1973,1980
1436,David Bustion,,1,1973,1973
1437,Dennis Wuycik,,3,1973,1975
1438,Don Buse,1950.0,13,1973,1985
1439,Dwight Davis,,5,1973,1977
1440,Eric McWilliams,,1,1973,1973
1441,Frank Russell,,1,1973,1973
1442,Frank Schade,,1,1973,1973
1443,Freddie Boyd,,6,1973,1978
1444,George Adams,,3,1973,1975
1445,George Bruns,,1,1973,1973
1446,George Gervin,1952.0,14,1973,1986
1447,George Johnson,1948.0,13,1973,1986
1448,Harold Fox,,1,1973,1973
1449,Harthorne Wingo,,4,1973,1976
1450,Henry Bacon,,1,1973,1973
1451,Henry Bibby,,9,1973,1981
1452,James Silas,1949.0,10,1973,1982
1453,Jim Chones,1949.0,10,1973,1982
1454,Jim Price,,7,1973,1979
1455,Joby Wright,1950.0,3,1973,1976
1456,John Gianelli,,8,1973,1980
1457,John Tschogl,,3,1973,1975
1458,Kevin Porter,,10,1973,1983
1459,LaRue Martin,,4,1973,1976
1460,Lloyd Neal,,7,1973,1979
1461,Mark Minor,,1,1973,1973
1462,Mike Barr,1950.0,5,1973,1977
1463,Mike Jackson,,4,1973,1976
1464,Mike Ratliff,,2,1973,1974
1465,Ollie Johnson,,10,1973,1982
1466,Paul McCracken,,3,1973,1977
1467,Paul Stovall,1948.0,2,1973,1974
1468,Paul Westphal,,12,1973,1984
1469,Pete Smith,,1,1973,1973
1470,Roger Brown,1950.0,5,1973,1980
1471,Ron Riley,,4,1973,1976
1472,Ronald Thomas,,4,1973,1976
1473,Rowland Garrett,,5,1973,1977
1474,Russ Lee,,3,1973,1975
1475,Sam Cash,,1,1973,1973
1476,Sam Sibert,,1,1973,1973
1477,Scott English,1950.0,3,1973,1975
1478,Stephen Previs,,1,1973,1973
1479,Steve Bracey,,3,1973,1975
1480,Tom Patterson,,2,1973,1974
1481,Tom Riker,,3,1973,1975
1482,Travis Grant,1950.0,4,1973,1976
1483,William Franklin,,3,1973,1976
1484,Allan Bristow,1951.0,10,1974,1983
1485,Allie McGuire,,1,1974,1974
1486,Barry Parkhill,,3,1974,1976
1487,Ben Kelso,,1,1974,1974
1488,Bernie Fryer,1949.0,2,1974,1975
1489,Billy James,,1,1974,1974
1490,Billy Schaeffer,,3,1974,1976
1491,Bird Averitt,1952.0,5,1974,1978
1492,Bo Lamar,1951.0,4,1974,1977
1493,Bruce Seals,1953.0,5,1974,1978
1494,Caldwell Jones,1950.0,17,1974,1990
1495,Charles Edge,,2,1974,1975
1496,Dennis Bell,,3,1974,1976
1497,Derrek Dickey,,5,1974,1978
1498,Doug Collins,,8,1974,1981
1499,Dwight Jones,,10,1974,1983
1500,E.C. Coleman,,6,1974,1979
1501,Ed Ratleff,,5,1974,1978
1502,Ernie DiGregorio,,5,1974,1978
1503,Gary Melchionni,,2,1974,1975
1504,George Karl,1951.0,5,1974,1978
1505,Jerry Pender,,1,1974,1974
1506,Jim Bradley,,3,1974,1976
1507,Jim Brewer,,9,1974,1982
1508,Jim Garvin,,1,1974,1974
1509,Jim O'Brien,,2,1974,1975
1510,Jim Owens,,2,1974,1975
1511,Joe Reaves,1950.0,1,1974,1974
1512,John Brown,,7,1974,1980
1513,John Williamson,1951.0,8,1974,1981
1514,Ken Charles,,5,1974,1978
1515,Kermit Washington,,10,1974,1988
1516,Kevin Joyce,,3,1974,1976
1517,Kevin Kunnert,,9,1974,1982
1518,Larry Finch,,2,1974,1975
1519,Larry Kenon,1952.0,10,1974,1983
1520,Larry McNeill,,6,1974,1979
1521,Louie Nelson,,5,1974,1978
1522,Luke Witte,,3,1974,1976
1523,Mark Sibley,,1,1974,1974
1524,Mel Davis,,4,1974,1977
1525,Mike Bantom,,9,1974,1982
1526,Mike D'Antoni,1951.0,4,1974,1977
1527,Mike Green,1951.0,7,1974,1980
1528,Mike Macaluso,,1,1974,1974
1529,Nate Hawthorne,,3,1974,1976
1530,Nick Weatherspoon,,7,1974,1980
1531,Patrick McFarland,,3,1974,1976
1532,Phil Hankinson,,2,1974,1975
1533,Rod Freeman,,1,1974,1974
1534,Ron Behagen,,7,1974,1980
1535,Ron King,,1,1974,1974
1536,Ronnie Robinson,,2,1974,1975
1537,Roy Ebron,,1,1974,1974
1538,Slick Watts,,6,1974,1979
1539,Steve Downing,,2,1974,1975
1540,Swen Nater,1950.0,11,1974,1984
1541,Ted Manakas,,1,1974,1974
1542,Tim Bassett,1951.0,7,1974,1980
1543,Tom Ingelsby,1951.0,3,1974,1976
1544,Tom Kozelko,,3,1974,1976
1545,Vester Marshall,,1,1974,1974
1546,Wilbert Robinson,,1,1974,1974
1547,Aaron James,,5,1975,1979
1548,Al Eberhard,,4,1975,1978
1549,Al Skinner,1952.0,6,1975,1980
1550,Aulcie Perry,,1,1975,1975
1551,Ben Clyde,,1,1975,1975
1552,Bernie Harris,,1,1975,1975
1553,Bill Higgins,,1,1975,1975
1554,Bill Ligon,,1,1975,1975
1555,Bill Walton,,10,1975,1987
1556,Billy Harris,,1,1975,1975
1557,Billy Knight,1952.0,11,1975,1985
1558,Bobby Jones,1951.0,12,1975,1986
1559,Bobby Wilson,1951.0,4,1975,1978
1560,Brian Winters,,9,1975,1983
1561,Campy Russell,,9,1975,1985
1562,Clyde Dickey,,1,1975,1975
1563,Collis Temple,,1,1975,1975
1564,Connie Norman,,3,1975,1979
1565,Dan Anderson,1951.0,2,1975,1976
1566,Darrell Elston,1952.0,2,1975,1977
1567,David Vaughn,1952.0,2,1975,1976
1568,Dean Tolson,,3,1975,1978
1569,Dennis DuVal,,2,1975,1976
1570,Don Smith,1951.0,1,1975,1975
1571,Donald Washington,,2,1975,1976
1572,Earl Williams,,4,1975,1979
1573,Eric Money,,6,1975,1980
1574,Fly Williams,,1,1975,1975
1575,Foots Walker,,10,1975,1984
1576,Frank Kendrick,,1,1975,1975
1577,Fred Saunders,,4,1975,1978
1578,Gary Brokaw,,4,1975,1978
1579,Glenn McDonald,,3,1975,1977
1580,Greg Jackson,,1,1975,1975
1581,Greg Lee,1951.0,2,1975,1976
1582,Gus Bailey,,5,1975,1980
1583,Gus Gerard,1953.0,7,1975,1981
1584,Hank Williams,,1,1975,1975
1585,Harvey Catchings,,11,1975,1985
1586,Jamaal Wilkes,,12,1975,1986
1587,Jan van Breda Kolff,1951.0,9,1975,1983
1588,Jesse Dark,,1,1975,1975
1589,Jimmy Foster,,2,1975,1976
1590,John Drew,,11,1975,1985
1591,Ken Boyd,,1,1975,1975
1592,Kevin Restani,,8,1975,1982
1593,Kevin Stacom,,6,1975,1982
1594,Len Elmore,1952.0,10,1975,1984
1595,Len Kosmalski,,2,1975,1976
1596,Leon Benbow,,2,1975,1976
1597,Leonard Gray,,3,1975,1977
1598,Lionel Billingy,,1,1975,1975
1599,Lloyd Batts,,1,1975,1975
1600,Marvin Barnes,1952.0,6,1975,1980
1601,Maurice Lucas,1952.0,14,1975,1988
1602,Mickey Johnson,,12,1975,1986
1603,Mike Sojourner,,3,1975,1977
1604,Moses Malone,1955.0,21,1975,1995
1605,Owen Wells,,1,1975,1975
1606,Perry Warbington,,1,1975,1975
1607,Phil Lumpkin,,2,1975,1976
1608,Phil Smith,,9,1975,1983
1609,Reggie Royals,,1,1975,1975
1610,Rod Derline,,2,1975,1976
1611,Roy McPipe,,1,1975,1975
1612,Scott Wedman,,13,1975,1987
1613,Stan Washington,,1,1975,1975
1614,Steve Hawes,,10,1975,1984
1615,Tal Skinner,,2,1975,1976
1616,Tom Burleson,,7,1975,1981
1617,Tom Henderson,,9,1975,1983
1618,Truck Robinson,,11,1975,1985
1619,Wardell Jackson,,1,1975,1975
1620,Wayne Pack,,1,1975,1975
1621,Al Carlson,,1,1976,1976
1622,Allen Murphy,1952.0,2,1976,1977
1623,Alvan Adams,,13,1976,1988
1624,Bill Robinzine,,7,1976,1982
1625,Bill Willoughby,,8,1976,1984
1626,Bob Bigelow,,4,1976,1979
1627,Bob Gross,,8,1976,1983
1628,Bubbles Hawkins,,4,1976,1979
1629,C.J. Kupec,,3,1976,1978
1630,Charles Jordan,,1,1976,1976
1631,Cliff Pondexter,,3,1976,1978
1632,Clyde Mayes,,2,1976,1977
1633,Dan Roundfield,1953.0,12,1976,1987
1634,Darryl Dawkins,,14,1976,1989
1635,Dave Meyers,,4,1976,1980
1636,David Thompson,1954.0,9,1976,1984
1637,Dennis Van Zant,,1,1976,1976
1638,Don Ford,,7,1976,1982
1639,Dwaine Dillard,,1,1976,1976
1640,Ed Searcy,,1,1976,1976
1641,Eric Fernsten,,6,1976,1984
1642,Frank Oleynick,,2,1976,1977
1643,Gene Short,,1,1976,1976
1644,George Bucci,,1,1976,1976
1645,Glenn Hansen,,3,1976,1978
1646,Gus Williams,,11,1976,1987
1647,Harry Rogers,,1,1976,1976
1648,Henry Dickerson,,2,1976,1977
1649,Henry Ward,1952.0,2,1976,1977
1650,Jerome Anderson,,2,1976,1977
1651,Jerry Baskerville,,1,1976,1976
1652,Jim Creighton,,1,1976,1976
1653,Jim McElroy,,7,1976,1982
1654,Jimmie Baker,,1,1976,1976
1655,Jimmy Conner,,1,1976,1976
1656,Joe Bryant,,8,1976,1983
1657,Joe Meriweather,,10,1976,1985
1658,John Lambert,,7,1976,1982
1659,John Laskowski,,2,1976,1977
1660,John Shumate,,5,1976,1981
1661,Junior Bridgeman,,12,1976,1987
1662,Ken Mayfield,,1,1976,1976
1663,Ken Smith,,1,1976,1976
1664,Kenneth Gardner,,1,1976,1976
1665,Kevin Grevey,,10,1976,1985
1666,Kim Hughes,1952.0,6,1976,1981
1667,Larry Fogle,,1,1976,1976
1668,Lindsay Hairston,,1,1976,1976
1669,Lionel Hollins,,10,1976,1985
1670,M.L. Carr,1951.0,10,1976,1985
1671,Mark Olberding,1956.0,12,1976,1987
1672,Marvin Webster,1952.0,10,1976,1987
1673,Mel Bennett,1955.0,5,1976,1982
1674,Mike Flynn,1953.0,3,1976,1978
1675,Monte Towe,1953.0,2,1976,1977
1676,Nathaniel Barnett,,1,1976,1976
1677,Rich Kelley,,11,1976,1986
1678,Rick Darnell,,1,1976,1976
1679,Ricky Sobers,,11,1976,1986
1680,Rudy Hackett,1953.0,2,1976,1977
1681,Rudy White,,5,1976,1981
1682,Skip Wise,,1,1976,1976
1683,Steve Green,1953.0,4,1976,1979
1684,Terry Thomas,,1,1976,1976
1685,Ticky Burden,1953.0,3,1976,1978
1686,Tom Boswell,,6,1976,1984
1687,Tom Kropp,,2,1976,1977
1688,Tom McMillen,,11,1976,1986
1689,Wilbur Holland,,4,1976,1979
1690,World B. Free,,13,1976,1988
1691,Adrian Dantley,,15,1977,1991
1692,Alex English,,15,1977,1991
1693,Andre McCarter,,3,1977,1981
1694,Andy Walker,,1,1977,1977
1695,Armond Hill,,8,1977,1984
1696,Bob Wilkerson,,7,1977,1983
1697,Butch Feher,,1,1977,1977
1698,Chuckie Williams,,1,1977,1977
1699,Cornelius Cash,,1,1977,1977
1700,Dennis Johnson,,14,1977,1990
1701,Earl Tatum,,4,1977,1980
1702,Ira Terrell,,2,1977,1979
1703,Joe Pace,,2,1977,1978
1704,John Lucas,,14,1977,1990
1705,Johnny Davis,,10,1977,1986
1706,Keith Starr,,1,1977,1977
1707,Larry Wright,,6,1977,1982
1708,Leon Douglas,,7,1977,1983
1709,Lloyd Walton,,5,1977,1981
1710,Lonnie Shelton,,10,1977,1986
1711,Marshall Rogers,,1,1977,1977
1712,Mike Dunleavy,1954.0,11,1977,1990
1713,Mitch Kupchak,,9,1977,1986
1714,Mo Howard,,1,1977,1977
1715,Norm Cook,,2,1977,1978
1716,Norton Barnhill,,1,1977,1977
1717,Paul Griffin,,7,1977,1983
1718,Phil Hicks,,2,1977,1979
1719,Phil Sellers,,1,1977,1977
1720,Quinn Buckner,,10,1977,1986
1721,Richard Washington,,6,1977,1982
1722,Robert Parish,,21,1977,1997
1723,Robin Jones,,2,1977,1978
1724,Ron Davis,,3,1977,1982
1725,Ron Lee,,6,1977,1982
1726,Scott Lloyd,,6,1977,1983
1727,Scott May,,7,1977,1983
1728,Sonny Parker,,6,1977,1982
1729,Terry Furlow,,4,1977,1980
1730,Tom Abernethy,,5,1977,1981
1731,Tom Barker,,2,1977,1979
1732,Wally Walker,,8,1977,1984
1733,Willie Smith,,4,1977,1980
1734,Al Fleming,,1,1978,1978
1735,Alonzo Bradley,,3,1978,1980
1736,Alvin Scott,,8,1978,1985
1737,Anthony Roberts,,5,1978,1984
1738,Bayard Forrest,,2,1978,1979
1739,Ben Poquette,,10,1978,1987
1740,Bernard King,,14,1978,1993
1741,Bo Ellis,,3,1978,1980
1742,Bob Carrington,,2,1978,1980
1743,Brad Davis,,15,1978,1992
1744,Cedric Maxwell,,11,1978,1988
1745,Charlie Criss,,8,1978,1985
1746,Eddie Johnson,1955.0,10,1978,1987
1747,Eddie Jordan,,7,1978,1984
1748,Eddie Owens,,1,1978,1978
1749,Ernie Grunfeld,,9,1978,1986
1750,Glen Gondrezick,,6,1978,1983
1751,Glenn Mosley,,2,1978,1979
1752,Greg Ballard,,11,1978,1989
1753,Greg Griffin,,1,1978,1978
1754,Jack Sikma,,14,1978,1991
1755,Jacky Dorsey,,3,1978,1981
1756,James Edwards,,19,1978,1996
1757,Jim Bostic,,1,1978,1978
1758,Joe Hassett,,6,1978,1983
1759,John Kuester,,3,1978,1980
1760,Kenny Carr,,10,1978,1987
1761,Kent Benson,,11,1978,1988
1762,Larry Johnson,1954.0,1,1978,1978
1763,Larry Moffett,,1,1978,1978
1764,Mark Crow,,1,1978,1978
1765,Mark Landsberger,,7,1978,1984
1766,Marques Johnson,,11,1978,1990
1767,Mike Bratz,,9,1978,1986
1768,Mike Glenn,,10,1978,1987
1769,Norm Nixon,,10,1978,1989
1770,Otis Birdsong,,12,1978,1989
1771,Phil Bond,,1,1978,1978
1772,Phil Walker,,1,1978,1978
1773,Ray Williams,,10,1978,1987
1774,Rich Laurel,,1,1978,1978
1775,Rickey Green,,14,1978,1992
1776,Ricky Marsh,,1,1978,1978
1777,Robert Reid,,13,1978,1991
1778,Robert Smith,,7,1978,1985
1779,Scott Sims,,1,1978,1978
1780,Steve Sheppard,,2,1978,1979
1781,T.R. Dunn,,14,1978,1991
1782,Tate Armstrong,,2,1978,1979
1783,Toby Knight,,4,1978,1982
1784,Tom LaGarde,,6,1978,1985
1785,Tony Robertson,,2,1978,1979
1786,Tree Rollins,,18,1978,1995
1787,Walter Davis,,15,1978,1992
1788,Wayman Britt,,1,1978,1978
1789,Wesley Cox,,2,1978,1979
1790,Wilson Washington,,2,1978,1979
1791,Andre Wakefield,,2,1979,1980
1792,Billy McKinney,,7,1979,1986
1793,Bob Elliott,,3,1979,1981
1794,Butch Lee,,2,1979,1980
1795,Clemon Johnson,,10,1979,1988
1796,Dave Corzine,,13,1979,1991
1797,Del Beshore,,2,1979,1980
1798,Dennis Boyd,,1,1979,1979
1799,Essie Hollis,,1,1979,1979
1800,Frankie Sanders,,2,1979,1981
1801,Freeman Williams,,6,1979,1986
1802,Geoff Crompton,,5,1979,1984
1803,George Johnson,1956.0,8,1979,1986
1804,Greg Bunch,,1,1979,1979
1805,Harry Davis,,2,1979,1980
1806,Jack Givens,,2,1979,1980
1807,Jackie Robinson,,3,1979,1982
1808,James Hardy,,4,1979,1982
1809,Jeff Judkins,,5,1979,1983
1810,Jerome Whitehead,,11,1979,1989
1811,Joel Kramer,,5,1979,1983
1812,John Long,,14,1979,1997
1813,John Olive,,2,1979,1980
1814,John Rudd,,1,1979,1979
1815,Keith Herron,,3,1979,1982
1816,Kenny Higgs,,3,1979,1982
1817,Kim Anderson,,1,1979,1979
1818,Lars Hansen,,1,1979,1979
1819,Marlon Redmond,,2,1979,1980
1820,Marty Byrnes,,4,1979,1983
1821,Maurice Cheeks,,15,1979,1993
1822,Michael Cooper,,12,1979,1990
1823,Micheal Ray Richardson,,8,1979,1986
1824,Mike Mitchell,,10,1979,1988
1825,Mychal Thompson,,12,1979,1991
1826,Otis Howard,,1,1979,1979
1827,Phil Ford,,7,1979,1985
1828,Purvis Short,,12,1979,1990
1829,Ray Epps,,1,1979,1979
1830,Raymond Townsend,,3,1979,1982
1831,Reggie Theus,,13,1979,1991
1832,Rick Robey,,8,1979,1986
1833,Rick Wilson,,2,1979,1980
1834,Roger Phegley,,6,1979,1984
1835,Ron Brewer,,8,1979,1986
1836,Ron Carter,,2,1979,1980
1837,Sam Smith,1955.0,2,1979,1980
1838,Stan Pietkiewicz,,3,1979,1981
1839,Terry Tyler,,11,1979,1989
1840,Tommie Green,,1,1979,1979
1841,Wayne Cooper,,14,1979,1992
1842,Wayne Radford,,1,1979,1979
1843,Winford Boynes,,3,1979,1981
1844,Abdul Jeelani,,2,1980,1981
1845,Allen Leavell,,10,1980,1989
1846,Arvid Kramer,,1,1980,1980
1847,Bernard Toone,,1,1980,1980
1848,Bill Cartwright,,15,1980,1995
1849,Billy Ray Bates,,4,1980,1983
1850,Brad Holland,,3,1980,1982
1851,Bubba Wilson,,1,1980,1980
1852,Calvin Natt,,11,1980,1990
1853,Carl Kilpatrick,,1,1980,1980
1854,Cheese Johnson,,1,1980,1980
1855,Cliff Robinson,,11,1980,1992
1856,Clint Richardson,,8,1980,1987
1857,Dave Greenwood,,12,1980,1991
1858,Duck Williams,,1,1980,1980
1859,Dudley Bradley,,9,1980,1989
1860,Earl Evans,,1,1980,1980
1861,Gary Garland,,1,1980,1980
1862,Geoff Huston,,8,1980,1987
1863,Gerald Henderson,1956.0,13,1980,1992
1864,Greg Deane,,1,1980,1980
1865,Greg Kelser,,6,1980,1985
1866,Hollis Copeland,,2,1980,1982
1867,Irv Kiffin,,1,1980,1980
1868,James Bailey,,9,1980,1988
1869,Jeff Cook,,8,1980,1988
1870,Jim Paxson,1957.0,11,1980,1990
1871,Jim Spanarkel,,5,1980,1984
1872,John Coughran,,1,1980,1980
1873,Johnny High,,4,1980,1984
1874,Larry Bird,,13,1980,1992
1875,Larry Demic,,3,1980,1982
1876,Lawrence Boston,,1,1980,1980
1877,Magic Johnson,,13,1980,1996
1878,Major Jones,,6,1980,1985
1879,Mike Evans,,9,1980,1988
1880,Ollie Mack,,3,1980,1982
1881,Pat Cummings,,12,1980,1991
1882,Paul Dawkins,,1,1980,1980
1883,Paul Mokeski,,12,1980,1991
1884,Phil Hubbard,,10,1980,1989
1885,Reggie King,,6,1980,1985
1886,Roy Hamilton,,2,1980,1981
1887,Sam Pellom,,4,1980,1983
1888,Sidney Moncrief,,11,1980,1991
1889,Sly Williams,,7,1980,1986
1890,Steve Malovic,,1,1980,1980
1891,Sylvester Norris,,1,1980,1980
1892,Terry Crosby,,1,1980,1980
1893,Terry Duerod,,4,1980,1983
1894,Tony Zeno,,1,1980,1980
1895,Vinnie Johnson,,13,1980,1992
1896,Wiley Peck,,1,1980,1980
1897,Alan Hardy,,2,1981,1982
1898,Andrew Toney,,8,1981,1988
1899,Art Collins,,1,1981,1981
1900,Bill Hanzlik,,10,1981,1990
1901,Bill Laimbeer,,14,1981,1994
1902,Bill Mayfield,,1,1981,1981
1903,Billy Reid,,1,1981,1981
1904,Brett Vroman,,1,1981,1981
1905,Butch Carter,,6,1981,1986
1906,Calvin Garrett,,4,1981,1984
1907,Carl Nicks,,3,1981,1983
1908,Carlos Terry,,3,1981,1983
1909,Cedrick Hordges,,2,1981,1982
1910,Chad Kinch,,1,1981,1981
1911,Clarence Kea,,2,1981,1982
1912,Craig Shelton,,2,1981,1982
1913,Darrell Allums,,1,1981,1981
1914,Darrell Griffith,,10,1981,1991
1915,Darwin Cook,,8,1981,1989
1916,Dave Britton,,1,1981,1981
1917,DeWayne Scales,,3,1981,1984
1918,Dick Miller,,1,1981,1981
1919,Don Collins,,6,1981,1987
1920,Earl Cureton,,12,1981,1997
1921,Edgar Jones,,6,1981,1986
1922,Edmund Lawrence,,1,1981,1981
1923,Hawkeye Whitney,,2,1981,1982
1924,James Donaldson,,14,1981,1995
1925,James Ray,,3,1981,1983
1926,James Wilkes,,3,1981,1983
1927,Jawann Oldham,,10,1981,1991
1928,Jeff Wilkins,,6,1981,1986
1929,Jerry Sichting,,10,1981,1990
1930,Joe Barry Carroll,,10,1981,1991
1931,John Duren,,3,1981,1983
1932,John Stroud,,1,1981,1981
1933,Johnny Moore,,9,1981,1990
1934,Keith McCord,,1,1981,1981
1935,Kelvin Ransey,,6,1981,1986
1936,Kenny Natt,,3,1981,1985
1937,Kevin McHale,,13,1981,1993
1938,Kiki Vandeweghe,,13,1981,1993
1939,Kyle Macy,,7,1981,1987
1940,Larry Drew,,10,1981,1991
1941,Larry Smith,,13,1981,1993
1942,Lee Johnson,,1,1981,1981
1943,Lewis Brown,,1,1981,1981
1944,Lorenzo Romar,,5,1981,1985
1945,Louis Orr,,8,1981,1988
1946,Lowes Moore,,3,1981,1983
1947,Michael Brooks,,6,1981,1988
1948,Michael Wiley,,2,1981,1982
1949,Mike Gminski,,14,1981,1994
1950,Mike Harper,,2,1981,1982
1951,Mike Niles,,1,1981,1981
1952,Mike O'Koren,,8,1981,1988
1953,Mike Woodson,,11,1981,1991
1954,Monti Davis,,1,1981,1981
1955,Myles Patrick,,1,1981,1981
1956,Norman Black,,1,1981,1981
1957,Ralph Drollinger,,1,1981,1981
1958,Reggie Carter,,2,1981,1982
1959,Reggie Johnson,,4,1981,1984
1960,Rick Mahorn,,18,1981,1999
1961,Rickey Brown,,5,1981,1985
1962,Ronnie Lester,,6,1981,1986
1963,Ronnie Valentine,,1,1981,1981
1964,Rory Sparrow,,12,1981,1992
1965,Sam Worthen,,2,1981,1982
1966,Tony Fuller,,1,1981,1981
1967,Tony Jackson,1958.0,1,1981,1981
1968,Tony Price,,1,1981,1981
1969,Wally Rank,,1,1981,1981
1970,Walter Jordan,,1,1981,1981
1971,Wayne Kreklow,,1,1981,1981
1972,Wayne Robinson,,1,1981,1981
1973,Wes Matthews,,9,1981,1990
1974,Al Wood,,6,1982,1987
1975,Albert King,,9,1982,1992
1976,Alex Bradley,,1,1982,1982
1977,Alton Lister,,16,1982,1998
1978,Bobby Cattage,,2,1982,1986
1979,Brad Branson,,2,1982,1983
1980,Buck Williams,,17,1982,1998
1981,Carl Bailey,,1,1982,1982
1982,Charles Bradley,,3,1982,1984
1983,Charles Davis,,8,1982,1990
1984,Clay Johnson,,3,1982,1984
1985,Craig Dykema,,1,1982,1982
1986,Danny Ainge,,14,1982,1995
1987,Danny Schayes,,18,1982,1999
1988,Danny Vranes,,7,1982,1988
1989,Darnell Valentine,,9,1982,1991
1990,David Burns,,1,1982,1982
1991,Ed Rains,,2,1982,1983
1992,Eddie Johnson,1959.0,17,1982,1999
1993,Elston Turner,,8,1982,1989
1994,Frank Johnson,,10,1982,1994
1995,Franklin Edwards,,7,1982,1988
1996,Garry Witts,,1,1982,1982
1997,Gene Banks,,6,1982,1987
1998,Glenn Hagan,,1,1982,1982
1999,Hank McDowell,,6,1982,1987
2000,Herb Williams,,18,1982,1999
2001,Howard Wood,,1,1982,1982
2002,Isiah Thomas,,13,1982,1994
2003,Jay Vincent,,9,1982,1990
2004,Jeff Lamp,,6,1982,1989
2005,Jeff Ruland,,8,1982,1993
2006,Jim Brogan,,2,1982,1983
2007,Jim Smith,,2,1982,1983
2008,Joe Cooper,,3,1982,1985
2009,John Douglas,,2,1982,1983
2010,John McCullough,,1,1982,1982
2011,Kelly Tripucka,,10,1982,1991
2012,Kenny Dennard,,3,1982,1984
2013,Kevin Loder,,3,1982,1984
2014,Kevin McKenna,,6,1982,1988
2015,Kurt Nimphius,,8,1982,1990
2016,Kurt Rambis,,14,1982,1995
2017,Larry Nance,,13,1982,1994
2018,Larry Spriggs,,5,1982,1986
2019,Lewis Lloyd,,7,1982,1990
2020,Mark Aguirre,,13,1982,1994
2021,Mark Radford,,2,1982,1983
2022,Mickey Dillard,,1,1982,1982
2023,Mike McGee,,9,1982,1990
2024,Orlando Woolridge,,13,1982,1994
2025,Pete Verhoeven,,6,1982,1987
2026,Pétur Guðmundsson,,4,1982,1989
2027,Ray Blume,,1,1982,1982
2028,Ray Tolbert,,5,1982,1989
2029,Rich Yonakor,,1,1982,1982
2030,Rock Lee,,1,1982,1982
2031,Roger Burkman,,1,1982,1982
2032,Rolando Blackman,,13,1982,1994
2033,Rudy Macklin,,3,1982,1984
2034,Sam Williams,1959.0,4,1982,1985
2035,Steve Hayes,,5,1982,1986
2036,Steve Johnson,,10,1982,1991
2037,Tom Chambers,,16,1982,1998
2038,Tracy Jackson,,3,1982,1984
2039,Audie Norris,,3,1983,1985
2040,Bill Garnett,,4,1983,1986
2041,Brook Steppe,,5,1983,1989
2042,Bruce Flowers,,1,1983,1983
2043,Bryan Warrick,,4,1983,1986
2044,Charles Pittman,,4,1983,1986
2045,Chris Engler,,5,1983,1988
2046,Chubby Cox,,1,1983,1983
2047,Chuck Nevitt,,9,1983,1994
2048,Clark Kellogg,,5,1983,1987
2049,Cliff Levingston,,11,1983,1995
2050,Corny Thompson,,1,1983,1983
2051,Craig Hodges,,10,1983,1992
2052,Darren Tillis,,2,1983,1984
2053,Dave Batton,,2,1983,1984
2054,Dave Magley,,1,1983,1983
2055,David Thirdkill,,5,1983,1987
2056,Derek Smith,,9,1983,1991
2057,Dominique Wilkins,,15,1983,1999
2058,Dwight Anderson,,1,1983,1983
2059,Ed Nealy,,10,1983,1993
2060,Ed Sherod,,1,1983,1983
2061,Eddie Phillips,,1,1983,1983
2062,Fat Lever,,11,1983,1994
2063,Guy Morgan,,1,1983,1983
2064,Hutch Jones,,2,1983,1984
2065,J.J. Anderson,,3,1983,1985
2066,James Worthy,,12,1983,1994
