,Player Name,Birth Year,Age,Seasons in NBA,Team (3 Letter)
14167,Jason Collier,,23.0,1,HOU
14168,Jason Hart,,22.0,1,MIL
14169,Jason Kidd,,27.0,7,PHO
14170,Jason Terry,,23.0,2,ATL
14171,Jason Williams,,25.0,3,SAC
14172,Jeff Foster,,24.0,2,IND
14173,Jeff McInnis,,26.0,4,LAC
14174,Jelani McCoy,,23.0,3,SEA
14175,Jermaine O'Neal,,22.0,5,IND
14176,Jerome Kersey,,38.0,17,MIL
14177,Jerome Williams,,27.0,5,TOT
14178,Jerome Williams,,27.0,5,DET
14179,Jerome Williams,,27.0,5,TOR
14180,Jerry Stackhouse,,26.0,6,DET
14181,Jim Jackson,,30.0,9,TOT
14182,Jim Jackson,,30.0,9,ATL
14183,Jim Jackson,,30.0,9,CLE
14184,Jim McIlvaine,,28.0,7,NJN
14185,Joe Smith,,25.0,6,DET
14186,Joel Przybilla,,21.0,1,MIL
14187,John Amaechi,,30.0,3,ORL
14188,John Coker,,29.0,3,GSW
14189,John Crotty,,31.0,9,UTA
14190,John Starks,,35.0,12,UTA
14191,John Stockton,,38.0,17,UTA
14192,John Wallace,,26.0,5,DET
14193,Johnny Newman,,37.0,15,NJN
14194,Jon Barry,,31.0,9,SAC
14195,Jonathan Bender,,20.0,2,IND
14196,Jud Buechler,,32.0,11,DET
14197,Jumaine Jones,,21.0,2,PHI
14198,Juwan Howard,,27.0,7,TOT
14199,Juwan Howard,,27.0,7,WAS
14200,Juwan Howard,,27.0,7,DAL
14201,Jérôme Moïso,,22.0,1,BOS
14202,Karl Malone,,37.0,16,UTA
14203,Keith Van Horn,,25.0,4,NJN
14204,Kelvin Cato,,26.0,4,HOU
14205,Kendall Gill,,32.0,11,NJN
14206,Kenny Anderson,,30.0,10,BOS
14207,Kenny Thomas,,23.0,2,HOU
14208,Kenyon Martin,,23.0,1,NJN
14209,Keon Clark,,25.0,3,TOT
14210,Keon Clark,,25.0,3,DEN
14211,Keon Clark,,25.0,3,TOR
14212,Kevin Edwards,,35.0,11,VAN
14213,Kevin Garnett,,24.0,6,MIN
14214,Kevin Ollie,,28.0,4,TOT
14215,Kevin Ollie,,28.0,4,NJN
14216,Kevin Ollie,,28.0,4,PHI
14217,Kevin Willis,,38.0,16,TOT
14218,Kevin Willis,,38.0,16,TOR
14219,Kevin Willis,,38.0,16,DEN
14220,Keyon Dooling,,20.0,1,LAC
14221,Khalid El-Amin,,21.0,1,CHI
14222,Kobe Bryant,,22.0,5,LAL
14223,Kornél Dávid,,29.0,3,TOT
14224,Kornél Dávid,,29.0,3,TOR
14225,Kornél Dávid,,29.0,3,DET
14226,Kurt Thomas,,28.0,6,NYK
14227,LaPhonso Ellis,,30.0,9,MIN
14228,Lamar Odom,,21.0,2,LAC
14229,Lamond Murray,,27.0,7,CLE
14230,Lari Ketner,,23.0,2,IND
14231,Laron Profit,,23.0,2,WAS
14232,Larry Hughes,,22.0,3,GSW
14233,Larry Johnson,1969.0,31.0,10,NYK
14234,Larry Robinson,,33.0,6,TOT
14235,Larry Robinson,,33.0,6,CLE
14236,Larry Robinson,,33.0,6,ATL
14237,Latrell Sprewell,,30.0,9,NYK
14238,Lavor Postell,,22.0,1,NYK
14239,Lawrence Funderburke,,30.0,4,SAC
14240,Lee Nailon,,25.0,1,CHH
14241,Lindsey Hunter,,30.0,8,MIL
14242,Lorenzen Wright,,25.0,5,ATL
14243,Loy Vaught,,32.0,11,TOT
14244,Loy Vaught,,32.0,11,DAL
14245,Loy Vaught,,32.0,11,WAS
14246,Luc Longley,,32.0,10,NYK
14247,Lucious Harris,,30.0,8,NJN
14248,Mahmoud Abdul-Rauf,,31.0,9,VAN
14249,Malik Rose,,26.0,5,SAS
14250,Mamadou N'Diaye,,25.0,1,TOR
14251,Marc Jackson,,26.0,1,GSW
14252,Marcus Camby,,26.0,5,NYK
14253,Marcus Fizer,,22.0,1,CHI
14254,Mario Elie,,37.0,11,PHO
14255,Mark Blount,,25.0,1,BOS
14256,Mark Bryant,,35.0,13,DAL
14257,Mark Jackson,,35.0,14,TOT
14258,Mark Jackson,,35.0,14,TOR
14259,Mark Jackson,,35.0,14,NYK
14260,Mark Madsen,,25.0,1,LAL
14261,Mark Pope,,28.0,3,MIL
14262,Mark Strickland,,30.0,6,TOT
14263,Mark Strickland,,30.0,6,DEN
14264,Mark Strickland,,30.0,6,NJN
14265,Mateen Cleaves,,23.0,1,DET
14266,Matt Bullard,,33.0,10,HOU
14267,Matt Geiger,,31.0,9,PHI
14268,Matt Harpring,,24.0,3,CLE
14269,Matt Maloney,,29.0,5,ATL
14270,Maurice Taylor,,24.0,4,HOU
14271,Metta World Peace,,21.0,2,CHI
14272,Michael Curry,,32.0,7,DET
14273,Michael Dickerson,,25.0,3,VAN
14274,Michael Doleac,,23.0,3,ORL
14275,Michael Finley,,27.0,6,DAL
14276,Michael Hawkins,,28.0,4,CLE
14277,Michael Olowokandi,,25.0,3,LAC
14278,Michael Redd,,21.0,1,MIL
14279,Michael Ruffin,,24.0,2,CHI
14280,Michael Smith,1972.0,28.0,7,WAS
14281,Michael Stewart,,25.0,4,TOR
14282,Mike Bibby,,22.0,3,VAN
14283,Mike Miller,,20.0,1,ORL
14284,Mike Penberthy,,26.0,1,LAL
14285,Mike Smith,,24.0,1,WAS
14286,Mikki Moore,,25.0,3,DET
14287,Milt Palacio,,22.0,2,BOS
14288,Mitch Richmond,,35.0,13,WAS
14289,Monty Williams,,29.0,7,ORL
14290,Moochie Norris,,27.0,4,HOU
14291,Mookie Blaylock,,33.0,12,GSW
14292,Morris Peterson,,23.0,1,TOR
14293,Muggsy Bogues,,36.0,14,TOR
14294,Nazr Mohammed,,23.0,3,TOT
14295,Nazr Mohammed,,23.0,3,PHI
14296,Nazr Mohammed,,23.0,3,ATL
14297,Nick Anderson,,33.0,12,SAC
14298,Nick Van Exel,,29.0,8,DEN
14299,Obinna Ekezie,,25.0,2,TOT
14300,Obinna Ekezie,,25.0,2,WAS
14301,Obinna Ekezie,,25.0,2,DAL
14302,Olden Polynice,,36.0,14,UTA
14303,Olumide Oyedeji,,19.0,1,SEA
14304,Othella Harrington,,27.0,5,TOT
14305,Othella Harrington,,27.0,5,VAN
14306,Othella Harrington,,27.0,5,NYK
14307,Otis Thorpe,,38.0,17,CHH
14308,P.J. Brown,,31.0,8,CHH
14309,Pat Garrity,,24.0,3,ORL
14310,Patrick Ewing,1962.0,38.0,16,SEA
14311,Paul McPherson,,22.0,1,TOT
14312,Paul McPherson,,22.0,1,PHO
14313,Paul McPherson,,22.0,1,GSW
14314,Paul Pierce,,23.0,3,BOS
14315,Peja Stojaković,,23.0,3,SAC
14316,Pepe Sánchez,,23.0,1,TOT
14317,Pepe Sánchez,,23.0,1,ATL
14318,Pepe Sánchez,,23.0,1,PHI
14319,Pervis Ellison,,33.0,11,SEA
14320,Popeye Jones,,30.0,8,WAS
14321,Quentin Richardson,,20.0,1,LAC
14322,Quincy Lewis,,23.0,2,UTA
14323,Raef LaFrentz,,24.0,3,DEN
14324,Rafer Alston,,24.0,2,MIL
14325,Raja Bell,,24.0,1,PHI
14326,Randy Brown,,32.0,10,BOS
14327,Randy Livingston,,25.0,5,GSW
14328,Rashard Lewis,,21.0,3,SEA
14329,Rasheed Wallace,,26.0,6,POR
14330,Rasho Nesterović,,24.0,3,MIN
14331,Ray Allen,,25.0,5,MIL
14332,Reggie Miller,,35.0,14,IND
14333,Reggie Slater,,30.0,6,MIN
14334,Richard Hamilton,,22.0,2,WAS
14335,Rick Brunson,,28.0,4,TOT
14336,Rick Brunson,,28.0,4,BOS
14337,Rick Brunson,,28.0,4,NYK
14338,Rick Fox,,31.0,10,LAL
14339,Ricky Davis,,21.0,3,MIA
14340,Robert Horry,,30.0,9,LAL
14341,Robert Pack,,31.0,10,DEN
14342,Robert Traylor,,23.0,3,CLE
14343,Rod Strickland,,34.0,13,TOT
14344,Rod Strickland,,34.0,13,WAS
14345,Rod Strickland,,34.0,13,POR
14346,Rodney Buford,,23.0,2,PHI
14347,Rodney Rogers,,29.0,8,PHO
14348,Ron Harper,,37.0,15,LAL
14349,Ron Mercer,,24.0,4,CHI
14350,Roshown McLeod,,25.0,3,TOT
14351,Roshown McLeod,,25.0,3,ATL
14352,Roshown McLeod,,25.0,3,PHI
14353,Ruben Patterson,,25.0,3,SEA
14354,Rubén Garcés,,27.0,1,TOT
14355,Rubén Garcés,,27.0,1,PHO
14356,Rubén Garcés,,27.0,1,GSW
14357,Rubén Wolkowyski,,27.0,1,SEA
14358,Ryan Bowen,,25.0,2,DEN
14359,Sam Cassell,,31.0,8,MIL
14360,Sam Jacobson,,25.0,3,MIN
14361,Sam Mitchell,,37.0,12,MIN
14362,Sam Perkins,,39.0,17,IND
14363,Samaki Walker,,24.0,5,SAS
14364,Scot Pollard,,25.0,4,SAC
14365,Scott Burrell,,30.0,8,CHH
14366,Scott Padgett,,24.0,2,UTA
14367,Scott Williams,,32.0,11,MIL
14368,Scottie Pippen,,35.0,14,POR
14369,Sean Colson,,25.0,1,TOT
14370,Sean Colson,,25.0,1,ATL
14371,Sean Colson,,25.0,1,HOU
14372,Sean Elliott,,32.0,12,SAS
14373,Sean Rooks,,31.0,9,LAC
14374,Shammond Williams,,25.0,3,SEA
14375,Shandon Anderson,,27.0,5,HOU
14376,Shaquille O'Neal,,28.0,9,LAL
14377,Shareef Abdur-Rahim,,24.0,5,VAN
14378,Shawn Bradley,,28.0,8,DAL
14379,Shawn Kemp,,31.0,12,POR
14380,Shawn Marion,,22.0,2,PHO
14381,Shawnelle Scott,,28.0,3,SAS
14382,Sherman Douglas,,34.0,12,NJN
14383,Soumaila Samake,,22.0,1,NJN
14384,Stacey Augmon,,32.0,10,POR
14385,Stanislav Medvedenko,,21.0,1,LAL
14386,Stephen Jackson,,22.0,1,NJN
14387,Stephon Marbury,,23.0,5,NJN
14388,Steve Francis,,23.0,2,HOU
14389,Steve Goodrich,,24.0,1,CHI
14390,Steve Kerr,,35.0,13,SAS
14391,Steve Nash,,26.0,5,DAL
14392,Steve Smith,,31.0,10,POR
14393,Stromile Swift,,21.0,1,VAN
14394,Tariq Abdul-Wahad,,26.0,4,DEN
14395,Terrance Roberson,,24.0,1,CHH
14396,Terrell Brandon,,30.0,10,MIN
14397,Terry Davis,,33.0,10,DEN
14398,Terry Mills,,33.0,11,IND
14399,Terry Porter,,37.0,16,SAS
14400,Theo Ratliff,,27.0,6,PHI
14401,Tim Duncan,,24.0,4,SAS
14402,Tim Hardaway,,34.0,11,MIA
14403,Tim James,,24.0,2,CHH
14404,Tim Thomas,,23.0,4,MIL
14405,Todd Day,,31.0,8,MIN
14406,Todd Fuller,,26.0,5,MIA
14407,Todd MacCulloch,,25.0,2,PHI
14408,Tom Gugliotta,,31.0,9,PHO
14409,Tom Hammonds,,33.0,12,MIN
14410,Toni Kukoč,,32.0,8,TOT
14411,Toni Kukoč,,32.0,8,PHI
14412,Toni Kukoč,,32.0,8,ATL
14413,Tony Battie,,24.0,4,BOS
14414,Tony Delk,,27.0,5,PHO
14415,Tony Massenburg,,33.0,9,VAN
14416,Tony Smith,,32.0,9,ATL
14417,Tracy McGrady,,21.0,4,ORL
14418,Tracy Murray,,29.0,9,TOT
14419,Tracy Murray,,29.0,9,DEN
14420,Tracy Murray,,29.0,9,TOR
14421,Trajan Langdon,,24.0,2,CLE
14422,Travis Best,,28.0,6,IND
14423,Travis Knight,,26.0,5,NYK
14424,Troy Hudson,,24.0,4,ORL
14425,Tyrone Corbin,,38.0,16,TOR
14426,Tyrone Hill,,32.0,11,PHI
14427,Tyrone Nesby,,25.0,3,TOT
14428,Tyrone Nesby,,25.0,3,LAC
14429,Tyrone Nesby,,25.0,3,WAS
14430,Tyronn Lue,,23.0,3,LAL
14431,Tyus Edney,,27.0,4,IND
14432,Vernon Maxwell,,35.0,13,TOT
14433,Vernon Maxwell,,35.0,13,PHI
14434,Vernon Maxwell,,35.0,13,DAL
14435,Vin Baker,,29.0,8,SEA
14436,Vince Carter,,24.0,3,TOR
14437,Vinny Del Negro,,34.0,11,TOT
14438,Vinny Del Negro,,34.0,11,GSW
14439,Vinny Del Negro,,34.0,11,PHO
14440,Vitaly Potapenko,,25.0,5,BOS
14441,Vlade Divac,,32.0,12,SAC
14442,Vladimir Stepania,,24.0,3,NJN
14443,Vonteego Cummings,,24.0,2,GSW
14444,Voshon Lenard,,27.0,6,DEN
14445,Wally Szczerbiak,,23.0,2,MIN
14446,Walt Williams,,30.0,9,HOU
14447,Walter McCarty,,26.0,5,BOS
14448,Wang Zhizhi,,23.0,1,DAL
14449,Wesley Person,,29.0,7,CLE
14450,Will Perdue,,35.0,13,POR
14451,William Avery,,21.0,2,MIN
14452,Zendon Hamilton,,25.0,1,LAC
14453,Zydrunas Ilgauskas,,25.0,3,CLE
14454,Žan Tabak,,30.0,6,IND
14455,A.C. Green,,36.0,15,LAL
14456,A.J. Bramlett,,23.0,1,CLE
14457,Aaron McKie,,27.0,6,PHI
14458,Aaron Williams,,28.0,6,WAS
14459,Adam Keefe,,29.0,8,UTA
14460,Adonal Foyle,,24.0,3,GSW
14461,Adrian Griffin,,25.0,1,BOS
14462,Al Harrington,,19.0,2,IND
14463,Alan Henderson,,27.0,5,ATL
14464,Aleksandar Radojević,,23.0,1,TOR
14465,Allan Houston,,28.0,7,NYK
14466,Allen Iverson,,24.0,4,PHI
14467,Alonzo Mourning,,29.0,8,MIA
14468,Alvin Williams,,25.0,3,TOR
14469,Andrae Patterson,,24.0,2,MIN
14470,Andre Miller,,23.0,1,CLE
14471,Andrew DeClercq,,26.0,5,CLE
14472,Andrew Lang,,33.0,12,NYK
14473,Anfernee Hardaway,,28.0,7,PHO
14474,Antawn Jamison,,23.0,2,GSW
14475,Anthony Avent,,30.0,6,LAC
14476,Anthony Carter,,24.0,1,MIA
14477,Anthony Johnson,,25.0,3,TOT
14478,Anthony Johnson,,25.0,3,ATL
14479,Anthony Johnson,,25.0,3,ORL
14480,Anthony Mason,,33.0,10,CHH
14481,Anthony Miller,,28.0,6,HOU
14482,Anthony Parker,,24.0,3,ORL
14483,Anthony Peeler,,30.0,8,MIN
14484,Antoine Carr,,38.0,16,VAN
14485,Antoine Walker,,23.0,4,BOS
14486,Antonio Daniels,,24.0,3,SAS
14487,Antonio Davis,,31.0,7,TOR
14488,Antonio Harvey,,29.0,5,POR
14489,Antonio Lang,,27.0,6,TOT
14490,Antonio Lang,,27.0,6,TOR
14491,Antonio Lang,,27.0,6,PHI
14492,Antonio McDyess,,25.0,5,DEN
14493,Armen Gilliam,,35.0,13,UTA
14494,Arvydas Sabonis,,35.0,5,POR
14495,Austin Croshere,,24.0,3,IND
14496,Avery Johnson,,34.0,12,SAS
14497,B.J. Armstrong,,32.0,11,CHI
14498,Baron Davis,,20.0,1,CHH
14499,Ben Davis,,27.0,4,PHO
14500,Ben Wallace,,25.0,4,ORL
14501,Benoit Benjamin,,35.0,15,CLE
14502,Bill Curley,,27.0,4,TOT
14503,Bill Curley,,27.0,4,HOU
14504,Bill Curley,,27.0,4,GSW
14505,Bill Wennington,,36.0,13,SAC
14506,Billy Owens,,30.0,9,TOT
14507,Billy Owens,,30.0,9,PHI
14508,Billy Owens,,30.0,9,GSW
14509,Bimbo Coles,,31.0,10,ATL
14510,Bo Outlaw,,28.0,7,ORL
14511,Bob Sura,,26.0,5,CLE
14512,Bobby Jackson,,26.0,3,MIN
14513,Bobby Phills,,30.0,9,CHH
14514,Bonzi Wells,,23.0,2,POR
14515,Brad Miller,,23.0,2,CHH
14516,Brent Barry,,28.0,5,SEA
14517,Brent Price,,31.0,7,VAN
14518,Brevin Knight,,24.0,3,CLE
14519,Brian Grant,,27.0,6,POR
14520,Brian Shaw,,33.0,11,LAL
14521,Brian Skinner,,23.0,2,LAC
14522,Bruce Bowen,,28.0,4,TOT
14523,Bruce Bowen,,28.0,4,PHI
14524,Bruce Bowen,,28.0,4,MIA
14525,Bruno Šundov,,19.0,2,DAL
14526,Bryant Reeves,,26.0,5,VAN
14527,Bryant Stith,,29.0,8,DEN
14528,Bryce Drew,,25.0,2,HOU
14529,Bryon Russell,,29.0,7,UTA
14530,Cal Bowdler,,22.0,1,ATL
14531,Calbert Cheaney,,28.0,7,BOS
14532,Calvin Booth,,23.0,1,WAS
14533,Carlos Rogers,,28.0,6,HOU
14534,Cedric Ceballos,,30.0,10,DAL
14535,Cedric Henderson,1975.0,24.0,3,CLE
14536,Charles Barkley,,36.0,16,HOU
14537,Charles Jones,1975.0,24.0,2,LAC
14538,Charles Oakley,,36.0,15,TOR
14539,Charlie Ward,,29.0,6,NYK
14540,Chauncey Billups,,23.0,3,DEN
14541,Cherokee Parks,,27.0,5,VAN
14542,Chris Anstey,,25.0,3,CHI
14543,Chris Carr,,25.0,5,TOT
14544,Chris Carr,,25.0,5,GSW
14545,Chris Carr,,25.0,5,CHI
14546,Chris Childs,,32.0,6,NYK
14547,Chris Crawford,,24.0,3,ATL
14548,Chris Dudley,,34.0,13,NYK
14549,Chris Gatling,,32.0,9,TOT
14550,Chris Gatling,,32.0,9,ORL
14551,Chris Gatling,,32.0,9,DEN
14552,Chris Herren,,24.0,1,DEN
14553,Chris Mills,,30.0,7,GSW
14554,Chris Mullin,,36.0,15,IND
14555,Chris Webber,,26.0,7,SAC
14556,Chris Whitney,,28.0,7,WAS
14557,Christian Laettner,,30.0,8,DET
14558,Chuck Person,,35.0,13,SEA
14559,Chucky Atkins,,25.0,1,ORL
14560,Chucky Brown,,31.0,11,TOT
14561,Chucky Brown,,31.0,11,SAS
14562,Chucky Brown,,31.0,11,CHH
14563,Clarence Weatherspoon,,29.0,8,MIA
14564,Clifford Robinson,,33.0,11,PHO
14565,Corey Benjamin,,21.0,2,CHI
14566,Corey Maggette,,20.0,1,ORL
14567,Corie Blount,,31.0,7,PHO
14568,Corliss Williamson,,26.0,5,SAC
14569,Cory Alexander,,26.0,5,DEN
14570,Cuttino Mobley,,24.0,2,HOU
14571,Dale Davis,,30.0,9,IND
14572,Dale Ellis,,39.0,17,TOT
14573,Dale Ellis,,39.0,17,MIL
14574,Dale Ellis,,39.0,17,CHH
14575,Damon Jones,,23.0,2,TOT
14576,Damon Jones,,23.0,2,GSW
14577,Damon Jones,,23.0,2,DAL
14578,Damon Stoudamire,,26.0,5,POR
14579,Dan Majerle,,34.0,12,MIA
14580,Dana Barros,,32.0,11,BOS
14581,Danny Ferry,,33.0,10,CLE
14582,Danny Fortson,,23.0,3,BOS
14583,Danny Manning,,33.0,12,MIL
14584,Darrell Armstrong,,31.0,6,ORL
14585,Darrick Martin,,28.0,6,SAC
14586,Darvin Ham,,26.0,3,MIL
14587,David Robinson,,34.0,11,SAS
14588,David Wesley,,29.0,7,CHH
14589,David Wingate,,36.0,14,NYK
14590,DeMarco Johnson,,24.0,1,NYK
14591,Dean Garrett,,33.0,4,MIN
14592,Dedric Willoughby,,25.0,1,CHI
14593,Dee Brown,1968.0,31.0,10,TOR
14594,Dell Curry,,35.0,14,TOR
14595,Dennis Rodman,,38.0,14,DAL
14596,Dennis Scott,,31.0,10,VAN
14597,Derek Anderson,,25.0,3,LAC
14598,Derek Fisher,,25.0,4,LAL
14599,Derek Hood,,23.0,1,CHH
14600,Derek Strong,,31.0,9,ORL
14601,Derrick Coleman,,32.0,10,CHH
14602,Derrick Dial,,24.0,1,SAS
14603,Derrick McKey,,33.0,13,IND
14604,Detlef Schrempf,,37.0,15,POR
14605,Devean George,,22.0,1,LAL
14606,Devin Gray,,27.0,2,HOU
14607,Dickey Simpkins,,27.0,6,CHI
14608,Dikembe Mutombo,,33.0,9,ATL
14609,Dion Glover,,21.0,1,ATL
14610,Dirk Nowitzki,,21.0,2,DAL
14611,Don MacLean,,30.0,8,PHO
14612,Don Reid,,26.0,5,TOT
14613,Don Reid,,26.0,5,DET
14614,Don Reid,,26.0,5,WAS
14615,Donny Marshall,,27.0,3,CLE
14616,Donyell Marshall,,26.0,6,GSW
14617,Doug Christie,,29.0,8,TOR
14618,Doug Overton,,30.0,8,BOS
14619,Doug West,,32.0,11,VAN
14620,Drew Barry,,26.0,3,TOT
14621,Drew Barry,,26.0,3,GSW
14622,Drew Barry,,26.0,3,ATL
14623,Duane Causwell,,31.0,10,MIA
14624,Earl Boykins,,23.0,2,TOT
14625,Earl Boykins,,23.0,2,ORL
14626,Earl Boykins,,23.0,2,CLE
14627,Eddie Jones,,28.0,6,CHH
14628,Eddie Robinson,,23.0,1,CHH
14629,Elden Campbell,,31.0,10,CHH
14630,Eldridge Recasner,,32.0,6,CHH
14631,Elliot Perry,,30.0,8,NJN
14632,Elton Brand,,20.0,1,CHI
14633,Emanual Davis,,31.0,3,SEA
14634,Eric Montross,,28.0,6,DET
14635,Eric Murdock,,31.0,9,LAC
14636,Eric Piatkowski,,29.0,6,LAC
14637,Eric Snow,,26.0,5,PHI
14638,Eric Williams,,27.0,5,BOS
14639,Erick Dampier,,24.0,4,GSW
14640,Erick Strickland,,26.0,4,DAL
14641,Ervin Johnson,,32.0,7,MIL
14642,Etdrick Bohannon,,26.0,3,TOT
14643,Etdrick Bohannon,,26.0,3,NYK
14644,Etdrick Bohannon,,26.0,3,LAC
14645,Evan Eschmeyer,,24.0,1,NJN
14646,Felipe López,,25.0,2,VAN
14647,Felton Spencer,,32.0,10,SAS
14648,Fred Hoiberg,,27.0,5,CHI
14649,Fred Vinson,,29.0,2,SEA
14650,Gary Grant,,34.0,12,POR
14651,Gary Payton,,31.0,10,SEA
14652,Gary Trent,,25.0,5,DAL
14653,George Lynch,,29.0,7,PHI
14654,George McCloud,,32.0,10,DEN
14655,Gerard King,,27.0,2,WAS
14656,Gheorghe Mureșan,,28.0,6,NJN
14657,Glen Rice,,32.0,11,LAL
14658,Glenn Robinson,,27.0,6,MIL
14659,Grant Hill,,27.0,6,DET
14660,Grant Long,,33.0,12,VAN
14661,Greg Anthony,,32.0,9,POR
14662,Greg Buckner,,23.0,1,DAL
14663,Greg Foster,,31.0,10,SEA
14664,Greg Ostertag,,26.0,5,UTA
14665,Hakeem Olajuwon,,37.0,16,HOU
14666,Harold Jamison,,23.0,1,MIA
14667,Haywoode Workman,,34.0,8,TOT
14668,Haywoode Workman,,34.0,8,MIL
14669,Haywoode Workman,,34.0,8,TOR
14670,Hersey Hawkins,,33.0,12,CHI
14671,Horace Grant,,34.0,13,SEA
14672,Howard Eisley,,27.0,6,UTA
14673,Hubert Davis,,29.0,8,DAL
14674,Ira Bowman,,26.0,1,PHI
14675,Isaac Austin,,30.0,7,WAS
14676,Isaiah Rider,,28.0,7,ATL
14677,J.R. Reid,,31.0,10,MIL
14678,Jacque Vaughn,,24.0,3,UTA
14679,Jahidi White,,23.0,2,WAS
14680,Jalen Rose,,27.0,6,IND
14681,Jamal Mashburn,,27.0,7,MIA
14682,Jamel Thomas,,26.0,1,TOT
14683,Jamel Thomas,,26.0,1,BOS
14684,Jamel Thomas,,26.0,1,GSW
14685,James Posey,,23.0,1,DEN
14686,Jamie Feick,,25.0,4,NJN
14687,Jaren Jackson,,32.0,10,SAS
14688,Jason Caffey,,26.0,5,GSW
14689,Jason Kidd,,26.0,6,PHO
14690,Jason Miskiri,,24.0,1,CHH
14691,Jason Terry,,22.0,1,ATL
14692,Jason Williams,,24.0,2,SAC
14693,Jeff Foster,,23.0,1,IND
14694,Jeff Hornacek,,36.0,14,UTA
14695,Jeff McInnis,,25.0,3,LAC
14696,Jelani McCoy,,22.0,2,SEA
14697,Jermaine Jackson,,23.0,1,DET
14698,Jermaine O'Neal,,21.0,4,POR
14699,Jerome Kersey,,37.0,16,SAS
14700,Jerome Williams,,26.0,4,DET
14701,Jerry Stackhouse,,25.0,5,DET
14702,Jim Jackson,,29.0,8,ATL
14703,Jim McIlvaine,,27.0,6,NJN
14704,Joe Kleine,,38.0,15,POR
14705,Joe Smith,,24.0,5,MIN
14706,Joe Stephens,,27.0,3,VAN
14707,John Amaechi,,29.0,2,ORL
14708,John Celestand,,22.0,1,LAL
14709,John Crotty,,30.0,8,DET
14710,John Salley,,35.0,11,LAL
14711,John Starks,,34.0,11,TOT
14712,John Starks,,34.0,11,GSW
14713,John Starks,,34.0,11,CHI
14714,John Stockton,,37.0,16,UTA
14715,John Thomas,,24.0,3,TOR
14716,John Wallace,,25.0,4,NYK
14717,Johnny Newman,,36.0,14,NJN
14718,Johnny Taylor,,25.0,3,TOT
14719,Johnny Taylor,,25.0,3,DEN
14720,Johnny Taylor,,25.0,3,ORL
14721,Jon Barry,,30.0,8,SAC
14722,Jonathan Bender,,19.0,1,IND
14723,Jud Buechler,,31.0,10,DET
14724,Jumaine Jones,,20.0,1,PHI
14725,Juwan Howard,,26.0,6,WAS
14726,Karl Malone,,36.0,15,UTA
14727,Keith Closs,,23.0,3,LAC
14728,Keith Van Horn,,24.0,3,NJN
14729,Kelvin Cato,,25.0,3,HOU
14730,Kendall Gill,,31.0,10,NJN
14731,Kenny Anderson,,29.0,9,BOS
14732,Kenny Thomas,,22.0,1,HOU
14733,Keon Clark,,24.0,2,DEN
14734,Kerry Kittles,,25.0,4,NJN
14735,Kevin Garnett,,23.0,5,MIN
14736,Kevin Johnson,,33.0,12,PHO
14737,Kevin Ollie,,27.0,3,PHI
14738,Kevin Willis,,37.0,15,TOR
14739,Khalid Reeves,,27.0,6,CHI
14740,Kiwane Lemorris Garris,,25.0,2,ORL
14741,Kobe Bryant,,21.0,4,LAL
14742,Kornél Dávid,,28.0,2,TOT
14743,Kornél Dávid,,28.0,2,CHI
14744,Kornél Dávid,,28.0,2,CLE
14745,Kurt Thomas,,27.0,5,NYK
14746,LaPhonso Ellis,,29.0,8,ATL
14747,Lamar Odom,,20.0,1,LAC
14748,Lamond Murray,,26.0,6,CLE
14749,Lari Ketner,,22.0,1,TOT
14750,Lari Ketner,,22.0,1,CHI
14751,Lari Ketner,,22.0,1,CLE
14752,Laron Profit,,22.0,1,WAS
14753,Larry Hughes,,21.0,2,TOT
14754,Larry Hughes,,21.0,2,PHI
14755,Larry Hughes,,21.0,2,GSW
14756,Larry Johnson,1969.0,30.0,9,NYK
14757,Latrell Sprewell,,29.0,8,NYK
14758,Lawrence Funderburke,,29.0,3,SAC
14759,Lazaro Borrell,,27.0,1,SEA
14760,Lindsey Hunter,,29.0,7,DET
14761,Lorenzen Wright,,24.0,4,ATL
14762,Lorenzo Williams,,30.0,7,WAS
14763,Loy Vaught,,31.0,10,DET
14764,Luc Longley,,31.0,9,PHO
14765,Lucious Harris,,29.0,7,NJN
14766,Malik Rose,,25.0,4,SAS
14767,Malik Sealy,,29.0,8,MIN
14768,Marcus Brown,,25.0,2,DET
14769,Marcus Camby,,25.0,4,NYK
14770,Mario Bennett,,26.0,4,LAC
14771,Mario Elie,,36.0,10,SAS
14772,Mark Bryant,,34.0,12,CLE
14773,Mark Davis,1973.0,26.0,5,GSW
14774,Mark Hendrickson,,25.0,4,TOT
14775,Mark Hendrickson,,25.0,4,CLE
14776,Mark Hendrickson,,25.0,4,NJN
14777,Mark Jackson,,34.0,13,IND
14778,Mark Strickland,,29.0,5,MIA
14779,Mark West,,39.0,17,PHO
14780,Marty Conlon,,32.0,9,LAC
14781,Matt Bullard,,32.0,9,HOU
14782,Matt Geiger,,30.0,8,PHI
14783,Matt Harpring,,23.0,2,ORL
14784,Matt Maloney,,28.0,4,CHI
14785,Maurice Taylor,,23.0,3,LAC
14786,Metta World Peace,,20.0,1,CHI
14787,Michael Cage,,38.0,15,NJN
14788,Michael Curry,,31.0,6,DET
14789,Michael Dickerson,,24.0,2,VAN
14790,Michael Doleac,,22.0,2,ORL
14791,Michael Finley,,26.0,5,DAL
14792,Michael Hawkins,,27.0,3,CHH
