,Player Name,Team (3 Letter),Age,Player Height,Player Weight,Season,Salary
5473,Kirk Hinrich,ATL,31,193.04,86.18248,2011-12,8100000.0
5474,Klay Thompson,GSW,22,200.66,92.98636,2011-12,2126520.0
5475,Keith Benson,GSW,23,210.82,104.32616,2011-12,
5476,Damion James,NJN,24,200.66,102.0582,2011-12,1243080.0
5477,Dante Cunningham,MEM,25,203.2,104.32616,2011-12,2000000.0
5478,Daniel Gibson,CLE,26,187.96,90.7184,2011-12,4403834.0
5479,Hedo Turkoglu,ORL,33,208.28,99.79024,2011-12,
5480,Hassan Whiteside,SAC,23,213.36,106.59412,2011-12,762195.0
5481,Hasheem Thabeet,POR,25,220.98,119.294696,2011-12,5127720.0
5482,Hamed Haddadi,MEM,27,218.44,120.20188,2011-12,1300000.0
5483,Hamady Ndiaye,WAS,25,213.36,106.59412,2011-12,
5484,Hakim Warrick,PHX,29,205.74,99.336648,2011-12,4000000.0
5485,Gustavo Ayon,NOH,27,208.28,113.398,2011-12,1567500.0
5486,Greivis Vasquez,NOH,25,198.12,95.707912,2011-12,1113600.0
5487,Greg Stiemsma,BOS,26,210.82,117.93392,2011-12,762195.0
5488,Greg Smith,HOU,21,208.28,113.398,2011-12,301733.0
5489,Greg Monroe,DET,22,210.82,113.398,2011-12,3007920.0
5490,Grant Hill,PHX,39,203.2,102.0582,2011-12,6500000.0
5491,Henry Walker,NYK,24,198.12,106.59412,2011-12,885120.0
5492,Gordon Hayward,UTA,22,203.2,95.25432,2011-12,2532960.0
5493,Glen Davis,ORL,26,205.74,131.088088,2011-12,6300000.0
5494,Gilbert Arenas,MEM,30,193.04,97.52228,2011-12,19269307.0
5495,Gerald Wallace,NJN,29,200.66,99.79024,2011-12,9500000.0
5496,Gerald Henderson,CHA,24,195.58,97.52228,2011-12,2250600.0
5497,Gerald Green,NJN,26,203.2,90.7184,2011-12,516999.0
5498,George Hill,IND,26,187.96,81.64656,2011-12,2086360.0
5499,Gary Neal,SAS,27,193.04,95.25432,2011-12,762195.0
5500,Gary Forbes,TOR,27,200.66,99.79024,2011-12,1500000.0
5501,Francisco Garcia,SAC,30,200.66,88.45044,2011-12,5800000.0
5502,Francisco Elson,PHI,36,213.36,108.86208,2011-12,305792.0
5503,Evan Turner,PHI,23,200.66,92.98636,2011-12,4947840.0
5504,Ersan Ilyasova,MIL,25,208.28,106.59412,2011-12,2541000.0
5505,Goran Dragic,HOU,26,190.5,86.18248,2011-12,2108000.0
5506,Erick Dampier,ATL,36,210.82,120.20188,2011-12,850522.0
5507,Ian Mahinmi,DAL,25,210.82,104.32616,2011-12,915852.0
5508,Iman Shumpert,NYK,22,195.58,99.79024,2011-12,1563120.0
5509,Jason Kapono,LAL,31,203.2,97.52228,2011-12,1223166.0
5510,Jason Collins,ATL,33,213.36,115.66596,2011-12,1352181.0
5511,Jarrett Jack,NOH,28,190.5,89.357624,2011-12,5000000.0
5512,Jared Jeffries,NYK,30,210.82,108.86208,2011-12,1229255.0
5513,Jared Dudley,PHX,26,200.66,102.0582,2011-12,4250000.0
5514,Jannero Pargo,ATL,32,185.42,83.91452,2011-12,1223166.0
5515,Jan Vesely,WAS,22,210.82,108.86208,2011-12,3065040.0
5516,James Singleton,WAS,30,203.2,104.32616,2011-12,
5517,James Jones,MIA,31,203.2,97.52228,2011-12,1500000.0
5518,James Johnson,TOR,25,205.74,112.490816,2011-12,1833120.0
5519,James Harden,OKC,22,195.58,99.79024,2011-12,4604760.0
5520,James Anderson,SAS,23,198.12,97.52228,2011-12,1463520.0
5521,Ike Diogu,SAS,28,205.74,113.398,2011-12,64028.0
5522,Jameer Nelson,ORL,30,182.88,86.18248,2011-12,7800000.0
5523,Jamal Crawford,POR,32,195.58,90.7184,2011-12,5000000.0
5524,Jamaal Tinsley,UTA,34,190.5,89.357624,2011-12,1229255.0
5525,Jamaal Magloire,TOR,34,210.82,120.20188,2011-12,1352181.0
5526,JaVale McGee,DEN,24,213.36,114.305184,2011-12,2462400.0
5527,JaJuan Johnson,BOS,23,208.28,100.243832,2011-12,1042320.0
5528,JR Smith,NYK,26,198.12,99.79024,2011-12,2382353.0
5529,JJ Redick,ORL,28,193.04,86.18248,2011-12,6750000.0
5530,JJ Hickson,POR,23,205.74,109.769264,2011-12,2354537.0
5531,JJ Barea,MIN,28,182.88,79.3786,2011-12,
5532,Ivan Johnson,ATL,28,203.2,115.66596,2011-12,473604.0
5533,Ish Smith,ORL,23,182.88,79.3786,2011-12,
5534,Isaiah Thomas,SAC,23,175.26,83.91452,2011-12,473604.0
5535,Jamario Moon,CHA,32,203.2,92.98636,2011-12,
5536,Dan Gadzuric,NYK,34,210.82,108.86208,2011-12,
5537,Eric Maynor,OKC,25,190.5,79.3786,2011-12,1516680.0
5538,Eric Dawson,SAS,27,205.74,113.398,2011-12,
5539,Derrick Byars,SAS,28,200.66,99.79024,2011-12,
5540,Derrick Brown,CHA,24,203.2,105.68693600000002,2011-12,854389.0
5541,Deron Williams,NJN,28,190.5,94.800728,2011-12,16359805.0
5542,Derek Fisher,OKC,37,185.42,95.25432,2011-12,3400000.0
5543,Dennis Horner,NJN,24,205.74,104.32616,2011-12,91642.0
5544,Delonte West,DAL,28,190.5,81.64656,2011-12,1146337.0
5545,DeShawn Stevenson,NJN,31,195.58,98.883056,2011-12,2500000.0
5546,DeSagana Diop,CHA,30,213.36,127.00576,2011-12,6925400.0
5547,DeMarre Carroll,UTA,25,203.2,96.161504,2011-12,833713.0
5548,DeMarcus Cousins,SAC,21,210.82,122.46984,2011-12,3627720.0
5549,DeMar DeRozan,TOR,22,200.66,97.975872,2011-12,2625000.0
5550,DeJuan Blair,SAS,23,200.66,122.46984,2011-12,986000.0
5551,Derrick Favors,UTA,20,208.28,112.490816,2011-12,4443360.0
5552,DeAndre Liggins,ORL,24,198.12,94.800728,2011-12,473604.0
5553,David West,IND,31,205.74,108.86208,2011-12,10000000.0
5554,David Lee,GSW,29,205.74,108.86208,2011-12,11610000.0
5555,Darryl Watkins,NOH,27,210.82,117.026736,2011-12,
5556,Darren Collison,IND,24,182.88,72.57472,2011-12,1455960.0
5557,Darko Milicic,MIN,27,213.36,124.7378,2011-12,4776500.0
5558,Darius Morris,LAL,21,193.04,86.18248,2011-12,473604.0
5559,Darington Hobson,MIL,24,200.66,95.25432,2011-12,245884.0
5560,Malcolm Thomas,SAS,23,205.74,102.0582,2011-12,103104.0
5561,Danny Green,SAS,25,198.12,95.25432,2011-12,854389.0
5562,Danny Granger,IND,29,203.2,103.418976,2011-12,12015904.0
5563,Danilo Gallinari,DEN,23,208.28,102.0582,2011-12,4190182.0
5564,Daniel Orton,ORL,21,208.28,115.66596,2011-12,1105560.0
5565,DeAndre Jordan,LAC,23,210.82,120.20188,2011-12,10079404.0
5566,Eric Gordon,NOH,23,190.5,97.52228,2011-12,3831184.0
5567,Derrick Rose,CHI,23,190.5,86.18248,2011-12,6993708.0
5568,Devin Ebanks,LAL,22,205.74,97.52228,2011-12,762195.0
5569,Eric Bledsoe,LAC,22,185.42,88.45044,2011-12,1596360.0
5570,Enes Kanter,UTA,20,210.82,121.109064,2011-12,4133280.0
5571,Emeka Okafor,NOH,29,208.28,115.66596,2011-12,12541812.0
5572,Elton Brand,PHI,33,205.74,115.212368,2011-12,17059727.0
5573,Elliot Williams,POR,23,196.0,86.0,2011-12,1348800.0
5574,Ekpe Udoh,MIL,25,208.28,111.13004,2011-12,3294960.0
5575,Edwin Ubiles,WAS,25,198.12,92.532768,2011-12,
5576,Eduardo Najera,CHA,35,203.2,106.59412,2011-12,2750000.0
5577,Eddy Curry,MIA,29,213.36,133.80964,2011-12,1229255.0
5578,Ed Davis,TOR,23,208.28,105.233344,2011-12,2063040.0
5579,Earl Watson,UTA,33,185.42,90.264808,2011-12,2000000.0
5580,Earl Clark,ORL,24,208.28,102.0582,2011-12,1160000.0
5581,Derrick Williams,MIN,21,203.2,109.315672,2011-12,4602720.0
5582,Earl Boykins,HOU,36,165.1,60.327736,2011-12,
5583,E'Twaun Moore,BOS,23,193.04,86.636072,2011-12,473604.0
5584,Dwyane Wade,MIA,30,193.04,99.79024,2011-12,15691000.0
5585,Dwight Howard,ORL,26,210.82,120.20188,2011-12,18091770.0
5586,Drew Gooden,MIL,30,208.28,113.398,2011-12,6226200.0
5587,Dorell Wright,GSW,26,205.74,92.98636,2011-12,3823000.0
5588,Donte Greene,SAC,24,210.82,102.511792,2011-12,2015896.0
5589,Donald Sloan,CLE,24,190.5,92.98636,2011-12,198629.0
5590,Dominique Jones,DAL,23,195.58,97.52228,2011-12,1193280.0
5591,Dominic McGuire,GSW,26,205.74,106.59412,2011-12,915852.0
5592,Dirk Nowitzki,DAL,34,213.36,111.13004,2011-12,19092873.0
5593,Dexter Pittman,MIA,24,210.82,129.27372,2011-12,762195.0
5594,Devin Harris,UTA,29,190.5,87.089664,2011-12,9319000.0
5595,Earl Barron,GSW,30,213.36,113.398,2011-12,185588.0
5596,Manny Harris,CLE,22,195.58,83.91452,2011-12,122942.0
5597,Marcus Thornton,SAC,25,193.04,92.98636,2011-12,7000000.0
5598,MarShon Brooks,NJN,23,195.58,90.7184,2011-12,1110120.0
5599,Xavier Henry,NOH,21,198.12,99.79024,2011-12,2171640.0
5600,Xavier Silas,PHI,24,195.58,92.98636,2011-12,
5601,Yi Jianlian,DAL,24,213.36,113.398,2011-12,827197.0
5602,Zach Randolph,MEM,30,205.74,117.93392,2011-12,15200000.0
5603,Zaza Pachulia,ATL,28,210.82,124.7378,2011-12,4750000.0
5604,Cole Aldrich,OKC,23,210.82,108.86208,2011-12,2286000.0
5605,Chuck Hayes,SAC,29,198.12,113.398,2011-12,5250000.0
5606,Christian Eyenga,LAL,23,200.66,95.25432,2011-12,1097520.0
5607,Chris Wright,GSW,23,203.2,102.511792,2011-12,473604.0
5608,Chris Wilcox,BOS,29,208.28,106.59412,2011-12,3000000.0
5609,Chris Singleton,WAS,22,203.2,104.32616,2011-12,1485000.0
5610,Chris Paul,LAC,27,182.88,79.3786,2011-12,16359805.0
5611,Wilson Chandler,DEN,25,203.2,102.0582,2011-12,
5612,Chris Kaman,NOH,30,213.36,120.20188,2011-12,14030000.0
5613,Chris Duhon,ORL,29,185.42,86.18248,2011-12,3500000.0
5614,Chris Bosh,MIA,28,210.82,106.59412,2011-12,16022500.0
5615,Chris Andersen,DEN,33,208.28,103.418976,2011-12,4234000.0
5616,Chauncey Billups,LAC,35,190.5,95.25432,2011-12,14200000.0
5617,Chase Budinger,HOU,24,200.66,98.883056,2011-12,854389.0
5618,Charlie Villanueva,DET,27,210.82,105.233344,2011-12,7540000.0
5619,Charles Jenkins,GSW,23,190.5,99.79024,2011-12,473604.0
5620,Channing Frye,PHX,29,210.82,111.13004,2011-12,5600000.0
5621,Chandler Parsons,HOU,23,205.74,102.965384,2011-12,850000.0
5622,Cartier Martin,WAS,27,200.66,99.79024,2011-12,
5623,Caron Butler,LAC,32,200.66,103.418976,2011-12,8000000.0
5624,Carmelo Anthony,NYK,28,203.2,104.32616,2011-12,18518574.0
5625,Chris Johnson,NOH,26,210.82,95.25432,2011-12,762195.0
5626,Carlos Delfino,MIL,29,198.12,104.32616,2011-12,3500000.0
5627,Willie Green,ATL,30,190.5,91.171992,2011-12,1223166.0
5628,Wesley Matthews,POR,25,195.58,99.79024,2011-12,6135160.0
5629,Tony Allen,MEM,30,193.04,96.615096,2011-12,3150000.0
5630,Tony Battie,PHI,36,210.82,108.86208,2011-12,1352181.0
5631,Tony Parker,SAS,30,187.96,83.91452,2011-12,12500000.0
5632,Tracy McGrady,ATL,33,203.2,102.0582,2011-12,1352181.0
5633,Travis Leslie,LAC,22,193.04,92.98636,2011-12,473604.0
5634,Travis Outlaw,SAC,27,205.74,93.893544,2011-12,7000000.0
5635,Trevor Ariza,NOH,27,203.2,95.25432,2011-12,6790640.0
5636,Trevor Booker,WAS,24,203.2,108.86208,2011-12,1294920.0
5637,Trey Johnson,NOH,27,195.58,97.52228,2011-12,
5638,Trey Thompkins,LAC,22,208.28,111.13004,2011-12,473604.0
5639,Tristan Thompson,CLE,21,205.74,102.965384,2011-12,3726600.0
5640,Troy Murphy,LAL,32,210.82,111.13004,2011-12,1352181.0
5641,Will Bynum,DET,29,182.88,83.91452,2011-12,3250000.0
5642,Ty Lawson,DEN,24,180.34,88.45044,2011-12,1654440.0
5643,Tyler Honeycutt,SAC,21,203.2,85.275296,2011-12,775000.0
5644,Tyreke Evans,SAC,22,198.12,99.79024,2011-12,4151640.0
5645,Tyrus Thomas,CHA,25,208.28,102.0582,2011-12,7305765.0
5646,Tyson Chandler,NYK,29,215.9,108.86208,2011-12,13107837.0
5647,Udonis Haslem,MIA,32,203.2,106.59412,2011-12,3780000.0
5648,Vernon Macklin,DET,25,208.28,102.965384,2011-12,473604.0
5649,Vince Carter,DAL,35,198.12,99.79024,2011-12,21300000.0
5650,Vladimir Radmanovic,ATL,31,208.28,106.59412,2011-12,1352181.0
5651,Von Wafer,ORL,26,195.58,94.800728,2011-12,992680.0
5652,Walker Russell,DET,29,182.88,77.11064,2011-12,374289.0
5653,Wayne Ellington,MIN,24,193.04,90.7184,2011-12,1154040.0
5654,Wesley Johnson,MIN,24,200.66,97.52228,2011-12,4006080.0
5655,Tyler Hansbrough,IND,26,205.74,113.398,2011-12,2138040.0
5656,Toney Douglas,NYK,26,187.96,83.91452,2011-12,1145640.0
5657,Carlos Boozer,CHI,30,205.74,120.655472,2011-12,13500000.0
5658,Carl Landry,NOH,28,205.74,112.490816,2011-12,8500000.0
5659,Anthony Randolph,MIN,22,210.82,102.0582,2011-12,2911231.0
5660,Anthony Parker,CLE,37,198.12,95.25432,2011-12,2250000.0
5661,Anthony Morrow,NJN,26,195.58,95.25432,2011-12,4000000.0
5662,Anthony Carter,TOR,37,185.42,86.18248,2011-12,1352181.0
5663,Antawn Jamison,CLE,36,205.74,106.59412,2011-12,15076715.0
5664,Andris Biedrins,GSW,26,213.36,109.769264,2011-12,9000000.0
5665,Andrew Goudelock,LAL,23,190.5,90.7184,2011-12,473604.0
5666,Andrew Bynum,LAL,24,213.36,129.27372,2011-12,14900000.0
5667,Andrew Bogut,MIL,27,213.36,117.93392,2011-12,12000000.0
5668,Andres Nocioni,PHI,32,200.66,102.0582,2011-12,6650000.0
5669,Andrea Bargnani,TOR,26,213.36,116.119552,2011-12,9250000.0
5670,Andre Miller,DEN,36,187.96,90.7184,2011-12,7807728.0
5671,Anthony Tolliver,MIN,27,203.2,108.86208,2011-12,2050000.0
5672,Andre Iguodala,PHI,28,198.12,93.893544,2011-12,13531750.0
5673,Andray Blatche,WAS,25,210.82,117.93392,2011-12,6442083.0
5674,Anderson Varejao,CLE,29,210.82,117.93392,2011-12,7700000.0
5675,Amir Johnson,TOR,25,205.74,95.25432,2011-12,5500000.0
5676,Amar'e Stoudemire,NYK,29,210.82,117.93392,2011-12,
5677,Alonzo Gee,CLE,25,198.12,99.336648,2011-12,854389.0
5678,Alec Burks,UTA,20,198.12,91.625584,2011-12,2020200.0
5679,Alan Anderson,TOR,29,198.12,99.79024,2011-12,
5680,Al-Farouq Aminu,NOH,21,205.74,97.52228,2011-12,2755560.0
5681,Al Jefferson,UTA,27,208.28,131.088088,2011-12,14000000.0
5682,Al Horford,ATL,26,208.28,113.398,2011-12,12000000.0
5683,Al Harrington,DEN,32,205.74,113.398,2011-12,6226200.0
5684,Aaron Gray,TOR,27,213.36,122.46984,2011-12,2500000.0
5685,Andre Emmett,NJN,29,195.58,104.32616,2011-12,61433.0
5686,Carldell Johnson,NOH,29,177.8,81.64656,2011-12,168035.0
5687,Armon Johnson,NJN,23,190.5,88.45044,2011-12,762195.0
5688,Austin Daye,DET,24,210.82,90.7184,2011-12,1929600.0
5689,CJ Miles,UTA,25,198.12,100.697424,2011-12,3700000.0
5690,CJ Watson,CHI,28,187.96,79.3786,2011-12,3400000.0
5691,Byron Mullens,CHA,23,213.36,124.7378,2011-12,
5692,Brook Lopez,NJN,24,213.36,120.20188,2011-12,3076983.0
5693,Brian Skinner,MEM,36,205.74,115.66596,2011-12,65446.0
5694,Brian Scalabrine,CHI,34,205.74,106.59412,2011-12,1352181.0
5695,Brian Cook,WAS,31,205.74,113.398,2011-12,1223166.0
5696,Brian Cardinal,DAL,35,203.2,108.86208,2011-12,1352181.0
5697,Brendan Haywood,DAL,32,213.36,119.294696,2011-12,7624500.0
5698,Brandon Rush,GSW,26,198.12,102.0582,2011-12,2956658.0
5699,Brandon Knight,DET,20,190.5,85.728888,2011-12,2563320.0
5700,Brandon Jennings,MIL,22,185.42,76.657048,2011-12,2493720.0
5701,Arron Afflalo,DEN,26,195.58,97.52228,2011-12,7562500.0
5702,Brandon Bass,BOS,27,203.2,113.398,2011-12,4250000.0
5703,Brad Miller,MIN,36,213.36,118.38751200000002,2011-12,4752000.0
5704,Boris Diaw,SAS,30,203.2,106.59412,2011-12,9000000.0
5705,Bobby Simmons,LAC,32,198.12,106.59412,2011-12,594836.0
5706,Blake Griffin,LAC,23,208.28,113.851592,2011-12,5731080.0
5707,Blake Ahearn,UTA,28,187.96,86.18248,2011-12,
5708,Bismack Biyombo,CHA,19,205.74,111.13004,2011-12,2798040.0
5709,Beno Udrih,MIL,29,190.5,92.079176,2011-12,6925400.0
5710,Ben Wallace,DET,37,205.74,108.86208,2011-12,2246400.0
5711,Ben Uzoh,TOR,24,190.5,92.98636,2011-12,61433.0
5712,Ben Gordon,DET,29,190.5,90.7184,2011-12,11600000.0
5713,Baron Davis,NYK,33,190.5,96.161504,2011-12,15252181.0
5714,Avery Bradley,BOS,21,187.96,81.64656,2011-12,1524480.0
5715,Brandan Wright,DAL,24,208.28,95.25432,2011-12,915852.0
5716,Manu Ginobili,SAS,34,198.12,92.98636,2011-12,12981038.0
5717,Tobias Harris,MIL,19,203.2,102.511792,2011-12,1418160.0
5718,Tim Duncan,SAS,36,210.82,115.66596,2011-12,21164619.0
5719,Morris Almond,WAS,27,198.12,102.0582,2011-12,
5720,Mychel Thompson,CLE,24,198.12,95.707912,2011-12,168035.0
5721,Nate Robinson,GSW,28,175.26,81.64656,2011-12,5483307.0
5722,Nazr Mohammed,OKC,34,208.28,113.398,2011-12,3750000.0
5723,Nene,WAS,29,210.82,113.398,2011-12,
5724,Nick Collison,OKC,31,208.28,115.66596,2011-12,3272997.0
5725,Nick Young,LAC,27,200.66,95.25432,2011-12,3695857.0
5726,Nicolas Batum,POR,23,203.2,90.7184,2011-12,2155365.0
5727,Nikola Pekovic,MIN,26,210.82,131.54168,2011-12,4503600.0
5728,Nikola Vucevic,PHI,21,213.36,108.86208,2011-12,1645400.0
5729,Nolan Smith,POR,23,187.96,83.91452,2011-12,1306920.0
5730,Norris Cole,MIA,23,187.96,79.3786,2011-12,1035960.0
5731,Monta Ellis,MIL,26,190.5,83.91452,2011-12,11000000.0
5732,OJ Mayo,MEM,24,193.04,95.25432,2011-12,5632637.0
5733,Omri Casspi,CLE,24,205.74,102.0582,2011-12,1341960.0
5734,Patrick Patterson,HOU,23,205.74,106.59412,2011-12,1959960.0
5735,Patty Mills,SAS,23,182.88,83.91452,2011-12,
5736,Pau Gasol,LAL,31,213.36,113.398,2011-12,18714150.0
5737,Paul George,IND,22,203.2,97.52228,2011-12,2406240.0
5738,Paul Millsap,UTA,27,203.2,114.758776,2011-12,8103435.0
5739,Paul Pierce,BOS,34,200.66,106.59412,2011-12,15333334.0
5740,Quentin Richardson,ORL,32,198.12,103.418976,2011-12,2446600.0
5741,Quincy Pondexter,MEM,24,198.12,102.0582,2011-12,1153800.0
5742,Raja Bell,UTA,35,195.58,95.25432,2011-12,3240000.0
5743,Rajon Rondo,BOS,26,185.42,84.368112,2011-12,10045455.0
5744,Ramon Sessions,LAL,26,190.5,86.18248,2011-12,4257973.0
5745,Omer Asik,CHI,25,213.36,115.66596,2011-12,1857500.0
5746,Randy Foye,LAC,28,193.04,96.615096,2011-12,4250000.0
5747,Mo Williams,LAC,29,185.42,88.45044,2011-12,
5748,Mike Miller,MIA,32,203.2,95.25432,2011-12,5400000.0
5749,Marc Gasol,MEM,27,215.9,120.20188,2011-12,12922194.0
5750,Marcin Gortat,PHX,28,210.82,108.86208,2011-12,6790640.0
5751,Marco Belinelli,NOH,26,195.58,88.45044,2011-12,3377604.0
5752,Marcus Camby,HOU,38,210.82,106.59412,2011-12,11227250.0
5753,Marcus Morris,HOU,22,205.74,106.59412,2011-12,1823280.0
5754,Jason Maxiell,DET,29,200.66,117.93392,2011-12,5000000.0
5755,Mario Chalmers,MIA,26,187.96,86.18248,2011-12,4000000.0
5756,Markieff Morris,PHX,22,208.28,111.13004,2011-12,1919160.0
5757,Marquis Daniels,BOS,31,198.12,90.7184,2011-12,1223166.0
5758,Marreese Speights,MEM,24,208.28,115.66596,2011-12,2721255.0
5759,Martell Webster,MIN,25,200.66,104.32616,2011-12,5256000.0
5760,Marvin Williams,ATL,26,205.74,111.13004,2011-12,7500000.0
5761,Mikki Moore,GSW,36,213.36,102.0582,2011-12,
5762,Matt Barnes,LAL,32,200.66,102.511792,2011-12,1906200.0
5763,Matt Carroll,CHA,31,198.12,96.161504,2011-12,3900000.0
5764,Maurice Evans,WAS,33,195.58,99.79024,2011-12,1223166.0
5765,Mehmet Okur,NJN,33,210.82,117.93392,2011-12,10890000.0
5766,Metta World Peace,LAL,32,200.66,117.93392,2011-12,6790640.0
5767,Michael Beasley,MIN,23,208.28,106.59412,2011-12,6262347.0
5768,Michael Redd,PHX,32,198.12,97.52228,2011-12,1308506.0
5769,Mickael Pietrus,BOS,30,198.12,97.52228,2011-12,6523166.0
5770,Mickell Gladness,GSW,25,210.82,99.79024,2011-12,248263.0
5771,Mike Bibby,NYK,34,187.96,88.45044,2011-12,1352181.0
5772,Mike Conley,MEM,24,185.42,83.91452,2011-12,6611571.0
5773,Mike Dunleavy,MIL,31,205.74,104.32616,2011-12,3750000.0
5774,Mike James,CHI,37,187.96,85.275296,2011-12,277566.0
5775,Matt Bonner,SAS,32,208.28,106.59412,2011-12,3315000.0
5776,Timofey Mozgov,DEN,25,215.9,113.398,2011-12,3343896.0
5777,Rashard Lewis,WAS,32,208.28,104.32616,2011-12,21136631.0
5778,Ray Allen,BOS,36,195.58,92.98636,2011-12,10000000.0
5779,Semih Erden,CLE,25,213.36,108.86208,2011-12,762195.0
5780,Serge Ibaka,OKC,22,208.28,106.59412,2011-12,1288200.0
5781,Shane Battier,MIA,33,203.2,102.0582,2011-12,3000000.0
5782,Shannon Brown,PHX,26,193.04,95.25432,2011-12,3500000.0
5783,Shaun Livingston,MIL,26,200.66,79.3786,2011-12,3500000.0
5784,Shawn Marion,DAL,34,200.66,103.418976,2011-12,8022449.0
5785,Shawne Williams,NJN,26,205.74,104.32616,2011-12,3000000.0
5786,Shelden Williams,NJN,28,205.74,113.398,2011-12,992680.0
5787,Shelvin Mack,WAS,22,190.5,93.893544,2011-12,473604.0
5788,Solomon Alabi,TOR,24,215.9,114.305184,2011-12,830000.0
5789,Solomon Jones,NOH,27,208.28,111.13004,2011-12,440353.0
5790,Spencer Hawes,PHI,24,215.9,111.13004,2011-12,4051024.0
5791,Sebastian Telfair,PHX,27,182.88,77.11064,2011-12,1500000.0
5792,Stephen Curry,GSW,24,190.5,83.91452,2011-12,3117120.0
5793,Steve Blake,LAL,32,190.5,78.017824,2011-12,4000000.0
5794,Steve Nash,PHX,38,190.5,80.73937600000001,2011-12,11689062.0
5795,Steve Novak,NYK,29,208.28,108.86208,2011-12,992680.0
5796,Sundiata Gaines,NJN,26,185.42,90.7184,2011-12,854389.0
5797,TJ Ford,SAS,29,182.88,74.84268,2011-12,1146337.0
5798,Taj Gibson,CHI,27,205.74,102.0582,2011-12,1195680.0
5799,Tayshaun Prince,DET,32,205.74,97.52228,2011-12,6292135.0
5800,Terrel Harris,MIA,24,193.04,86.18248,2011-12,473604.0
5801,Terrence Williams,SAC,25,198.12,99.79024,2011-12,2369040.0
5802,Thabo Sefolosha,OKC,28,200.66,97.52228,2011-12,3300000.0
5803,Thaddeus Young,PHI,24,203.2,99.79024,2011-12,7478261.0
5804,Tiago Splitter,SAS,27,210.82,108.86208,2011-12,3672000.0
5805,Stephen Jackson,SAS,34,203.2,99.79024,2011-12,9256500.0
5806,Rasual Butler,TOR,33,200.66,97.52228,2011-12,1229255.0
5807,Sean Williams,BOS,25,208.28,106.59412,2011-12,885120.0
5808,Samuel Dalembert,HOU,32,210.82,113.398,2011-12,7000000.0
5809,Raymond Felton,POR,28,185.42,92.98636,2011-12,7560000.0
5810,Reggie Evans,LAC,32,203.2,111.13004,2011-12,1229255.0
5811,Reggie Jackson,OKC,22,190.5,94.347136,2011-12,1156320.0
5812,Reggie Williams,CHA,25,201.0,86.0,2011-12,2500000.0
5813,Renaldo Balkman,NYK,27,203.2,102.0582,2011-12,1675000.0
5814,Richard Hamilton,CHI,34,200.66,87.543256,2011-12,17500000.0
5815,Richard Jefferson,GSW,32,200.66,104.32616,2011-12,9282000.0
5816,Ricky Rubio,MIN,21,193.04,81.64656,2011-12,3480120.0
5817,Robin Lopez,PHX,24,213.36,115.66596,2011-12,2862602.0
5818,Rodney Stuckey,DET,26,195.58,92.98636,2011-12,8500000.0
5819,Rodrigue Beaubois,DAL,24,187.96,83.91452,2011-12,1236720.0
5820,Roger Mason Jr,WAS,31,195.58,92.98636,2011-12,
5821,Sasha Pavlovic,BOS,28,200.66,106.59412,2011-12,
5822,Ronnie Brewer,CHI,27,200.66,102.965384,2011-12,4710000.0
5823,Ronny Turiaf,MIA,29,208.28,111.13004,2011-12,4360000.0
5824,Roy Hibbert,IND,25,218.44,117.93392,2011-12,2588590.0
5825,Royal Ivey,OKC,30,193.04,97.52228,2011-12,1200000.0
5826,Rudy Fernandez,DEN,27,198.12,83.91452,2011-12,2180443.0
5827,Rudy Gay,MEM,25,203.2,104.32616,2011-12,15032144.0
5828,Russell Westbrook,OKC,23,190.5,84.821704,2011-12,5082416.0
5829,Ryan Anderson,ORL,24,208.28,108.86208,2011-12,2244601.0
5830,Ryan Gomes,LAC,29,200.66,111.13004,2011-12,4000000.0
5831,Ryan Hollins,BOS,27,213.36,108.86208,2011-12,2483333.0
5832,Ryan Reid,OKC,25,203.2,106.59412,2011-12,475000.0
5833,Sam Young,PHI,27,198.12,99.79024,2011-12,947800.0
5834,Samardo Samuels,CLE,23,205.74,117.93392,2011-12,762195.0
5835,Ronnie Price,PHX,29,187.96,86.18248,2011-12,1069509.0
5836,Jason Kidd,DAL,39,193.04,95.25432,2011-12,10121000.0
5837,Earl Barron,NYK,31,213.36,113.398,2012-13,339726.0
5838,Aaron Brooks,HOU,28,182.88,73.028312,2012-13,5750000.0
5839,Tristan Thompson,CLE,22,205.74,102.965384,2012-13,4006080.0
5840,Trevor Booker,WAS,25,203.2,108.86208,2012-13,1385280.0
5841,Trevor Ariza,WAS,28,203.2,95.25432,2012-13,7258960.0
5842,Travis Outlaw,SAC,28,205.74,93.893544,2012-13,7000000.0
5843,Tornike Shengelia,BKN,21,205.74,108.86208,2012-13,473604.0
5844,Tony Wroten,MEM,20,198.12,94.347136,2012-13,1110120.0
5845,Tony Parker,SAS,31,187.96,83.91452,2012-13,12500000.0
5846,Tony Allen,MEM,31,193.04,96.615096,2012-13,3300000.0
5847,Toney Douglas,SAC,27,187.96,83.91452,2012-13,2067880.0
5848,Tobias Harris,ORL,20,203.2,102.511792,2012-13,1524480.0
5849,Timofey Mozgov,DEN,26,215.9,113.398,2012-13,2794621.0
5850,Troy Murphy,DAL,33,210.82,111.13004,2012-13,226619.0
5851,Tim Ohlbrecht,HOU,24,210.82,115.66596,2012-13,142081.0
5852,Tiago Splitter,SAS,28,210.82,108.86208,2012-13,3944000.0
