,Player Name,Team (3 Letter),Age,Player Height,Player Weight,Season,Salary
421,Elliot Perry,NJN,31,182.88,68.945984,1999-00,
422,Drew Barry,ATL,27,195.58,86.636072,1999-00,
423,Doug West,VAN,33,198.12,99.79024,1999-00,
424,Doug Christie,TOR,30,198.12,92.98636,1999-00,
425,Donyell Marshall,GSW,27,205.74,104.32616,1999-00,5250000.0
426,Doug Overton,BOS,30,190.5,86.18248,1999-00,
427,Donny Marshall,CLE,27,200.66,104.32616,1999-00,
428,Detlef Schrempf,POR,37,208.28,106.59412,1999-00,
429,Devean George,LAL,22,203.2,99.79024,1999-00,790000.0
430,Devin Gray,HOU,28,200.66,108.86208,1999-00,
431,Dikembe Mutombo,ATL,34,218.44,118.38751200000002,1999-00,
432,Dickey Simpkins,CHI,28,205.74,115.66596,1999-00,
433,Dirk Nowitzki,DAL,22,213.36,107.501304,1999-00,1583000.0
434,Don MacLean,PHX,30,208.28,106.59412,1999-00,
435,Don Reid,WAS,26,203.2,113.398,1999-00,
436,Dion Glover,ATL,21,195.58,103.418976,1999-00,893000.0
437,Derrick Dial,SAS,24,193.04,83.46092800000001,1999-00,
438,Jermaine O'Neal,IND,22,210.82,102.511792,2000-01,5710000.0
439,Jerome Kersey,MIL,39,200.66,97.52228,2000-01,1000000.0
440,Jason Williams,SAC,25,185.42,86.18248,2000-01,2011080.0
441,Jelani McCoy,SEA,23,208.28,111.13004,2000-01,1110000.0
442,Jeff McInnis,LAC,26,193.04,80.73937600000001,2000-01,523500.0
443,Jeff Foster,IND,24,210.82,109.769264,2000-01,922080.0
444,Jaren Jackson,SAS,33,193.04,86.18248,2000-01,1750000.0
445,Jason Kidd,PHX,28,193.04,96.161504,2000-01,7680000.0
446,Jason Hart,MIL,23,187.96,82.10015200000001,2000-01,316969.0
447,Jason Collier,HOU,23,213.36,117.93392,2000-01,1190760.0
448,Jason Caffey,MIL,28,203.2,116.119552,2000-01,4380000.0
449,Jerome Moiso,BOS,23,208.28,105.233344,2000-01,1461960.0
450,Jamie Feick,NJN,26,205.74,115.66596,2000-01,2200000.0
451,James Robinson,ORL,30,187.96,81.64656,2000-01,1870000.0
452,James Posey,DEN,24,203.2,97.52228,2000-01,1047600.0
453,Jason Terry,ATL,23,187.96,78.017824,2000-01,1579080.0
454,Jerome Williams,TOR,28,205.74,93.439952,2000-01,2870000.0
455,John Stockton,UTA,39,185.42,79.3786,2000-01,11000000.0
456,Jim Jackson,CLE,30,198.12,99.79024,2000-01,2330000.0
457,Karl Malone,UTA,37,205.74,116.119552,2000-01,15750000.0
458,Jamel Thomas,NJN,24,198.12,99.336648,2000-01,
459,Juwan Howard,DAL,28,205.74,113.398,2000-01,16875000.0
460,Jumaine Jones,PHI,22,203.2,98.883056,2000-01,735600.0
461,Jud Buechler,DET,33,198.12,103.418976,2000-01,3260000.0
462,Jonathan Bender,IND,20,210.82,89.811216,2000-01,2380680.0
463,Jon Barry,SAC,31,195.58,95.25432,2000-01,2730000.0
464,Jerry Stackhouse,DET,26,198.12,98.883056,2000-01,5310000.0
465,Johnny Newman,NJN,37,200.66,95.25432,2000-01,2000000.0
466,John Starks,UTA,35,195.58,86.18248,2000-01,2250000.0
467,John Crotty,UTA,31,187.96,87.996848,2000-01,800000.0
468,John Coker,GSW,29,213.36,114.758776,2000-01,
469,John Amaechi,ORL,30,208.28,122.46984,2000-01,600000.0
470,Joel Przybilla,MIL,21,215.9,115.66596,2000-01,1619880.0
471,Joe Smith,DET,25,208.28,102.0582,2000-01,2250000.0
472,Jim McIlvaine,NJN,28,215.9,108.86208,2000-01,5400000.0
473,John Wallace,DET,27,205.74,102.0582,2000-01,2200000.0
474,Jamal Robinson,MIA,27,200.66,96.161504,2000-01,40000.0
475,Greg Anthony,POR,33,185.42,81.64656,2000-01,3500000.0
476,Jamal Crawford,CHI,21,195.58,90.7184,2000-01,1762320.0
477,Greg Foster,LAL,32,210.82,113.398,2000-01,1760000.0
478,Greg Buckner,DAL,24,193.04,95.25432,2000-01,1100000.0
479,Grant Long,VAN,35,205.74,113.398,2000-01,2200000.0
480,Grant Hill,ORL,28,203.2,102.0582,2000-01,9660000.0
481,Glenn Robinson,MIL,28,200.66,104.32616,2000-01,8120000.0
482,Glen Rice,NYK,34,203.2,99.79024,2000-01,7578900.0
483,Gerard King,WAS,28,205.74,104.32616,2000-01,489500.0
484,Greg Ostertag,UTA,28,218.44,127.00576,2000-01,5200000.0
485,George McCloud,DEN,34,203.2,102.0582,2000-01,2200000.0
486,Gary Trent,DAL,26,203.2,113.398,2000-01,2400000.0
487,Gary Payton,SEA,32,193.04,81.64656,2000-01,12200000.0
488,Gary Grant,POR,36,190.5,83.91452,2000-01,1316969.0
489,Garth Joseph,DEN,27,218.44,138.799152,2000-01,316969.0
490,Fred Hoiberg,CHI,28,195.58,95.25432,2000-01,880000.0
491,Felton Spencer,NYK,33,213.36,120.20188,2000-01,1000000.0
492,Keith Van Horn,NJN,25,208.28,115.66596,2000-01,9000000.0
493,George Lynch,PHI,30,203.2,103.418976,2000-01,2200000.0
494,Jamal Mashburn,CHH,28,203.2,109.315672,2000-01,6200000.0
495,Hakeem Olajuwon,HOU,38,213.36,115.66596,2000-01,16700000.0
496,Hedo Turkoglu,SAC,22,203.2,99.79024,2000-01,
497,Jamaal Magloire,CHH,23,208.28,117.93392,2000-01,975000.0
498,Jalen Rose,IND,28,203.2,102.0582,2000-01,9660000.0
499,Jake Voskuhl,CHI,23,210.82,111.13004,2000-01,316969.0
500,Jake Tsakalidis,PHX,22,218.44,129.27372,2000-01,
501,Jahidi White,WAS,25,205.74,131.54168,2000-01,3922000.0
502,Jacque Vaughn,UTA,26,185.42,86.18248,2000-01,1500000.0
503,Jabari Smith,SAC,24,210.82,113.398,2000-01,316969.0
504,Hanno Mottola,ATL,24,210.82,112.037224,2000-01,316969.0
505,JR Reid,CLE,33,205.74,112.037224,2000-01,2200000.0
506,Ira Newble,SAS,26,200.66,97.52228,2000-01,316969.0
507,Ira Bowman,ATL,28,195.58,88.45044,2000-01,
508,Ike Austin,VAN,31,208.28,122.46984,2000-01,
509,Hubert Davis,WAS,31,195.58,83.007336,2000-01,2100000.0
510,Howard Eisley,DAL,28,187.96,81.64656,2000-01,4250000.0
511,Horace Grant,LAL,35,208.28,111.13004,2000-01,6500000.0
512,Hersey Hawkins,CHH,34,190.5,90.7184,2000-01,4760000.0
513,Isaiah Rider,LAL,30,195.58,97.52228,2000-01,736000.0
514,Kelvin Cato,HOU,26,210.82,115.66596,2000-01,5330000.0
515,Metta World Peace,CHI,21,200.66,111.583632,2000-01,1160760.0
516,Kenny Anderson,BOS,30,185.42,76.203456,2000-01,7520000.0
517,Michael Redd,MIL,21,198.12,97.068688,2000-01,316969.0
518,Michael Olowokandi,LAC,26,213.36,131.995272,2000-01,3697440.0
519,Michael Hawkins,CLE,28,182.88,80.73937600000001,2000-01,423500.0
520,Michael Finley,DAL,28,200.66,97.52228,2000-01,8400000.0
521,Michael Doleac,ORL,24,210.82,118.841104,2000-01,1452000.0
522,Michael Dickerson,VAN,26,193.04,86.18248,2000-01,1310400.0
523,Michael Curry,DET,32,195.58,95.25432,2000-01,2200000.0
524,Michael Ruffin,CHI,24,203.2,112.490816,2000-01,440000.0
525,Felipe Lopez,MIN,26,195.58,88.45044,2000-01,831120.0
526,Matt Maloney,ATL,29,190.5,90.7184,2000-01,2401000.0
527,Matt Harpring,CLE,25,200.66,104.779752,2000-01,1244880.0
528,Matt Geiger,PHI,31,215.9,112.490816,2000-01,7515840.0
529,Matt Bullard,HOU,34,208.28,106.59412,2000-01,2100000.0
530,Mateen Cleaves,DET,23,187.96,92.98636,2000-01,1253400.0
531,Mark Strickland,NJN,30,208.28,99.79024,2000-01,2400000.0
532,Mark Pope,MIL,28,208.28,106.59412,2000-01,498500.0
533,Maurice Taylor,HOU,24,205.74,117.93392,2000-01,2250000.0
534,Mark Madsen,LAL,25,205.74,108.86208,2000-01,707040.0
535,Michael Smith,WAS,29,203.2,108.86208,2000-01,2200000.0
536,Mike Bibby,VAN,23,185.42,86.18248,2000-01,3308160.0
537,Olumide Oyedeji,SEA,20,208.28,108.86208,2000-01,316969.0
538,Olden Polynice,UTA,36,213.36,113.398,2000-01,2200000.0
539,Obinna Ekezie,DAL,25,205.74,117.93392,2000-01,423500.0
540,Nick Van Exel,DEN,29,185.42,86.18248,2000-01,9200000.0
541,Nick Anderson,SAC,33,198.12,103.418976,2000-01,3750000.0
542,Nazr Mohammed,ATL,23,208.28,108.86208,2000-01,739080.0
543,Muggsy Bogues,TOR,36,160.02,61.688512,2000-01,1740000.0
544,Michael Stewart,TOR,26,208.28,104.32616,2000-01,3520000.0
545,Morris Peterson,TOR,23,200.66,98.883056,2000-01,898560.0
546,Moochie Norris,HOU,27,185.42,79.3786,2000-01,523500.0
547,Monty Williams,ORL,29,203.2,102.0582,2000-01,1000000.0
548,Mitch Richmond,WAS,36,195.58,97.52228,2000-01,10000000.0
549,Mikki Moore,DET,25,213.36,104.32616,2000-01,2850000.0
550,Mike Smith,WAS,25,203.2,88.45044,2000-01,316969.0
551,Mike Penberthy,LAL,26,190.5,81.64656,2000-01,316969.0
552,Mike Miller,ORL,21,203.2,98.883056,2000-01,2320080.0
553,Mookie Blaylock,GSW,34,185.42,83.91452,2000-01,4800000.0
554,Kendall Gill,NJN,33,195.58,97.975872,2000-01,7000000.0
555,Mark Jackson,NYK,36,190.5,92.98636,2000-01,3570000.0
556,Mark Blount,BOS,25,213.36,104.32616,2000-01,316969.0
557,Lari Ketner,IND,24,205.74,125.644984,2000-01,423500.0
558,Lamond Murray,CLE,28,200.66,107.047712,2000-01,3380000.0
559,Lamar Odom,LAC,21,208.28,96.615096,2000-01,2628960.0
560,LaPhonso Ellis,MIN,31,203.2,108.86208,2000-01,1200000.0
561,Kurt Thomas,NYK,28,205.74,104.32616,2000-01,3680000.0
562,Kornel David,DET,29,205.74,104.32616,2000-01,498500.0
563,Kobe Bryant,LAL,22,200.66,95.25432,2000-01,10130000.0
564,Laron Profit,WAS,23,195.58,92.532768,2000-01,508000.0
565,Khalid El-Amin,CHI,22,177.8,90.7184,2000-01,316969.0
566,Kevin Willis,DEN,38,213.36,111.13004,2000-01,2870000.0
567,Kevin Ollie,PHI,28,187.96,88.45044,2000-01,523500.0
568,Kevin Garnett,MIN,25,210.82,99.79024,2000-01,19610000.0
569,Kevin Edwards,VAN,35,190.5,95.25432,2000-01,1000000.0
570,Keon Clark,TOR,26,210.82,100.243832,2000-01,1379400.0
571,Kenyon Martin,NJN,23,205.74,104.32616,2000-01,3536640.0
572,Kenny Thomas,HOU,23,203.2,117.93392,2000-01,885120.0
573,Keyon Dooling,LAC,21,195.58,87.543256,2000-01,1538880.0
574,Mark Bryant,DAL,36,205.74,113.398,2000-01,3029268.0
575,Larry Hughes,GSW,22,195.58,83.46092800000001,2000-01,1842480.0
576,Larry Robinson,ATL,33,190.5,81.64656,2000-01,611000.0
577,Mario Elie,PHX,37,195.58,102.0582,2000-01,1000000.0
578,Marcus Fizer,CHI,22,205.74,118.841104,2000-01,2562000.0
579,Marcus Camby,NYK,27,210.82,102.0582,2000-01,5750000.0
580,Marc Jackson,GSW,26,208.28,122.46984,2000-01,316969.0
581,Mamadou N'diaye,TOR,26,213.36,115.66596,2000-01,737880.0
582,Malik Rose,SAS,26,200.66,115.66596,2000-01,2570000.0
583,Mahmoud Abdul-Rauf,VAN,32,185.42,73.481904,2000-01,798500.0
584,Larry Johnson,NYK,32,200.66,106.59412,2000-01,11000000.0
585,Lucious Harris,NJN,30,195.58,92.98636,2000-01,2160000.0
586,Loy Vaught,WAS,33,205.74,108.86208,2000-01,4812025.0
587,Lorenzen Wright,ATL,25,210.82,108.86208,2000-01,4950000.0
588,Lindsey Hunter,MIL,30,187.96,90.7184,2000-01,2650000.0
589,Lee Nailon,CHH,26,203.2,109.315672,2000-01,316969.0
590,Lawrence Funderburke,SAC,30,205.74,104.32616,2000-01,2700000.0
591,Lavor Postell,NYK,23,195.58,92.98636,2000-01,316969.0
592,Latrell Sprewell,NYK,30,195.58,86.18248,2000-01,10125000.0
593,Luc Longley,NYK,32,218.44,120.20188,2000-01,5750000.0
594,Evan Eschmeyer,NJN,26,210.82,115.66596,2000-01,423500.0
595,David Robinson,SAS,35,215.9,113.398,2000-01,14700000.0
596,Ervin Johnson,MIL,33,210.82,115.66596,2000-01,2700000.0
597,Bryon Russell,UTA,30,200.66,102.0582,2000-01,4570000.0
598,Bryce Drew,CHI,26,190.5,83.91452,2000-01,1182600.0
599,Bryant Stith,BOS,30,195.58,95.25432,2000-01,5920000.0
600,Bryant Reeves,VAN,28,213.36,131.54168,2000-01,10110000.0
601,Bruno Sundov,IND,21,218.44,108.408488,2000-01,997000.0
602,Bruce Bowen,MIA,30,200.66,90.7184,2000-01,733000.0
603,Brian Skinner,LAC,25,205.74,120.20188,2000-01,901800.0
604,Cal Bowdler,ATL,24,208.28,111.13004,2000-01,1102800.0
605,Brian Shaw,LAL,35,198.12,90.7184,2000-01,2250000.0
606,Brian Cardinal,DET,24,203.2,111.13004,2000-01,316969.0
607,Brevin Knight,ATL,25,177.8,77.11064,2000-01,4250000.0
608,Brent Price,VAN,32,185.42,83.91452,2000-01,2880000.0
609,Brent Barry,SEA,29,198.12,97.52228,2000-01,4320000.0
610,Brad Miller,CHI,25,213.36,118.38751200000002,2000-01,4000000.0
611,Bonzi Wells,POR,24,195.58,95.25432,2000-01,1528440.0
612,Bobby Jackson,SAC,28,185.42,83.91452,2000-01,2250000.0
613,Brian Grant,MIA,29,205.74,113.398,2000-01,8900000.0
614,Bob Sura,GSW,28,195.58,90.7184,2000-01,4390000.0
615,Calbert Cheaney,DEN,29,200.66,98.429464,2000-01,2200000.0
616,Carlos Rogers,HOU,30,210.82,105.233344,2000-01,2200000.0
617,Chris Mullin,GSW,37,198.12,90.7184,2000-01,4650000.0
618,Chris Mills,GSW,31,200.66,97.975872,2000-01,4800000.0
619,Chris Mihm,CLE,21,215.9,120.20188,2000-01,1923600.0
620,Chris Herren,BOS,25,187.96,86.18248,2000-01,316969.0
621,Chris Gatling,CLE,33,208.28,104.32616,2000-01,5550000.0
622,Chris Garner,GSW,26,177.8,70.760352,2000-01,
623,Chris Dudley,PHX,36,210.82,117.93392,2000-01,6200000.0
624,Calvin Booth,DAL,25,210.82,109.315672,2000-01,423500.0
625,Chris Crawford,ATL,26,205.74,106.59412,2000-01,2200000.0
626,Chris Carr,BOS,27,198.12,99.79024,2000-01,1200000.0
627,Cherokee Parks,LAC,28,210.82,108.86208,2000-01,2100000.0
628,Chauncey Billups,MIN,24,190.5,91.625584,2000-01,2250000.0
629,Charlie Ward,NYK,30,187.96,86.18248,2000-01,5040000.0
630,Charles Oakley,TOR,37,205.74,111.13004,2000-01,5760000.0
631,Cedric Henderson,CLE,26,200.66,102.0582,2000-01,2700000.0
632,Cedric Ceballos,MIA,31,200.66,99.79024,2000-01,3937500.0
633,Chris Childs,TOR,33,190.5,88.45044,2000-01,4680000.0
634,Chris Porter,GSW,23,200.66,98.883056,2000-01,316969.0
635,Bo Outlaw,ORL,30,203.2,95.25432,2000-01,4500000.0
636,Billy Owens,DET,32,203.2,99.79024,2000-01,2100000.0
637,Andy Panko,ATL,23,205.74,111.13004,2000-01,
638,Andrew DeClercq,ORL,28,208.28,115.66596,2000-01,1920000.0
639,Andre Miller,CLE,25,187.96,90.7184,2000-01,1808400.0
640,Alvin Williams,TOR,26,195.58,83.91452,2000-01,2100000.0
641,Alonzo Mourning,MIA,31,208.28,118.38751200000002,2000-01,16880000.0
642,Allen Iverson,PHI,26,182.88,74.84268,2000-01,10130000.0
643,Allan Houston,NYK,30,198.12,90.7184,2000-01,9000000.0
644,Anfernee Hardaway,PHX,29,200.66,97.52228,2000-01,10130000.0
645,Alan Henderson,ATL,28,205.74,106.59412,2000-01,5910000.0
646,Adrian Griffin,BOS,26,195.58,97.52228,2000-01,498500.0
647,Adonal Foyle,GSW,26,208.28,113.398,2000-01,3580000.0
648,Adam Keefe,GSW,31,205.74,104.32616,2000-01,3390000.0
649,Aaron Williams,NJN,29,205.74,102.0582,2000-01,2250000.0
650,Aaron McKie,PHI,28,195.58,94.800728,2000-01,1818000.0
651,AJ Guyton,CHI,23,185.42,81.64656,2000-01,316969.0
652,AC Green,MIA,37,205.74,102.0582,2000-01,2250000.0
653,Al Harrington,IND,21,205.74,115.212368,2000-01,797880.0
654,Bimbo Coles,CLE,33,187.96,82.553744,2000-01,2250000.0
655,Antawn Jamison,GSW,25,205.74,101.151016,2000-01,2678400.0
656,Anthony Goldwire,DEN,29,187.96,82.553744,2000-01,
657,Bill Curley,GSW,29,205.74,99.79024,2000-01,1034500.0
658,Ben Wallace,DET,26,205.74,108.86208,2000-01,4000000.0
659,Baron Davis,CHH,22,190.5,96.161504,2000-01,2916000.0
660,Avery Johnson,SAS,36,180.34,81.64656,2000-01,8000000.0
661,Austin Croshere,IND,26,205.74,109.769264,2000-01,5300000.0
662,Arvydas Sabonis,POR,36,220.98,132.448864,2000-01,11250000.0
663,Art Long,SAC,28,205.74,108.86208,2000-01,
664,Anthony Carter,MIA,26,185.42,86.18248,2000-01,1200000.0
665,Antonio McDyess,DEN,26,205.74,111.13004,2000-01,10800000.0
666,Antonio Davis,TOR,32,205.74,104.32616,2000-01,5500000.0
667,Antonio Daniels,SAS,26,193.04,92.98636,2000-01,2820000.0
668,Antoine Walker,BOS,24,205.74,111.13004,2000-01,10130000.0
669,Anthony Peeler,MIN,31,193.04,94.347136,2000-01,2740000.0
670,Anthony Miller,PHI,29,205.74,115.66596,2000-01,40000.0
671,Anthony Mason,MIA,34,203.2,115.66596,2000-01,5550000.0
672,Anthony Johnson,CLE,26,190.5,86.18248,2000-01,1200000.0
673,Antonio Harvey,POR,30,210.82,113.398,2000-01,611000.0
674,Etdrick Bohannon,CLE,28,205.74,99.79024,2000-01,523500.0
675,Chris Webber,SAC,28,208.28,111.13004,2000-01,12000000.0
676,Christian Laettner,WAS,31,210.82,111.13004,2000-01,6625000.0
677,Doug West,VAN,34,198.12,90.7184,2000-01,3680000.0
678,Doug Overton,NJN,31,190.5,86.18248,2000-01,548500.0
679,Doug Christie,SAC,31,198.12,92.98636,2000-01,3140000.0
680,Donyell Marshall,UTA,28,205.74,104.32616,2000-01,5630000.0
681,Donnell Harvey,DAL,20,203.2,99.79024,2000-01,862560.0
682,Don Reid,ORL,27,203.2,113.398,2000-01,611000.0
683,Don MacLean,MIA,31,208.28,106.59412,2000-01,3178500.0
684,Dragan Tarlac,CHI,28,210.82,122.46984,2000-01,2500000.0
685,Dirk Nowitzki,DAL,23,210.82,107.501304,2000-01,1693560.0
686,Dikembe Mutombo,PHI,35,218.44,120.20188,2000-01,14400000.0
687,Devean George,LAL,23,203.2,99.79024,2000-01,849720.0
688,Detlef Schrempf,POR,38,208.28,106.59412,2000-01,2200000.0
689,Desmond Mason,SEA,23,195.58,97.52228,2000-01,1074720.0
690,Derrick McKey,IND,34,208.28,109.315672,2000-01,5400000.0
691,Derrick Dial,SAS,25,193.04,83.91452,2000-01,423500.0
692,Derrick Coleman,CHH,34,208.28,122.46984,2000-01,8000000.0
693,Dion Glover,ATL,22,195.58,103.418976,2000-01,960480.0
694,Derek Strong,LAC,33,205.74,108.86208,2000-01,3510000.0
695,Duane Causwell,MIA,33,213.36,115.66596,2000-01,4000000.0
696,Eddie Gill,NJN,22,182.88,86.18248,2000-01,
697,Erick Strickland,VAN,27,190.5,95.25432,2000-01,2560000.0
698,Erick Dampier,GSW,25,210.82,120.20188,2000-01,5610000.0
699,Erick Barkley,POR,23,185.42,80.28578399999998,2000-01,712200.0
700,Eric Williams,BOS,28,203.2,99.79024,2000-01,3890000.0
701,Eric Snow,PHI,28,190.5,92.532768,2000-01,3380000.0
702,Eric Piatkowski,LAC,30,198.12,98.429464,2000-01,2200000.0
703,Eric Montross,TOR,29,213.36,122.46984,2000-01,2240000.0
704,Earl Boykins,LAC,25,165.1,60.327736,2000-01,498500.0
705,Emanual Davis,SEA,32,195.58,88.45044,2000-01,610000.0
706,Elliot Perry,PHX,32,182.88,68.945984,2000-01,1144000.0
707,Eldridge Recasner,CHH,33,193.04,87.089664,2000-01,1200000.0
708,Elden Campbell,CHH,32,213.36,124.7378,2000-01,8050000.0
709,Eduardo Najera,DAL,24,203.2,106.140528,2000-01,316969.0
710,Eddie Robinson,CHH,25,205.74,92.98636,2000-01,600000.0
711,Eddie Jones,MIA,29,200.66,87.996848,2000-01,8960000.0
712,Eddie House,MIA,23,185.42,81.64656,2000-01,316969.0
713,Elton Brand,CHI,22,203.2,117.93392,2000-01,3629160.0
714,Chris Whitney,WAS,29,182.88,79.3786,2000-01,2370000.0
715,Derek Fisher,LAL,26,185.42,90.7184,2000-01,3380000.0
716,DerMarr Johnson,ATL,21,205.74,91.171992,2000-01,2107200.0
717,Dan Langhi,HOU,23,210.82,99.79024,2000-01,316969.0
718,Damon Stoudamire,POR,27,177.8,77.56423199999999,2000-01,11250000.0
719,Damon Jones,VAN,24,190.5,83.91452,2000-01,710000.0
720,Dalibor Bagaric,CHI,20,215.9,125.644984,2000-01,795000.0
721,Dale Davis,POR,32,210.82,114.305184,2000-01,6000000.0
722,Cuttino Mobley,HOU,25,193.04,86.18248,2000-01,3920000.0
723,Courtney Alexander,WAS,24,195.58,92.98636,2000-01,1319400.0
724,Dan Majerle,MIA,35,198.12,100.697424,2000-01,4050000.0
725,Cory Alexander,ORL,28,185.42,86.18248,2000-01,2160000.0
726,Corie Blount,GSW,32,208.28,109.769264,2000-01,1320000.0
727,Corey Maggette,LAC,21,198.12,98.883056,2000-01,1353960.0
728,Corey Benjamin,CHI,23,198.12,92.98636,2000-01,749160.0
729,Clifford Robinson,PHX,34,208.28,102.0582,2000-01,6890000.0
730,Clar Weatherspoon,CLE,30,200.66,120.20188,2000-01,
731,Chucky Brown,CLE,33,203.2,99.79024,2000-01,
732,Chucky Atkins,DET,26,180.34,72.57472,2000-01,3000000.0
733,Corliss Williamson,DET,27,200.66,111.13004,2000-01,3940000.0
734,Derek Anderson,SAS,26,195.58,88.45044,2000-01,2250000.0
735,Dan McClintock,DEN,24,213.36,122.46984,2000-01,
736,Daniel Santiago,PHX,25,215.9,116.119552,2000-01,316969.0
737,Dell Curry,TOR,37,195.58,92.98636,2000-01,2000000.0
738,Dee Brown,ORL,32,187.96,92.98636,2000-01,1000000.0
739,Dean Garrett,MIN,34,210.82,113.398,2000-01,2880000.0
740,DeShawn Stevenson,UTA,20,195.58,95.25432,2000-01,828120.0
741,David Wingate,SEA,37,195.58,84.821704,2000-01,1000000.0
742,David Wesley,CHH,30,185.42,95.707912,2000-01,2880000.0
743,David Vanterpool,WAS,28,195.58,90.7184,2000-01,
744,Dana Barros,DET,34,180.34,73.935496,2000-01,3700000.0
745,Othella Harrington,NYK,27,205.74,106.59412,2000-01,2250000.0
746,Darvin Ham,MIL,27,200.66,104.32616,2000-01,1700000.0
747,Darrick Martin,SAC,30,180.34,77.11064,2000-01,673500.0
748,Darrell Armstrong,ORL,33,185.42,81.64656,2000-01,3100000.0
749,Darius Miles,LAC,19,205.74,91.625584,2000-01,2841720.0
750,Danny Manning,UTA,35,208.28,110.676448,2000-01,8030000.0
751,Danny Fortson,GSW,25,203.2,117.93392,2000-01,3950000.0
752,Danny Ferry,SAS,34,208.28,106.59412,2000-01,1200000.0
753,David Benoit,UTA,33,203.2,99.79024,2000-01,736000.0
754,Otis Thorpe,CHH,38,208.28,112.490816,2000-01,2200000.0
755,Milt Palacio,BOS,23,190.5,88.45044,2000-01,316969.0
756,Pat Garrity,ORL,24,205.74,107.954896,2000-01,1019280.0
757,Tony Massenburg,VAN,33,205.74,113.398,2000-01,1360000.0
758,Tony Delk,PHX,27,187.96,85.728888,2000-01,2250000.0
759,Tony Battie,BOS,25,210.82,108.86208,2000-01,3200000.0
760,Toni Kukoc,ATL,32,210.82,106.59412,2000-01,6000000.0
761,Tom Hammonds,MIN,34,205.74,97.52228,2000-01,1130000.0
762,Tom Gugliotta,PHX,31,208.28,108.86208,2000-01,9360000.0
763,Todd MacCulloch,PHI,25,213.36,115.66596,2000-01,423500.0
764,Todd Fuller,MIA,26,210.82,115.66596,2000-01,611000.0
765,Todd Day,MIN,31,198.12,85.275296,2000-01,736000.0
766,Tim Thomas,MIL,24,208.28,104.32616,2000-01,8510000.0
767,Tim James,CHH,24,200.66,96.161504,2000-01,783120.0
768,Tim Hardaway,MIA,34,182.88,88.45044,2000-01,12000000.0
769,Tim Duncan,SAS,25,213.36,117.93392,2000-01,9660000.0
770,Theo Ratliff,PHI,28,208.28,102.0582,2000-01,7800000.0
771,Terry Porter,SAS,38,190.5,92.98636,2000-01,2200000.0
772,Terry Mills,IND,33,208.28,104.32616,2000-01,2400000.0
773,Terry Davis,DEN,34,208.28,122.46984,2000-01,923500.0
774,Terrell Brandon,MIN,31,180.34,78.471416,2000-01,8330000.0
775,Terrance Roberson,CHH,24,200.66,97.52228,2000-01,316969.0
776,Tariq Abdul-Wahad,DEN,26,198.12,101.151016,2000-01,4500000.0
777,Stromile Swift,VAN,21,205.74,102.0582,2000-01,3164280.0
778,Steven Smith,POR,32,203.2,100.243832,2000-01,
779,Steve Nash,DAL,27,190.5,88.45044,2000-01,5500000.0
780,Steve Kerr,SAS,35,190.5,81.64656,2000-01,2200000.0
781,Steve Goodrich,CHI,25,208.28,99.79024,2000-01,
782,Steve Francis,HOU,24,190.5,87.543256,2000-01,3246960.0
783,Stephon Marbury,NJN,24,187.96,81.64656,2000-01,10130000.0
784,Tony Smith,ATL,33,190.5,83.91452,2000-01,
785,Tracy McGrady,ORL,22,203.2,95.25432,2000-01,9660000.0
786,Tracy Murray,TOR,29,200.66,103.418976,2000-01,3060000.0
787,Trajan Langdon,CLE,25,190.5,89.357624,2000-01,1500120.0
788,PJ Brown,CHH,31,210.82,108.86208,2000-01,5740000.0
789,Zydrunas Ilgauskas,CLE,26,220.98,117.93392,2000-01,10130000.0
790,Zendon Hamilton,LAC,26,210.82,115.212368,2000-01,316969.0
791,Zan Tabak,IND,31,213.36,116.573144,2000-01,1200000.0
792,William Avery,MIN,21,187.96,89.357624,2000-01,1286160.0
793,Will Perdue,POR,35,213.36,108.86208,2000-01,2250000.0
794,Wesley Person,CLE,30,198.12,90.7184,2000-01,5600000.0
795,Wang Zhi-zhi,DAL,23,215.9,99.79024,2000-01,
796,Walter McCarty,BOS,27,208.28,104.32616,2000-01,2670000.0
797,Walt Williams,HOU,31,203.2,104.32616,2000-01,4250000.0
798,Wally Szczerbiak,MIN,24,200.66,110.676448,2000-01,2162280.0
799,Voshon Lenard,DEN,28,193.04,92.98636,2000-01,3780000.0
800,Vonteego Cummings,GSW,25,190.5,86.18248,2000-01,757200.0
801,Stephen Jackson,NJN,23,203.2,98.883056,2000-01,316969.0
802,Vladimir Stepania,NJN,25,213.36,107.047712,2000-01,749160.0
803,Vitaly Potapenko,BOS,26,208.28,129.27372,2000-01,4290000.0
804,Vinny Del Negro,PHX,34,193.04,90.7184,2000-01,2100000.0
805,Vince Carter,TOR,24,198.12,102.0582,2000-01,2425440.0
806,Vin Baker,SEA,29,210.82,113.398,2000-01,10130000.0
807,Vernon Maxwell,DAL,35,193.04,86.18248,2000-01,2570000.0
808,Tyus Edney,IND,28,177.8,75.296272,2000-01,523500.0
809,Tyronn Lue,LAL,24,182.88,80.73937600000001,2000-01,865800.0
