Player Name,Season,Salary
Marreese Speights,2016-17,1403611.0
Roy Hibbert,2016-17,5000000.0
JaVale McGee,2016-17,1403611.0
Alexis Ajinca,2016-17,4863206.0
Ryan Anderson,2016-17,18735364.0
Courtney Lee,2016-17,11242000.0
Kosta Koufos,2016-17,8046500.0
Nicolas Batum,2016-17,20869566.0
George Hill,2016-17,8000000.0
Darrell Arthur,2016-17,8070175.0
Luc Mbah a Moute,2016-17,2203000.0
DeAndre Jordan,2016-17,21165675.0
Anthony Morrow,2016-17,3488000.0
Bobby Brown,2016-17,940070.0
Anthony Tolliver,2016-17,8000000.0
Blake Griffin,2016-17,20093064.0
James Harden,2016-17,26540100.0
Tyreke Evans,2016-17,10203755.0
Stephen Curry,2016-17,12112359.0
Jordan Hill,2016-17,4000000.0
DeMar DeRozan,2016-17,26540100.0
Brandon Jennings,2016-17,5587318.0
Gerald Henderson,2016-17,9000000.0
James Johnson,2016-17,4000000.0
Jrue Holiday,2016-17,11000000.0
Ty Lawson,2016-17,1315448.0
Jeff Teague,2016-17,8000000.0
Darren Collison,2016-17,5229454.0
Omri Casspi,2016-17,3149524.0
Serge Ibaka,2016-17,12250000.0
Taj Gibson,2016-17,8950000.0
DeMarre Carroll,2016-17,14200000.0
Wayne Ellington,2016-17,6000000.0
Toney Douglas,2016-17,564868.0
Louis Amundson,2016-17,980431.0
Jodie Meeks,2016-17,6540000.0
Marcus Thornton,2016-17,1315448.0
Danny Green,2016-17,10000000.0
Jonas Jerebko,2016-17,5000000.0
Dante Cunningham,2016-17,3000000.0
Patrick Mills,2016-17,3200000.0
Wesley Matthews,2016-17,17145838.0
Garrett Temple,2016-17,8000000.0
John Wall,2016-17,15756438.0
Evan Turner,2016-17,16393443.0
Derrick Favors,2016-17,11050000.0
Nikola Pekovic,2016-17,12100000.0
Wesley Johnson,2016-17,5628000.0
Timofey Mozgov,2016-17,16000000.0
Tiago Splitter,2016-17,8250000.0
DeMarcus Cousins,2016-17,15756438.0
Greg Monroe,2016-17,17145838.0
Al-Farouq Aminu,2016-17,7680965.0
Gordon Hayward,2016-17,16073140.0
Paul George,2016-17,18100000.0
Cole Aldrich,2016-17,7643979.0
Ed Davis,2016-17,6666667.0
Patrick Patterson,2016-17,6050000.0
Larry Sanders,2016-17,5207722.0
Omer Asik,2016-17,9904494.0
Luke Babbitt,2016-17,1227286.0
Kevin Seraphin,2016-17,1800000.0
Eric Bledsoe,2016-17,14000000.0
Avery Bradley,2016-17,8269663.0
Elliot Williams,2016-17,250000.0
Trevor Booker,2016-17,9250000.0
Quincy Pondexter,2016-17,3617978.0
Jordan Crawford,2016-17,234920.0
Greivis Vasquez,2016-17,4347826.0
Reggie Williams,2016-17,193307.0
Lance Stephenson,2016-17,5371672.0
Hassan Whiteside,2016-17,22116750.0
Alonzo Gee,2016-17,2255408.0
Gary Neal,2016-17,72193.0
Manny Harris,2016-17,119493.0
Jeremy Lin,2016-17,11483254.0
Ishmael Smith,2016-17,6000000.0
Patrick Beverley,2016-17,6000000.0
Jeremy Evans,2016-17,1227286.0
Kyrie Irving,2016-17,17638063.0
Derrick Williams,2016-17,5020145.0
Enes Kanter,2016-17,17145838.0
Tristan Thompson,2016-17,15330435.0
Ricky Rubio,2016-17,13400000.0
Bismack Biyombo,2016-17,17000000.0
Brandon Knight,2016-17,12606250.0
Kemba Walker,2016-17,12000000.0
Klay Thompson,2016-17,16663575.0
Alec Burks,2016-17,9904495.0
Markieff Morris,2016-17,7400000.0
Marcus Morris,2016-17,4625000.0
Kawhi Leonard,2016-17,17638063.0
Nikola Vucevic,2016-17,11750000.0
Iman Shumpert,2016-17,9662922.0
Tobias Harris,2016-17,17200000.0
Kenneth Faried,2016-17,12078652.0
Reggie Jackson,2016-17,14956522.0
Norris Cole,2016-17,288131.0
Cory Joseph,2016-17,7315000.0
Jimmy Butler,2016-17,17552209.0
Chandler Parsons,2016-17,22116750.0
E'Twaun Moore,2016-17,8801363.0
Julyan Stone,2016-17,50000.0
Jon Leuer,2016-17,10991957.0
DeAndre Liggins,2016-17,1015695.0
Lavoy Allen,2016-17,3500000.0
Isaiah Thomas,2016-17,6587131.0
Shelvin Mack,2016-17,2433334.0
Lance Thomas,2016-17,6191000.0
Anthony Davis,2016-17,22116750.0
Michael Kidd-Gilchrist,2016-17,13000000.0
Bradley Beal,2016-17,22116750.0
Dion Waiters,2016-17,2898000.0
Thomas Robinson,2016-17,1050961.0
Jonas Valanciunas,2016-17,14382023.0
Mirza Teletovic,2016-17,10500000.0
Damian Lillard,2016-17,24328425.0
Harrison Barnes,2016-17,22116750.0
Terrence Ross,2016-17,10000000.0
Andre Drummond,2016-17,22116750.0
Austin Rivers,2016-17,11000000.0
Meyers Leonard,2016-17,9213484.0
Jeremy Lamb,2016-17,7000000.0
John Henson,2016-17,12267606.0
Moe Harkless,2016-17,8988764.0
Tyler Zeller,2016-17,8000000.0
Terrence Jones,2016-17,1207194.0
Andrew Nicholson,2016-17,6088993.0
Evan Fournier,2016-17,17000000.0
Donatas Motiejunas,2016-17,607491.0
Jared Sullinger,2016-17,5628000.0
John Jenkins,2016-17,1050961.0
Tony Wroten,2016-17,25000.0
Miles Plumlee,2016-17,12400000.0
Festus Ezeli,2016-17,7400000.0
Kyle Singler,2016-17,4837500.0
Draymond Green,2016-17,15330435.0
Kyle O'Quinn,2016-17,3918750.0
Quincy Acy,2016-17,2965505.0
Jae Crowder,2016-17,6286408.0
Will Barton,2016-17,3533333.0
Mike Scott,2016-17,3333333.0
Khris Middleton,2016-17,15200000.0
Kent Bazemore,2016-17,15730337.0
Brian Roberts,2016-17,1050961.0
Pablo Prigioni,2016-17,1050961.0
Aron Baynes,2016-17,6500000.0
Dionte Christmas,2016-17,50000.0
Justin Holiday,2016-17,1015696.0
Henry Sims,2016-17,75000.0
Anthony Bennett,2016-17,1015696.0
Victor Oladipo,2016-17,6552960.0
Otto Porter,2016-17,5893981.0
Cody Zeller,2016-17,5318313.0
Alex Len,2016-17,4823621.0
Nerlens Noel,2016-17,4384490.0
Ben McLemore,2016-17,4008882.0
Kentavious Caldwell-Pope,2016-17,3678319.0
Trey Burke,2016-17,3386597.0
CJ McCollum,2016-17,3219579.0
Michael Carter-Williams,2016-17,3183526.0
Steven Adams,2016-17,3140517.0
Kelly Olynyk,2016-17,3094013.0
Shabazz Muhammad,2016-17,3046299.0
Giannis Antetokounmpo,2016-17,2995420.0
Dennis Schroeder,2016-17,2708582.0
Tony Snell,2016-17,2368327.0
Gorgui Dieng,2016-17,2348782.0
Mason Plumlee,2016-17,2328530.0
Solomon Hill,2016-17,11709603.0
Tim Hardaway Jr,2016-17,2281605.0
Reggie Bullock,2016-17,2255644.0
Andre Roberson,2016-17,2183072.0
Rudy Gobert,2016-17,2121287.0
Archie Goodwin,2016-17,2350999.0
Allen Crabbe,2016-17,18500000.0
Isaiah Canaan,2016-17,1015696.0
Ray McCallum,2016-17,119493.0
Phil Pressey,2016-17,35000.0
Matthew Dellavedova,2016-17,9607500.0
Robert Covington,2016-17,1015696.0
Ryan Kelly,2016-17,713305.0
Nate Wolters,2016-17,50000.0
Robbie Hummel,2016-17,150000.0
Jeff Withey,2016-17,1015696.0
Hollis Thompson,2016-17,1131040.0
Ian Clark,2016-17,1015696.0
Dewayne Dedmon,2016-17,2898000.0
Mike Muscala,2016-17,1015696.0
Troy Daniels,2016-17,3332940.0
Justin Hamilton,2016-17,3000000.0
Arinze Onuaku,2016-17,426775.0
Seth Curry,2016-17,2898000.0
Andrew Wiggins,2016-17,6006600.0
Nikola Mirotic,2016-17,5782450.0
Jabari Parker,2016-17,5374320.0
Joel Embiid,2016-17,4826160.0
Aaron Gordon,2016-17,4351320.0
Dante Exum,2016-17,3940320.0
Marcus Smart,2016-17,3578880.0
Bojan Bogdanovic,2016-17,3573020.0
Julius Randle,2016-17,3267120.0
Nik Stauskas,2016-17,2993040.0
Noah Vonleh,2016-17,2751360.0
Elfrid Payton,2016-17,2613600.0
Doug McDermott,2016-17,2483040.0
Zach LaVine,2016-17,2240880.0
TJ Warren,2016-17,2128920.0
Adreian Payne,2016-17,2022240.0
Joffrey Lauvergne,2016-17,1709719.0
Jusuf Nurkic,2016-17,1921320.0
Lucas Nogueira,2016-17,1921320.0
James Young,2016-17,1825200.0
Tyler Ennis,2016-17,1733880.0
Gary Harris,2016-17,1655880.0
Bruno Caboclo,2016-17,1589640.0
Mitch McGary,2016-17,1526040.0
Jordan Adams,2016-17,1465080.0
Rodney Hood,2016-17,1406520.0
Shabazz Napier,2016-17,1350120.0
Clint Capela,2016-17,1296240.0
CJ Wilcox,2016-17,1209600.0
Damjan Rudez,2016-17,980431.0
Kyle Anderson,2016-17,1192080.0
Joe Harris,2016-17,980431.0
Jerami Grant,2016-17,980431.0
Spencer Dinwiddie,2016-17,726672.0
Johnny O'Bryant,2016-17,392169.0
Dwight Powell,2016-17,8375000.0
KJ McDaniels,2016-17,3333333.0
Nick Johnson,2016-17,980431.0
Jordan Clarkson,2016-17,12500000.0
Tarik Black,2016-17,6191000.0
Jarnell Stokes,2016-17,150000.0
James Ennis,2016-17,2898000.0
Glenn Robinson III,2016-17,1050500.0
Joe Ingles,2016-17,2100000.0
Langston Galloway,2016-17,5200000.0
Tyler Johnson,2016-17,5628000.0
James Michael McAdoo,2016-17,980431.0
JaMychal Green,2016-17,980431.0
Tim Frazier,2016-17,2090000.0
Jarell Eddie,2016-17,277898.0
Sean Kilpatrick,2016-17,980431.0
Karl-Anthony Towns,2016-17,5960160.0
D'Angelo Russell,2016-17,5332800.0
Jahlil Okafor,2016-17,4788840.0
Kristaps Porzingis,2016-17,4317720.0
Nemanja Bjelica,2016-17,3800000.0
Mario Hezonja,2016-17,3909840.0
Willie Cauley-Stein,2016-17,3551160.0
Emmanuel Mudiay,2016-17,3241800.0
Stanley Johnson,2016-17,2969880.0
Tibor Pleiss,2016-17,2800000.0
Frank Kaminsky,2016-17,2730000.0
Justise Winslow,2016-17,2593440.0
Myles Turner,2016-17,2380440.0
Trey Lyles,2016-17,2340600.0
Devin Booker,2016-17,2223600.0
Cameron Payne,2016-17,2112480.0
Kelly Oubre,2016-17,2006640.0
Terry Rozier,2016-17,1906440.0
Rashad Vaughn,2016-17,1811040.0
Sam Dekker,2016-17,1720560.0
Jerian Grant,2016-17,1643040.0
Delon Wright,2016-17,1577280.0
Justin Anderson,2016-17,1514160.0
Bobby Portis,2016-17,1404600.0
Rondae Hollis-Jefferson,2016-17,1395600.0
Nikola Jokic,2016-17,1358500.0
Tyus Jones,2016-17,1339680.0
Sasha Kaun,2016-17,1333420.0
Jarell Martin,2016-17,1286160.0
Boban Marjanovic,2016-17,5628000.0
Jordan Mickey,2016-17,1223653.0
Larry Nance Jr,2016-17,1207680.0
RJ Hunter,2016-17,1625240.0
Chris McCullough,2016-17,1191480.0
Josh Huestis,2016-17,1191480.0
Kevon Looney,2016-17,1182840.0
Richaun Holmes,2016-17,1024000.0
Rakeem Christmas,2016-17,1052342.0
Joseph Young,2016-17,1052342.0
Walter Tavares,2016-17,1006000.0
Montrezl Harrell,2016-17,1045000.0
Raul Neto,2016-17,877800.0
Pierre Jackson,2016-17,191810.0
Norman Powell,2016-17,874636.0
Pat Connaughton,2016-17,874636.0
Darrun Hilliard,2016-17,874636.0
Lamar Patterson,2016-17,242963.0
Aaron Harrison,2016-17,365289.0
Cristiano Felicio,2016-17,874636.0
Salah Mejri,2016-17,874636.0
Maurice Ndour,2016-17,543471.0
Marcelo Huertas,2016-17,1500000.0
Anthony Brown,2016-17,1023838.0
Josh Richardson,2016-17,874636.0
TJ McConnell,2016-17,874636.0
Jonathon Simmons,2016-17,874636.0
Treveon Graham,2016-17,543471.0
Christian Wood,2016-17,874636.0
Jordan McRae,2016-17,874636.0
Alan Williams,2016-17,874636.0
Axel Toupane,2016-17,977534.0
Briante Weber,2016-17,623447.0
Alex Abrines,2016-17,5994764.0
Ben Simmons,2016-17,5903160.0
Brandon Ingram,2016-17,5281680.0
Jaylen Brown,2016-17,4743000.0
Dragan Bender,2016-17,4276320.0
Kris Dunn,2016-17,3872520.0
Buddy Hield,2016-17,3517200.0
Jamal Murray,2016-17,3210840.0
Marquese Chriss,2016-17,2941440.0
Mindaugas Kuzminskas,2016-17,2898000.0
Tomas Satoransky,2016-17,2870813.0
Jakob Poeltl,2016-17,2703960.0
Thon Maker,2016-17,2568600.0
Malcolm Delaney,2016-17,2500000.0
Domantas Sabonis,2016-17,2440200.0
Taurean Prince,2016-17,2318280.0
Dario Saric,2016-17,2318280.0
Georgios Papagiannis,2016-17,2202240.0
Denzel Valentine,2016-17,2092200.0
Juan Hernangomez,2016-17,1987440.0
Wade Baldwin,2016-17,1793760.0
Henry Ellenson,2016-17,1704120.0
Malik Beasley,2016-17,1627320.0
Caris LeVert,2016-17,1562280.0
DeAndre Bembry,2016-17,1499760.0
Demetrius Jackson,2016-17,1450000.0
Malachi Richardson,2016-17,1439880.0
Willy Hernangomez,2016-17,1375000.0
Deyonta Davis,2016-17,1369229.0
Timothe Luwawu,2016-17,1326960.0
Brice Johnson,2016-17,1273920.0
Pascal Siakam,2016-17,1196040.0
Skal Labissiere,2016-17,1188840.0
Livio Jean-Charles,2016-17,1188840.0
Dejounte Murray,2016-17,1180080.0
Damian Jones,2016-17,1171560.0
Isaiah Whitehead,2016-17,1074145.0
Ivica Zubac,2016-17,1034865.0
Stephen Zimmerman,2016-17,950000.0
Andrew Harrison,2016-17,945000.0
Tyler Ulis,2016-17,918369.0
Malcolm Brogdon,2016-17,875000.0
Paul Zipser,2016-17,750000.0
Jonathan Gibson,2016-17,671346.0
Troy Williams,2016-17,652165.0
AJ Hammons,2016-17,650000.0
Michael Gbinije,2016-17,650000.0
Georges Niang,2016-17,650000.0
Jake Layman,2016-17,600000.0
Joel Bolomboy,2016-17,600000.0
Gary Payton II,2016-17,578636.0
Kay Felder,2016-17,543471.0
Nicolas Brussino,2016-17,543471.0
Dorian Finney-Smith,2016-17,543471.0
Patrick McCaw,2016-17,543471.0
Kyle Wiltjer,2016-17,543471.0
Chinanu Onuaku,2016-17,543471.0
Diamond Stone,2016-17,543471.0
Rodney McGruder,2016-17,543471.0
Cheick Diallo,2016-17,543471.0
Ron Baker,2016-17,543471.0
Marshall Plumlee,2016-17,543471.0
Semaj Christon,2016-17,543471.0
Derrick Jones,2016-17,543471.0
Tim Quarterman,2016-17,543471.0
Davis Bertans,2016-17,543471.0
Bryn Forbes,2016-17,543471.0
Fred VanVleet,2016-17,543471.0
Daniel Ochefu,2016-17,543471.0
Sheldon Mac,2016-17,543471.0
Danuel House,2016-17,543471.0
Chasson Randle,2016-17,541170.0
Yogi Ferrell,2016-17,409300.0
Okaro White,2016-17,310995.0
Isaiah Taylor,2016-17,305000.0
Ben Bentil,2016-17,281968.0
Nicolas Laprovittola,2016-17,204601.0
Brandon Paul,2016-17,155000.0
Shawn Long,2016-17,154512.0
Mike Tobey,2016-17,138937.0
Patricio Garino,2016-17,131968.0
Jarrod Uthoff,2016-17,129920.0
Marcus Paige,2016-17,125000.0
Wayne Selden,2016-17,115087.0
Egidijus Mockevicius,2016-17,100000.0
Stefan Jankovic,2016-17,100000.0
JP Tokoto,2016-17,100000.0
Isaiah Cousins,2016-17,100000.0
Quinn Cook,2016-17,95904.0
Marcus Georges-Hunt,2016-17,88936.0
Prince Ibeh,2016-17,77250.0
Keith Benson,2016-17,75000.0
Kaleb Tarczewski,2016-17,75000.0
Ryan Arcidiacono,2016-17,75000.0
Quincy Ford,2016-17,75000.0
Alex Poythress,2016-17,73743.0
David Nwaba,2016-17,73528.0
Kyle Collinsworth,2016-17,70000.0
Thomas Walkup,2016-17,69500.0
James Webb,2016-17,65000.0
Zach Auguste,2016-17,60000.0
Brady Heslip,2016-17,56500.0
Matt Costello,2016-17,50000.0
Damion Lee,2016-17,50000.0
DJ Kennedy,2016-17,50000.0
Scott Wood,2016-17,50000.0
Elgin Cook,2016-17,50000.0
Alex Caruso,2016-17,50000.0
Anthony Barber,2016-17,50000.0
EJ Singler,2016-17,50000.0
Beau Beech,2016-17,45000.0
Nikola Jovanovic,2016-17,30000.0
Jalen Jones,2016-17,25000.0
Nick Zeisloft,2016-17,25000.0
Vince Carter,2017-18,8000000.0
Dirk Nowitzki,2017-18,5000000.0
Paul Pierce,2017-18,3679840.0
Jason Terry,2017-18,2328652.0
Jamal Crawford,2017-18,15270762.0
Tyson Chandler,2017-18,13000000.0
Pau Gasol,2017-18,16000000.0
Joe Johnson,2017-18,10254904.0
Richard Jefferson,2017-18,4828652.0
Zach Randolph,2017-18,12307692.0
Tony Parker,2017-18,15453126.0
Mike Dunleavy,2017-18,1600000.0
Nen<U+00A8><U+00BA>,2017-18,3477600.0
Manu Ginobili,2017-18,2500000.0
Mike James,2017-18,164802.0
LeBron James,2017-18,33285709.0
Carmelo Anthony,2017-18,26243760.0
Chris Bosh,2017-18,25289390.0
Dwyane Wade,2017-18,17878652.0
Nick Collison,2017-18,2328652.0
David West,2017-18,2328652.0
Kendrick Perkins,2017-18,131562.0
Leandro Barbosa,2017-18,500000.0
Udonis Haslem,2017-18,2328652.0
Zaza Pachulia,2017-18,3477600.0
Kyle Korver,2017-18,7000000.0
Dwight Howard,2017-18,23500000.0
Emeka Okafor,2017-18,813293.0
Shaun Livingston,2017-18,7692308.0
Devin Harris,2017-18,4402546.0
Luol Deng,2017-18,17190000.0
Andre Iguodala,2017-18,14814815.0
Al Jefferson,2017-18,9769821.0
Josh Smith,2017-18,5514806.0
JR Smith,2017-18,13760000.0
Jameer Nelson,2017-18,6998920.0
Tony Allen,2017-18,1471382.0
Matt Barnes,2017-18,6400625.0
Trevor Ariza,2017-18,7400000.0
Damien Wilkins,2017-18,992696.0
Andrew Bogut,2017-18,1078810.0
Marvin Williams,2017-18,13168750.0
Deron Williams,2017-18,5474787.0
Chris Paul,2017-18,24268959.0
Raymond Felton,2017-18,2328652.0
Jose Calderon,2017-18,2328652.0
Channing Frye,2017-18,7420912.0
Gerald Green,2017-18,1381403.0
Jarrett Jack,2017-18,2328652.0
Louis Williams,2017-18,7000000.0
Monta Ellis,2017-18,2245400.0
Amir Johnson,2017-18,11000000.0
Ersan Ilyasova,2017-18,6514288.0
Ronnie Price,2017-18,2442455.0
CJ Miles,2017-18,7936509.0
LaMarcus Aldridge,2017-18,21461010.0
Rudy Gay,2017-18,8406000.0
JJ Redick,2017-18,23000000.0
Thabo Sefolosha,2017-18,5250000.0
Rajon Rondo,2017-18,6300000.0
Kyle Lowry,2017-18,28903704.0
Paul Millsap,2017-18,30769231.0
Jose Juan Barea,2017-18,3903900.0
PJ Tucker,2017-18,7590035.0
Kevin Durant,2017-18,25000000.0
Al Horford,2017-18,27734405.0
Mike Conley,2017-18,28530608.0
Jeff Green,2017-18,2116955.0
Corey Brewer,2017-18,8105615.0
Brandan Wright,2017-18,5955760.0
Joakim Noah,2017-18,17765000.0
Spencer Hawes,2017-18,2007058.0
Thaddeus Young,2017-18,12921348.0
Nick Young,2017-18,5192000.0
Marco Belinelli,2017-18,7082277.0
Jason Smith,2017-18,5225000.0
Jared Dudley,2017-18,10000000.0
Wilson Chandler,2017-18,12016854.0
Aaron Brooks,2017-18,2116955.0
Arron Afflalo,2017-18,5328652.0
Ian Mahinmi,2017-18,16000000.0
Ramon Sessions,2017-18,2986463.0
Marcin Gortat,2017-18,12782609.0
Josh McRoberts,2017-18,6021175.0
CJ Watson,2017-18,1000000.0
Derrick Rose,2017-18,2533488.0
Michael Beasley,2017-18,2116955.0
Russell Westbrook,2017-18,28299399.0
Kevin Love,2017-18,22642350.0
Marc Gasol,2017-18,22642350.0
Danilo Gallinari,2017-18,20559599.0
Eric Gordon,2017-18,12943020.0
DJ Augustin,2017-18,7250000.0
Brook Lopez,2017-18,22642350.0
Jerryd Bayless,2017-18,9000000.0
Jason Thompson,2017-18,893333.0
Brandon Rush,2017-18,119601.0
Goran Dragic,2017-18,17000450.0
Robin Lopez,2017-18,13788500.0
Marreese Speights,2017-18,2116955.0
JaVale McGee,2017-18,2116955.0
Alexis Ajinca,2017-18,4961798.0
Ryan Anderson,2017-18,19578455.0
Courtney Lee,2017-18,11747890.0
Kosta Koufos,2017-18,8393000.0
Nicolas Batum,2017-18,22434783.0
George Hill,2017-18,20000000.0
Darrell Arthur,2017-18,7464912.0
Luc Mbah a Moute,2017-18,2116955.0
Mario Chalmers,2017-18,2106407.0
DeAndre Jordan,2017-18,22642350.0
Bobby Brown,2017-18,1231500.0
Anthony Tolliver,2017-18,5290000.0
Blake Griffin,2017-18,29512900.0
James Harden,2017-18,28299399.0
Tyreke Evans,2017-18,3290000.0
Stephen Curry,2017-18,34682550.0
DeMar DeRozan,2017-18,27739975.0
Brandon Jennings,2017-18,380830.0
Gerald Henderson,2017-18,1000000.0
James Johnson,2017-18,13734000.0
Jrue Holiday,2017-18,25686667.0
Ty Lawson,2017-18,119009.0
Jeff Teague,2017-18,19000000.0
Darren Collison,2017-18,10000000.0
Omri Casspi,2017-18,2106470.0
Serge Ibaka,2017-18,20061729.0
Taj Gibson,2017-18,14000000.0
DeMarre Carroll,2017-18,14800000.0
Wayne Ellington,2017-18,6270000.0
Jodie Meeks,2017-18,3290000.0
Danny Green,2017-18,10000000.0
Jonas Jerebko,2017-18,4000000.0
Dante Cunningham,2017-18,2300000.0
Patrick Mills,2017-18,10714286.0
Wesley Matthews,2017-18,17884175.0
Garrett Temple,2017-18,8000000.0
John Wall,2017-18,18063850.0
Evan Turner,2017-18,17131148.0
Derrick Favors,2017-18,12000000.0
Nikola Pekovic,2017-18,11600000.0
Wesley Johnson,2017-18,5881260.0
Timofey Mozgov,2017-18,15280000.0
DeMarcus Cousins,2017-18,18063850.0
Ekpe Udoh,2017-18,3200000.0
Greg Monroe,2017-18,21384175.0
Al-Farouq Aminu,2017-18,7319035.0
Gordon Hayward,2017-18,29727900.0
Paul George,2017-18,19300000.0
Cole Aldrich,2017-18,7300000.0
Ed Davis,2017-18,6352531.0
Patrick Patterson,2017-18,5192000.0
Larry Sanders,2017-18,5000000.0
Omer Asik,2017-18,10595505.0
Luke Babbitt,2017-18,1974159.0
Eric Bledsoe,2017-18,14500000.0
Avery Bradley,2017-18,8808989.0
Trevor Booker,2017-18,9571137.0
Quincy Pondexter,2017-18,3853931.0
Jordan Crawford,2017-18,1709538.0
Lance Stephenson,2017-18,4180000.0
Hassan Whiteside,2017-18,23775506.0
Jeremy Lin,2017-18,12000000.0
Ishmael Smith,2017-18,6000000.0
Patrick Beverley,2017-18,5513514.0
Jeremy Evans,2017-18,154059.0
Kyrie Irving,2017-18,18868626.0
Derrick Williams,2017-18,104059.0
Enes Kanter,2017-18,17884176.0
Tristan Thompson,2017-18,16400000.0
Ricky Rubio,2017-18,14100000.0
Bismack Biyombo,2017-18,17000000.0
Brandon Knight,2017-18,13618750.0
Kemba Walker,2017-18,12000000.0
Klay Thompson,2017-18,17826150.0
Alec Burks,2017-18,10845506.0
Markieff Morris,2017-18,8000000.0
Marcus Morris,2017-18,5000000.0
Kawhi Leonard,2017-18,18868625.0
Nikola Vucevic,2017-18,12250000.0
Iman Shumpert,2017-18,10337079.0
Tobias Harris,2017-18,16000000.0
Kenneth Faried,2017-18,12921348.0
Reggie Jackson,2017-18,16000000.0
MarShon Brooks,2017-18,86118.0
Cory Joseph,2017-18,7630000.0
Jimmy Butler,2017-18,18696918.0
Chandler Parsons,2017-18,23112004.0
E'Twaun Moore,2017-18,8445024.0
Julyan Stone,2017-18,1524305.0
Jon Leuer,2017-18,10497319.0
DeAndre Liggins,2017-18,1505942.0
Lavoy Allen,2017-18,3500000.0
Isaiah Thomas,2017-18,6261394.0
Shelvin Mack,2017-18,6000000.0
Lance Thomas,2017-18,6655325.0
Anthony Davis,2017-18,23775506.0
Michael Kidd-Gilchrist,2017-18,13000000.0
Bradley Beal,2017-18,23775506.0
Dion Waiters,2017-18,12100000.0
Jonas Valanciunas,2017-18,15460675.0
Mirza Teletovic,2017-18,10500000.0
Damian Lillard,2017-18,26153057.0
Harrison Barnes,2017-18,23112004.0
Terrence Ross,2017-18,10500000.0
Andre Drummond,2017-18,23775506.0
Austin Rivers,2017-18,11825000.0
Meyers Leonard,2017-18,9904495.0
Jeremy Lamb,2017-18,7000000.0
John Henson,2017-18,11422536.0
Moe Harkless,2017-18,10662922.0
Tyler Zeller,2017-18,1709538.0
Andrew Nicholson,2017-18,2844429.0
Evan Fournier,2017-18,17000000.0
Miles Plumlee,2017-18,12400000.0
Festus Ezeli,2017-18,1000000.0
Kyle Singler,2017-18,4666500.0
Marquis Teague,2017-18,157944.0
Draymond Green,2017-18,16400000.0
Kyle O'Quinn,2017-18,4087500.0
Quincy Acy,2017-18,1709538.0
Jae Crowder,2017-18,6796117.0
Will Barton,2017-18,3533333.0
Mike Scott,2017-18,1709538.0
Khris Middleton,2017-18,14100000.0
Kent Bazemore,2017-18,16910112.0
Darius Miller,2017-18,2100000.0
Aron Baynes,2017-18,4300000.0
Justin Holiday,2017-18,4500000.0
Victor Oladipo,2017-18,21000000.0
Otto Porter,2017-18,24773250.0
Cody Zeller,2017-18,12584270.0
Alex Len,2017-18,4187599.0
Nerlens Noel,2017-18,4187599.0
Ben McLemore,2017-18,5200000.0
Kentavious Caldwell-Pope,2017-18,17745894.0
Trey Burke,2017-18,784160.0
CJ McCollum,2017-18,23962573.0
Michael Carter-Williams,2017-18,2700000.0
Steven Adams,2017-18,22471911.0
Kelly Olynyk,2017-18,12007169.0
Shabazz Muhammad,2017-18,1924755.0
Giannis Antetokounmpo,2017-18,22471911.0
Dennis Schroeder,2017-18,15500000.0
Shane Larkin,2017-18,1524305.0
Tony Snell,2017-18,9821429.0
Gorgui Dieng,2017-18,14112360.0
Scotty Hopson,2017-18,74158.0
Mason Plumlee,2017-18,14041096.0
Solomon Hill,2017-18,12236535.0
Tim Hardaway Jr,2017-18,16500000.0
Reggie Bullock,2017-18,2500000.0
Andre Roberson,2017-18,9259260.0
Rudy Gobert,2017-18,21224719.0
Allen Crabbe,2017-18,18500000.0
Dwight Buycks,2017-18,748160.0
Isaiah Canaan,2017-18,1113863.0
Matthew Dellavedova,2017-18,9607500.0
Carrick Felix,2017-18,140901.0
Robert Covington,2017-18,16698103.0
Nate Wolters,2017-18,77250.0
Jeff Withey,2017-18,593780.0
Ian Clark,2017-18,1577230.0
Dewayne Dedmon,2017-18,6900000.0
Mike Muscala,2017-18,5000000.0
Troy Daniels,2017-18,3408520.0
Justin Hamilton,2017-18,1000000.0
Seth Curry,2017-18,3028410.0
Willie Reed,2017-18,1471382.0
Vander Blue,2017-18,77250.0
Andrew Wiggins,2017-18,7574322.0
Nikola Mirotic,2017-18,12500000.0
Jabari Parker,2017-18,6782392.0
Joel Embiid,2017-18,6100266.0
Aaron Gordon,2017-18,5504419.0
Dante Exum,2017-18,4992385.0
Marcus Smart,2017-18,4538019.0
Bojan Bogdanovic,2017-18,10500000.0
Julius Randle,2017-18,4149242.0
Nik Stauskas,2017-18,3807146.0
Noah Vonleh,2017-18,4031018.0
Elfrid Payton,2017-18,3332340.0
Doug McDermott,2017-18,3294994.0
Zach LaVine,2017-18,3202217.0
TJ Warren,2017-18,3152930.0
Adreian Payne,2017-18,77250.0
Joffrey Lauvergne,2017-18,1524305.0
Jusuf Nurkic,2017-18,2947304.0
Lucas Nogueira,2017-18,2947304.0
James Young,2017-18,77250.0
Tyler Ennis,2017-18,1524305.0
Gary Harris,2017-18,2550055.0
Bruno Caboclo,2017-18,2451224.0
Rodney Hood,2017-18,2386864.0
Shabazz Napier,2017-18,2361359.0
Clint Capela,2017-18,2334528.0
CJ Wilcox,2017-18,77250.0
Kyle Anderson,2017-18,2151704.0
