,player,Year,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp
hillgr01PHO,Grant Hill*,2009,SF,36,PHO,82,2445,15.2,.584,.102,.301,3.2,15.7,9.7,11.0,1.8,1.6,13.0,17.5,,3.5,1.9,5.3,.104,,0.4,0.4,0.8,1.7
hillst01OKC,Steven Hill,2009,PF,23,OKC,1,2,88.3,1.000,.000,.000,100.0,58.6,86.4,0.0,0.0,0.0,0.0,22.1,,0.0,0.0,0.0,.873,,30.1,-0.9,29.2,0.0
hinriki01CHI,Kirk Hinrich,2009,SG,28,CHI,51,1339,13.9,.551,.403,.205,1.4,9.1,5.3,22.7,2.5,1.0,16.0,18.1,,1.3,1.3,2.6,.092,,0.0,0.9,0.9,1.0
holliry01TOT,Ryan Hollins,2009,C,24,TOT,45,444,12.9,.569,.000,.766,12.4,13.4,12.9,2.5,0.8,5.7,16.0,15.7,,0.5,0.6,1.0,.110,,-3.4,0.7,-2.7,-0.1
holliry01CHA,Ryan Hollins,2009,C,24,CHA,18,184,15.3,.613,.000,1.114,12.9,11.4,12.1,3.5,0.9,7.6,16.1,15.9,,0.3,0.3,0.6,.158,,-2.7,1.7,-1.0,0.0
holliry01DAL,Ryan Hollins,2009,C,24,DAL,27,260,11.3,.537,.000,.559,12.0,14.9,13.5,1.7,0.8,4.3,16.0,15.5,,0.1,0.3,0.4,.076,,-3.8,-0.1,-3.9,-0.1
horfoal01ATL,Al Horford,2009,C,22,ATL,67,2242,17.0,.565,.002,.345,7.6,25.0,16.3,11.9,1.3,3.3,13.1,16.4,,3.3,3.5,6.8,.145,,0.2,1.5,1.7,2.1
houseed01BOS,Eddie House,2009,PG,30,BOS,81,1479,15.4,.592,.607,.095,0.9,11.5,6.5,10.3,2.2,0.4,8.6,20.1,,2.5,2.4,4.9,.158,,2.3,1.2,3.5,2.0
howardw01ORL,Dwight Howard,2009,C,23,ORL,79,2821,25.4,.600,.002,.867,13.8,29.5,21.8,7.3,1.4,5.9,15.1,26.1,,6.2,7.6,13.8,.234,,2.1,2.4,4.5,4.7
howarjo01DAL,Josh Howard,2009,SF,28,DAL,52,1663,17.0,.532,.215,.281,4.1,14.0,9.1,8.6,1.7,1.3,9.2,26.7,,1.5,1.7,3.2,.091,,0.7,-0.7,0.0,0.8
howarju01TOT,Juwan Howard,2009,SF-PF,35,TOT,42,472,10.9,.534,.000,.231,7.9,11.9,9.9,9.7,0.8,1.0,13.8,18.8,,0.2,0.4,0.7,.067,,-3.2,-0.4,-3.6,-0.2
howarju01DEN,Juwan Howard,2009,PF,35,DEN,3,22,9.6,.500,.000,.000,5.4,15.4,10.6,12.5,2.3,3.5,0.0,4.0,,0.0,0.0,0.1,.141,,-2.0,3.3,1.3,0.0
howarju01CHA,Juwan Howard,2009,SF,35,CHA,39,450,10.9,.535,.000,.234,8.0,11.7,9.9,9.6,0.7,0.9,14.0,19.5,,0.2,0.4,0.6,.064,,-3.2,-0.6,-3.8,-0.2
hughela01TOT,Larry Hughes,2009,SF-SG,30,TOT,55,1479,13.4,.515,.346,.260,1.2,11.0,6.0,12.6,2.5,0.7,10.3,20.6,,0.8,1.3,2.1,.070,,-0.9,0.4,-0.5,0.6
hughela01CHI,Larry Hughes,2009,SF,30,CHI,30,792,14.4,.525,.331,.266,0.9,12.7,6.8,11.9,2.3,0.8,9.5,21.4,,0.6,0.8,1.4,.088,,-0.2,0.5,0.3,0.5
hughela01NYK,Larry Hughes,2009,SG,30,NYK,25,687,12.3,.504,.365,.253,1.5,9.1,5.2,13.3,2.6,0.5,11.2,19.7,,0.2,0.5,0.7,.049,,-1.7,0.4,-1.3,0.1
humphkr01TOR,Kris Humphries,2009,SF,23,TOR,29,265,16.3,.513,.000,.533,10.7,20.2,15.5,6.0,1.6,1.8,6.7,20.7,,0.4,0.3,0.7,.125,,-0.9,-0.7,-1.7,0.0
hunteli01CHI,Lindsey Hunter,2009,PG,38,CHI,28,266,7.9,.433,.585,.061,0.9,4.3,2.6,20.4,3.9,0.3,18.4,17.3,,-0.3,0.3,0.0,-0.003,,-3.5,1.2,-2.3,0.0
hunteot01ATL,Othello Hunter,2009,PF,22,ATL,16,92,12.1,.495,.000,.250,11.5,19.1,15.3,1.7,1.2,4.2,8.3,12.3,,0.0,0.1,0.2,.092,,-2.4,0.3,-2.1,0.0
iguodan01PHI,Andre Iguodala,2009,SF,25,PHI,82,3269,18.4,.560,.228,.454,3.3,14.0,8.6,22.4,2.1,0.9,13.9,22.3,,5.6,3.5,9.2,.134,,2.6,0.6,3.2,4.3
ilgauzy01CLE,Zydrunas Ilgauskas,2009,C,33,CLE,65,1765,18.0,.523,.054,.240,11.0,21.6,16.5,6.4,0.9,3.8,10.1,23.8,,2.1,3.5,5.6,.151,,-0.4,0.1,-0.3,0.8
mbengdj01LAL,D.J. Mbenga,2009,C,28,LAL,23,181,13.9,.504,.018,.140,5.7,13.6,9.7,7.2,2.8,10.2,17.7,17.8,,-0.1,0.4,0.3,.091,,-5.0,4.4,-0.6,0.1
iversal01TOT,Allen Iverson*,2009,PG-SG,33,TOT,57,2093,15.8,.504,.119,.416,1.7,8.2,4.9,23.1,2.3,0.2,12.9,25.7,,0.9,1.9,2.9,.066,,0.2,0.0,0.2,1.1
iversal01DEN,Allen Iverson*,2009,SG,33,DEN,3,123,15.2,.549,.200,.625,2.9,4.6,3.8,25.9,1.2,0.6,16.4,22.1,,0.2,0.1,0.2,.087,,1.8,-1.5,0.3,0.1
iversal01DET,Allen Iverson*,2009,PG,33,DET,54,1970,15.9,.502,.115,.406,1.6,8.4,5.0,23.0,2.4,0.2,12.7,25.9,,0.8,1.9,2.7,.065,,0.1,0.1,0.2,1.1
iveyro01PHI,Royal Ivey,2009,SG,27,PHI,71,861,7.6,.465,.548,.207,2.6,8.0,5.3,7.4,2.2,0.7,9.2,13.2,,0.2,0.8,0.9,.052,,-2.8,0.6,-2.2,0.0
jackja01IND,Jarrett Jack,2009,SG,25,IND,82,2716,13.1,.554,.259,.308,1.8,9.5,5.6,18.6,1.6,0.5,16.0,18.5,,2.3,1.8,4.1,.073,,-1.0,-0.5,-1.4,0.4
jacksbo01SAC,Bobby Jackson,2009,PG,35,SAC,71,1484,12.4,.502,.406,.208,3.3,12.5,7.9,15.5,2.1,0.2,11.1,18.0,,0.8,0.4,1.2,.038,,-0.9,-0.9,-1.8,0.1
jacksda01CLE,Darnell Jackson,2009,PF,23,CLE,51,430,7.2,.483,.023,.407,9.2,14.7,12.0,2.7,1.3,0.7,12.1,12.7,,0.2,0.7,0.8,.094,,-5.4,0.2,-5.2,-0.4
jacksst02GSW,Stephen Jackson,2009,SF,30,GSW,59,2339,16.1,.530,.306,.357,3.3,10.8,7.1,25.6,1.8,0.9,16.6,25.2,,1.5,0.7,2.2,.045,,1.4,-1.7,-0.3,1.0
jamesje01NYK,Jerome James,2009,C,33,NYK,2,10,12.5,.375,.000,.000,10.6,22.6,16.4,0.0,5.0,7.3,11.1,39.2,,-0.1,0.0,0.0,-0.162,,-8.9,1.1,-7.8,0.0
jamesle01CLE,LeBron James,2009,SF,24,CLE,81,3054,31.7,.591,.238,.472,4.3,19.0,11.9,38.0,2.4,2.4,11.0,33.8,,13.7,6.5,20.3,.318,,9.5,3.7,13.2,11.8
jamesmi01TOT,Mike James,2009,PG,33,TOT,61,1649,9.7,.483,.358,.160,1.7,7.9,4.7,19.1,1.4,0.3,14.6,17.8,,-0.2,0.0,-0.1,-0.004,,-2.1,-1.9,-3.9,-0.8
jamesmi01NOH,Mike James,2009,PG,33,NOH,8,74,5.8,.386,.160,.080,1.6,9.8,5.7,17.2,1.5,0.0,10.4,18.8,,-0.1,0.1,0.0,-0.031,,-5.2,-0.8,-6.0,-0.1
jamesmi01WAS,Mike James,2009,PG,33,WAS,53,1575,9.9,.487,.368,.164,1.7,7.8,4.7,19.2,1.4,0.3,14.8,17.8,,-0.1,0.0,-0.1,-0.003,,-1.9,-1.9,-3.8,-0.7
jamisan01WAS,Antawn Jamison,2009,PF,32,WAS,81,3096,20.6,.549,.221,.314,7.2,20.5,13.7,9.1,1.6,0.7,7.1,25.9,,6.6,1.6,8.1,.126,,3.3,-1.7,1.6,2.8
jaricma01MEM,Marko Jarić,2009,SG,30,MEM,53,605,7.3,.417,.193,.283,4.6,8.6,6.6,19.0,2.6,1.5,23.1,16.4,,-0.9,0.5,-0.4,-0.030,,-4.3,0.0,-4.3,-0.4
jawaina01TOR,Nathan Jawai,2009,PF,22,TOR,6,19,-7.6,.250,.000,.000,6.2,6.1,6.2,0.0,0.0,0.0,33.3,14.6,,-0.1,0.0,-0.1,-0.233,,-13.5,-4.7,-18.3,-0.1
jeffeal01MIN,Al Jefferson,2009,C,24,MIN,50,1836,23.1,.532,.004,.258,10.6,24.9,17.5,8.8,1.1,3.5,7.8,28.9,,2.9,2.0,4.9,.128,,3.2,-0.6,2.6,2.1
jeffedo01CHA,Dontell Jefferson,2009,SG,25,CHA,6,84,12.7,.559,.091,.409,1.5,16.1,8.8,18.2,2.6,1.0,18.8,18.0,,0.0,0.1,0.2,.089,,-2.2,2.2,-0.1,0.0
jefferi01MIL,Richard Jefferson,2009,SF,28,MIL,82,2939,15.4,.554,.239,.424,2.2,13.3,7.5,11.7,1.2,0.4,10.2,24.6,,4.2,2.4,6.6,.109,,1.0,-0.8,0.2,1.6
jeffrja01NYK,Jared Jeffries,2009,SF,27,NYK,56,1310,9.4,.473,.044,.330,10.4,8.9,9.7,8.7,1.8,1.8,17.2,12.5,,0.3,0.9,1.2,.045,,-3.1,0.4,-2.6,-0.2
jianlyi01NJN,Yi Jianlian,2009,PF,21,NJN,61,1421,10.9,.474,.280,.246,5.5,22.0,13.7,7.0,1.1,2.1,11.2,20.5,,-0.5,1.3,0.7,.024,,-2.7,-1.1,-3.8,-0.7
johnsam01DET,Amir Johnson,2009,PF,21,DET,62,911,13.5,.608,.000,.215,13.1,17.2,15.1,3.4,1.2,5.1,15.6,11.1,,1.4,1.3,2.7,.142,,-3.0,1.6,-1.4,0.1
johnsan02ORL,Anthony Johnson,2009,PG,34,ORL,80,1481,10.3,.505,.349,.213,2.3,8.8,5.6,21.2,1.6,0.2,16.4,15.5,,0.7,2.1,2.8,.091,,-1.9,1.1,-0.8,0.4
johnsjo02ATL,Joe Johnson,2009,SG,27,ATL,79,3124,18.2,.534,.292,.255,2.4,10.5,6.5,26.4,1.4,0.5,11.0,26.6,,5.1,2.5,7.6,.116,,2.7,-0.9,1.8,3.1
johnsli01TOT,Linton Johnson,2009,PF,28,TOT,10,55,3.4,.409,.182,.000,6.3,10.4,8.3,5.3,0.9,0.0,15.4,10.5,,0.0,0.0,0.0,-0.004,,-5.8,-1.9,-7.7,-0.1
johnsli01CHA,Linton Johnson,2009,PF,28,CHA,2,13,-1.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.010,,-6.8,-1.3,-8.1,0.0
johnsli01CHI,Linton Johnson,2009,PF,28,CHI,8,42,5.0,.409,.182,.000,8.2,13.6,10.9,6.9,1.2,0.0,15.4,13.8,,0.0,0.0,0.0,-0.008,,-5.5,-2.1,-7.6,-0.1
johnstr01CLE,Trey Johnson,2009,SG,24,CLE,4,14,-9.3,.296,.000,.800,0.0,8.2,4.3,0.0,0.0,0.0,12.9,26.2,,-0.1,0.0,-0.1,-0.205,,-18.6,-4.6,-23.2,-0.1
jonesda02DEN,Dahntay Jones,2009,SG,28,DEN,79,1426,9.0,.533,.051,.449,4.9,8.7,6.8,8.2,1.7,1.0,14.5,14.7,,0.7,1.3,2.0,.067,,-3.2,0.3,-2.9,-0.3
jonesda01MIL,Damon Jones,2009,PG,32,MIL,18,108,6.2,.485,.824,.000,0.0,6.9,3.3,9.8,1.4,0.0,15.0,16.6,,-0.1,0.1,0.0,-0.007,,-2.4,-1.6,-4.0,-0.1
jonesdw02CHA,Dwayne Jones,2009,PF,25,CHA,6,52,8.0,.622,.000,.857,14.4,14.2,14.3,0.0,0.0,1.6,29.3,12.4,,0.0,0.0,0.1,.051,,-3.9,-1.8,-5.7,0.0
jonesfr01LAC,Fred Jones,2009,SF,29,LAC,52,1495,10.4,.536,.464,.256,1.7,8.2,4.9,19.1,1.8,0.5,15.8,12.8,,1.1,0.5,1.6,.052,,-2.3,-0.4,-2.7,-0.3
jonesja02MIA,James Jones,2009,SF,28,MIA,40,630,8.4,.520,.644,.208,2.3,9.6,5.9,4.7,1.0,1.8,6.9,13.0,,0.4,0.5,0.9,.065,,-2.1,-0.7,-2.7,-0.1
jonesso01ATL,Solomon Jones,2009,C,24,ATL,63,675,12.0,.655,.018,.667,9.1,15.6,12.3,3.4,0.6,3.9,15.8,11.8,,1.2,0.7,1.9,.138,,-3.2,0.5,-2.7,-0.1
jordade01LAC,DeAndre Jordan,2009,C,20,LAC,53,771,14.1,.585,.000,.741,10.5,25.5,17.8,2.3,0.7,5.7,17.4,13.9,,0.4,0.9,1.3,.079,,-3.2,-0.1,-3.3,-0.3
kamanch01LAC,Chris Kaman,2009,C,26,LAC,31,921,14.4,.552,.000,.246,9.1,22.2,15.5,8.8,1.0,3.6,19.9,20.9,,-0.3,0.8,0.6,.030,,-2.8,-0.3,-3.1,-0.3
kaponja01TOR,Jason Kapono,2009,SG,27,TOR,80,1831,8.9,.525,.379,.070,1.7,8.7,5.2,9.1,0.6,0.1,10.1,17.4,,0.3,0.5,0.8,.021,,-1.9,-1.4,-3.2,-0.6
kiddja01DAL,Jason Kidd*,2009,PG,35,DAL,81,2886,16.9,.550,.523,.170,3.4,16.4,9.9,34.7,2.9,1.0,21.8,13.5,,4.6,3.9,8.5,.141,,1.6,1.9,3.6,4.0
kinseta01CLE,Tarence Kinsey,2009,SG,24,CLE,50,277,11.0,.595,.261,.551,4.5,11.6,8.2,5.5,2.3,0.0,20.4,18.3,,0.2,0.5,0.6,.105,,-3.8,0.6,-3.2,-0.1
kirilan01UTA,Andrei Kirilenko,2009,PF,27,UTA,67,1831,16.8,.549,.128,.546,5.5,15.3,10.4,14.7,2.3,3.3,14.6,20.3,,2.0,2.6,4.6,.122,,0.9,1.7,2.6,2.2
kleizli01DEN,Linas Kleiza,2009,SF,24,DEN,82,1824,13.2,.552,.413,.316,6.0,14.5,10.4,5.7,0.9,0.6,10.0,20.0,,2.1,1.5,3.6,.095,,0.0,-1.5,-1.5,0.2
knighbr01UTA,Brevin Knight,2009,PG,33,UTA,74,938,9.5,.414,.032,.339,1.7,9.5,5.6,28.1,3.7,0.3,23.3,13.5,,-0.6,1.3,0.7,.035,,-4.0,2.1,-1.9,0.0
korveky01UTA,Kyle Korver,2009,SF,27,UTA,78,1874,12.1,.572,.477,.227,2.2,14.2,8.2,11.1,1.3,1.3,12.8,16.9,,1.9,1.8,3.7,.095,,0.0,0.1,0.1,1.0
koufoko01UTA,Kosta Koufos,2009,C,19,UTA,48,565,15.2,.540,.000,.276,10.6,18.6,14.6,5.7,1.1,4.3,11.1,18.5,,0.6,0.7,1.3,.112,,-1.3,-0.1,-1.4,0.1
krstine01OKC,Nenad Krstić,2009,C,25,OKC,46,1141,13.6,.504,.000,.194,8.4,17.2,12.8,4.3,0.9,3.2,9.2,18.9,,0.6,1.1,1.7,.070,,-2.3,-0.4,-2.6,-0.2
kurzro01GSW,Rob Kurz,2009,SF,23,GSW,40,442,11.8,.513,.290,.382,8.1,11.8,10.0,6.5,1.5,3.0,9.5,16.3,,0.5,0.2,0.7,.074,,-1.9,-0.8,-2.7,-0.1
landrca01HOU,Carl Landry,2009,PF,25,HOU,69,1467,17.7,.634,.007,.462,10.3,16.7,13.6,4.6,0.9,1.5,11.9,18.1,,3.7,2.2,5.9,.193,,0.3,0.4,0.7,1.0
lawac01ATL,Acie Law,2009,PG,24,ATL,55,560,10.6,.490,.209,.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,,0.3,0.4,0.7,.062,,-2.2,-0.6,-2.9,-0.1
leeco01ORL,Courtney Lee,2009,SG,23,ORL,77,1939,10.7,.556,.376,.174,1.1,9.1,5.2,7.6,2.0,0.5,10.6,15.5,,1.3,3.1,4.4,.108,,-2.1,1.9,-0.1,0.9
leeda02NYK,David Lee,2009,C,25,NYK,81,2824,19.0,.590,.003,.347,9.6,27.9,18.4,10.1,1.4,0.6,12.0,19.2,,5.9,3.1,9.0,.154,,1.0,-0.2,0.8,2.0
lewisra02ORL,Rashard Lewis,2009,PF,29,ORL,79,2859,16.8,.580,.509,.247,3.7,13.9,8.9,12.5,1.5,1.3,11.6,22.0,,4.7,4.8,9.5,.160,,2.7,1.0,3.7,4.1
livinsh01TOT,Shaun Livingston,2009,PG,23,TOT,12,231,12.1,.551,.000,.167,1.5,12.7,7.0,13.9,1.6,0.6,12.3,14.2,,0.2,0.2,0.4,.074,,-2.8,0.3,-2.5,0.0
livinsh01MIA,Shaun Livingston,2009,PG,23,MIA,4,41,5.4,.461,.000,.500,0.0,5.9,2.9,14.2,2.6,0.0,23.5,14.6,,-0.1,0.0,0.0,-0.021,,-7.7,0.2,-7.5,-0.1
livinsh01OKC,Shaun Livingston,2009,PG,23,OKC,8,190,13.5,.567,.000,.115,1.8,14.2,7.9,13.8,1.3,0.8,9.9,14.1,,0.2,0.1,0.4,.095,,-1.7,0.3,-1.4,0.0
lopezbr01NJN,Brook Lopez,2009,C,20,NJN,82,2501,17.9,.568,.002,.257,10.6,21.2,15.8,6.2,0.9,4.9,13.5,20.3,,3.2,2.7,5.8,.112,,-0.3,-0.3,-0.6,0.9
lopezro01PHO,Robin Lopez,2009,C,20,PHO,60,614,11.6,.566,.007,.496,10.3,12.1,11.2,1.8,0.9,4.9,14.4,14.0,,0.6,0.4,1.1,.083,,-3.1,-0.3,-3.4,-0.2
loveke01MIN,Kevin Love,2009,C,20,MIN,81,2048,18.3,.538,.028,.488,15.1,27.3,21.0,6.8,0.9,1.9,12.4,21.0,,3.4,1.9,5.3,.124,,0.4,-1.6,-1.1,0.4
lowryky01TOT,Kyle Lowry,2009,PG,22,TOT,77,1679,14.4,.547,.226,.521,1.9,11.6,6.8,26.4,2.2,0.8,18.0,18.1,,1.8,1.8,3.6,.103,,-0.7,0.8,0.2,0.9
lowryky01MEM,Kyle Lowry,2009,PG,22,MEM,49,1071,14.1,.540,.254,.592,1.5,11.4,6.4,26.9,2.4,0.6,18.7,18.4,,0.9,0.9,1.8,.081,,-0.9,0.2,-0.7,0.3
lowryky01HOU,Kyle Lowry,2009,PG,22,HOU,28,608,15.0,.561,.179,.401,2.6,12.0,7.5,25.7,1.8,1.1,16.6,17.5,,0.9,0.9,1.8,.143,,-0.3,2.1,1.7,0.6
luety01TOT,Tyronn Lue,2009,PG,31,TOT,44,521,10.3,.537,.383,.117,1.3,9.2,5.2,18.6,0.8,0.0,11.9,16.8,,0.5,0.4,0.8,.078,,-0.9,-0.1,-0.9,0.1
luety01MIL,Tyronn Lue,2009,PG,31,MIL,30,392,10.6,.559,.378,.134,1.7,9.2,5.3,18.8,0.8,0.0,14.3,16.8,,0.4,0.2,0.6,.073,,-0.5,-0.5,-1.0,0.1
luety01ORL,Tyronn Lue,2009,PG,31,ORL,14,129,9.4,.474,.395,.070,0.0,9.4,4.8,17.8,0.8,0.0,4.3,16.6,,0.1,0.2,0.3,.093,,-1.9,1.1,-0.8,0.0
madsema01MIN,Mark Madsen,2009,C,33,MIN,19,116,-0.1,.190,.000,.286,9.7,8.4,9.1,4.7,0.5,0.7,16.0,7.3,,-0.2,0.0,-0.1,-0.061,,-7.6,-2.4,-10.0,-0.2
maggeco01GSW,Corey Maggette,2009,PF,29,GSW,51,1588,16.9,.582,.150,.655,3.4,16.0,9.7,9.2,1.4,0.3,12.8,25.2,,2.8,0.6,3.3,.100,,-0.2,-1.8,-2.0,0.0
magloja01MIA,Jamaal Magloire,2009,C,30,MIA,55,709,10.6,.505,.000,.458,13.7,23.8,18.7,4.6,0.8,2.9,16.9,12.5,,0.4,0.9,1.3,.089,,-4.2,-0.3,-4.5,-0.4
marbust01BOS,Stephon Marbury,2009,PG,31,BOS,23,414,4.4,.377,.225,.117,0.6,7.3,4.1,26.6,1.3,0.6,24.1,17.3,,-0.9,0.5,-0.3,-0.038,,-5.0,-1.1,-6.1,-0.4
mariosh01TOT,Shawn Marion,2009,SF,30,TOT,69,2470,16.0,.522,.067,.187,8.6,19.7,14.2,9.3,1.9,2.1,11.0,18.1,,2.1,3.1,5.2,.101,,0.0,0.3,0.3,1.4
mariosh01MIA,Shawn Marion,2009,SF,30,MIA,42,1516,15.7,.522,.090,.191,8.4,20.5,14.4,8.2,2.0,2.4,10.4,16.7,,1.4,2.2,3.6,.113,,-0.3,0.7,0.4,0.9
mariosh01TOR,Shawn Marion,2009,SF,30,TOR,27,954,16.4,.523,.038,.181,9.1,18.4,13.8,10.9,1.7,1.7,11.7,20.2,,0.7,1.0,1.6,.082,,0.4,-0.3,0.1,0.5
marksse01NOH,Sean Marks,2009,C,33,NOH,60,838,8.8,.521,.061,.267,9.0,18.0,13.5,2.6,0.5,3.3,16.0,12.6,,0.2,1.0,1.2,.067,,-4.4,-0.4,-4.8,-0.6
marshdo01PHI,Donyell Marshall,2009,PF,35,PHI,25,189,18.9,.621,.753,.082,3.8,21.7,12.7,13.6,1.1,2.1,7.3,19.7,,0.6,0.2,0.8,.201,,5.5,1.0,6.5,0.4
martica01CHA,Cartier Martin,2009,SF,24,CHA,33,266,9.2,.489,.429,.325,3.3,12.0,7.7,8.0,1.6,1.2,9.3,17.2,,0.1,0.3,0.4,.070,,-3.2,0.3,-2.8,-0.1
martike01DEN,Kenyon Martin,2009,PF,31,DEN,66,2111,13.6,.523,.059,.304,4.6,16.8,10.9,10.0,2.3,2.7,12.4,17.7,,0.9,3.1,4.0,.090,,-1.2,1.5,0.3,1.2
martike02SAC,Kevin Martin,2009,SG,25,SAC,51,1947,19.2,.601,.342,.650,1.7,9.3,5.5,12.3,1.6,0.3,12.3,27.4,,4.7,0.1,4.7,.117,,3.0,-2.4,0.5,1.3
masonde01OKC,Desmond Mason,2009,SG,31,OKC,39,1064,7.1,.456,.011,.298,4.4,12.8,8.5,6.7,0.7,2.1,14.8,15.7,,-1.0,0.7,-0.3,-0.012,,-4.8,-0.3,-5.1,-0.8
masonro01SAS,Roger Mason,2009,SG,28,SAS,82,2496,11.9,.554,.479,.144,0.8,11.1,6.0,11.1,0.9,0.4,10.3,18.9,,1.9,2.9,4.7,.091,,-0.7,-0.2,-0.9,0.7
maxieja01DET,Jason Maxiell,2009,C,25,DET,78,1408,15.8,.580,.003,.494,14.0,13.2,13.7,2.8,1.0,3.5,10.4,14.7,,2.6,1.5,4.1,.141,,-0.5,-0.2,-0.6,0.5
mayse01CHA,Sean May,2009,PF,24,CHA,24,301,6.2,.435,.010,.204,8.3,20.0,14.2,5.6,0.9,1.1,19.6,20.8,,-0.7,0.4,-0.3,-0.045,,-6.0,-1.4,-7.4,-0.4
mayooj01MEM,O.J. Mayo,2009,SG,21,MEM,82,3120,14.2,.539,.295,.219,2.2,10.1,6.1,15.5,1.6,0.3,13.8,24.5,,1.5,1.8,3.4,.052,,0.2,-1.4,-1.3,0.6
mbahalu01MIL,Luc Mbah a Moute,2009,PF,22,MIL,82,2114,12.3,.516,.008,.391,10.1,17.4,13.6,6.3,2.1,1.8,14.8,14.3,,1.2,2.8,4.0,.092,,-1.6,0.8,-0.8,0.6
mccanra01TOT,Rashad McCants,2009,SG,24,TOT,58,1101,13.0,.504,.387,.289,2.2,9.7,5.8,10.7,2.2,1.0,10.4,25.1,,0.0,0.5,0.6,.025,,-0.9,-1.0,-1.9,0.1
mccanra01MIN,Rashad McCants,2009,SG,24,MIN,34,636,9.9,.470,.408,.277,1.9,9.9,5.8,8.5,2.2,0.7,12.1,26.4,,-0.7,0.4,-0.3,-0.024,,-2.7,-1.0,-3.7,-0.3
mccanra01SAC,Rashad McCants,2009,SG,24,SAC,24,465,17.2,.553,.357,.306,2.5,9.4,5.9,13.7,2.2,1.3,7.9,23.3,,0.8,0.1,0.9,.092,,1.5,-0.9,0.6,0.3
mcdyean01DET,Antonio McDyess,2009,PF,34,DET,62,1866,16.6,.529,.000,.164,11.6,27.2,19.3,7.3,1.2,2.1,8.3,15.7,,2.8,2.8,5.6,.144,,0.0,0.4,0.5,1.2
mcgeeja01WAS,JaVale McGee,2009,C,21,WAS,75,1143,17.0,.534,.000,.419,12.0,18.4,15.1,3.4,1.5,5.4,11.7,20.7,,1.1,0.9,2.0,.084,,-1.8,-1.1,-2.9,-0.3
mcgratr01HOU,Tracy McGrady*,2009,SG,29,HOU,35,1181,16.3,.492,.241,.322,2.1,12.7,7.6,25.2,1.9,0.9,11.1,24.5,,0.9,1.8,2.7,.108,,1.4,0.9,2.3,1.3
mcguido01WAS,Dominic McGuire,2009,SF,23,WAS,79,2072,10.8,.483,.012,.315,6.2,18.4,12.1,13.8,1.6,2.9,20.0,10.1,,0.5,1.3,1.7,.040,,-1.8,0.7,-1.1,0.5
mcrobjo01IND,Josh McRoberts,2009,PF,21,IND,33,279,12.5,.451,.120,.157,10.2,19.1,14.6,8.4,2.1,4.3,11.9,15.7,,0.0,0.4,0.4,.073,,-3.5,1.1,-2.3,0.0
mensapo01TOT,Pops Mensah-Bonsu,2009,PF,25,TOT,22,283,14.5,.447,.019,.466,23.1,23.8,23.5,3.3,1.7,1.4,13.3,23.4,,0.0,0.4,0.3,.058,,-3.2,-2.4,-5.5,-0.3
mensapo01SAS,Pops Mensah-Bonsu,2009,PF,25,SAS,3,20,35.8,.744,.000,1.000,30.2,29.4,29.8,0.0,2.7,3.7,16.6,29.3,,0.1,0.1,0.2,.418,,5.2,3.0,8.2,0.1
mensapo01TOR,Pops Mensah-Bonsu,2009,PF,25,TOR,19,263,12.9,.421,.021,.427,22.5,23.4,23.0,3.6,1.6,1.2,13.0,23.0,,-0.1,0.3,0.2,.031,,-3.8,-2.8,-6.6,-0.3
mihmch01LAL,Chris Mihm,2009,C,29,LAL,18,105,10.0,.418,.000,.175,16.4,20.2,18.3,13.7,0.5,4.4,18.8,22.2,,-0.1,0.2,0.1,.026,,-6.4,0.2,-6.2,-0.1
milescj01UTA,C.J. Miles,2009,SG,21,UTA,72,1623,11.8,.546,.319,.158,3.3,9.0,6.1,10.4,1.5,0.7,9.6,18.4,,1.6,1.3,2.9,.086,,-1.1,-0.4,-1.6,0.2
milesda01MEM,Darius Miles,2009,SF,27,MEM,34,298,16.1,.533,.061,.313,7.7,15.9,11.7,10.1,2.0,5.5,15.7,21.0,,0.1,0.4,0.5,.077,,-0.7,1.6,0.9,0.2
milicda01MEM,Darko Miličić,2009,C,23,MEM,61,1034,13.8,.533,.000,.395,9.7,21.8,15.7,5.6,1.1,4.0,13.3,16.3,,0.7,1.2,1.9,.088,,-2.2,0.2,-2.0,0.0
millean02PHI,Andre Miller,2009,PG,32,PHI,82,2976,18.6,.548,.051,.393,4.9,9.9,7.4,30.2,2.0,0.4,14.0,21.8,,6.2,2.5,8.8,.141,,2.4,0.0,2.4,3.3
millebr01TOT,Brad Miller,2009,C,32,TOT,70,2100,16.7,.566,.091,.443,8.3,21.9,15.0,17.9,1.3,1.3,15.1,18.4,,3.6,1.5,5.1,.117,,1.0,0.1,1.1,1.6
millebr01SAC,Brad Miller,2009,C,32,SAC,43,1354,15.7,.562,.111,.402,7.1,22.7,14.8,17.8,1.1,1.3,15.4,17.9,,1.9,0.6,2.6,.091,,0.7,-0.2,0.5,0.8
